time,sea_surface_height_above_sea_level_geoid_mllw,sea_surface_height_above_sea_level_geoid_mllw_qc_agg,z
UTC,m,,m
2020-07-11T05:48:00Z,0.053,1,0.0
2020-07-11T05:54:00Z,0.045,1,0.0
2020-07-11T06:00:00Z,0.037,1,0.0
2020-07-11T06:06:00Z,0.03,1,0.0
2020-07-11T06:12:00Z,0.022,1,0.0
2020-07-11T06:18:00Z,0.016,1,0.0
2020-07-11T06:24:00Z,0.008,1,0.0
2020-07-11T06:30:00Z,0.003,1,0.0
2020-07-11T06:36:00Z,-0.004,1,0.0
2020-07-11T06:42:00Z,-0.011,1,0.0
2020-07-11T06:48:00Z,-0.014,1,0.0
2020-07-11T06:54:00Z,-0.016,1,0.0
2020-07-11T07:00:00Z,-0.021,1,0.0
2020-07-11T07:06:00Z,-0.024,1,0.0
2020-07-11T07:12:00Z,-0.027,1,0.0
2020-07-11T07:18:00Z,-0.034,1,0.0
2020-07-11T07:24:00Z,-0.037,1,0.0
2020-07-11T07:30:00Z,-0.038,1,0.0
2020-07-11T07:36:00Z,-0.04,1,0.0
2020-07-11T07:42:00Z,-0.043,1,0.0
2020-07-11T07:44:00Z,NaN,NaN,0.0
2020-07-11T07:48:00Z,-0.042,1,0.0
2020-07-11T07:54:00Z,-0.047,1,0.0
2020-07-11T08:00:00Z,-0.047,1,0.0
2020-07-11T08:06:00Z,-0.043,1,0.0
2020-07-11T08:12:00Z,-0.044,1,0.0
2020-07-11T08:18:00Z,-0.044,1,0.0
2020-07-11T08:24:00Z,-0.046,1,0.0
2020-07-11T08:30:00Z,-0.045,1,0.0
2020-07-11T08:36:00Z,-0.044,1,0.0
2020-07-11T08:42:00Z,-0.039,1,0.0
2020-07-11T08:48:00Z,-0.033,1,0.0
2020-07-11T08:54:00Z,-0.032,1,0.0
2020-07-11T09:00:00Z,-0.025,1,0.0
2020-07-11T09:06:00Z,-0.014,1,0.0
2020-07-11T09:12:00Z,-0.009,1,0.0
2020-07-11T09:18:00Z,-0.006,1,0.0
2020-07-11T09:24:00Z,0.005,1,0.0
2020-07-11T09:30:00Z,0.013,1,0.0
2020-07-11T09:36:00Z,0.02,1,0.0
2020-07-11T09:42:00Z,0.035,1,0.0
2020-07-11T09:48:00Z,0.051,1,0.0
2020-07-11T09:54:00Z,0.059,1,0.0
2020-07-11T10:00:00Z,0.064,1,0.0
2020-07-11T10:06:00Z,0.08,1,0.0
2020-07-11T10:12:00Z,0.089,1,0.0
2020-07-11T10:18:00Z,0.108,1,0.0
2020-07-11T10:24:00Z,0.133,1,0.0
2020-07-11T10:30:00Z,0.139,1,0.0
2020-07-11T10:36:00Z,0.155,1,0.0
2020-07-11T10:42:00Z,0.188,1,0.0
2020-07-11T10:48:00Z,0.196,1,0.0
2020-07-11T10:54:00Z,0.206,1,0.0
2020-07-11T11:00:00Z,0.224,1,0.0
2020-07-11T11:06:00Z,0.241,1,0.0
2020-07-11T11:12:00Z,0.263,1,0.0
2020-07-11T11:18:00Z,0.282,1,0.0
2020-07-11T11:24:00Z,0.289,1,0.0
2020-07-11T11:30:00Z,0.309,1,0.0
2020-07-11T11:36:00Z,0.332,1,0.0
2020-07-11T11:42:00Z,0.338,1,0.0
2020-07-11T11:48:00Z,0.349,1,0.0
2020-07-11T11:54:00Z,0.365,1,0.0
2020-07-11T12:00:00Z,0.375,1,0.0
2020-07-11T12:06:00Z,0.381,1,0.0
2020-07-11T12:12:00Z,0.398,1,0.0
2020-07-11T12:18:00Z,0.413,1,0.0
2020-07-11T12:24:00Z,0.423,1,0.0
2020-07-11T12:30:00Z,0.418,1,0.0
2020-07-11T12:36:00Z,0.431,1,0.0
2020-07-11T12:42:00Z,0.448,1,0.0
2020-07-11T12:48:00Z,0.449,1,0.0
2020-07-11T12:54:00Z,0.457,1,0.0
2020-07-11T13:00:00Z,0.464,1,0.0
2020-07-11T13:06:00Z,0.463,1,0.0
2020-07-11T13:12:00Z,0.475,1,0.0
2020-07-11T13:18:00Z,0.489,1,0.0
2020-07-11T13:24:00Z,0.499,1,0.0
2020-07-11T13:30:00Z,0.498,1,0.0
2020-07-11T13:36:00Z,0.494,1,0.0
2020-07-11T13:42:00Z,0.504,1,0.0
2020-07-11T13:48:00Z,0.515,1,0.0
2020-07-11T13:54:00Z,0.514,1,0.0
2020-07-11T14:00:00Z,0.527,1,0.0
2020-07-11T14:06:00Z,0.539,1,0.0
2020-07-11T14:12:00Z,0.543,1,0.0
2020-07-11T14:18:00Z,0.547,1,0.0
2020-07-11T14:24:00Z,0.56,1,0.0
2020-07-11T14:30:00Z,0.555,1,0.0
2020-07-11T14:36:00Z,0.567,1,0.0
2020-07-11T14:42:00Z,0.574,1,0.0
2020-07-11T14:48:00Z,0.571,1,0.0
2020-07-11T14:54:00Z,0.573,1,0.0
2020-07-11T15:00:00Z,0.575,1,0.0
2020-07-11T15:06:00Z,0.58,1,0.0
2020-07-11T15:12:00Z,0.58,1,0.0
2020-07-11T15:18:00Z,0.577,1,0.0
2020-07-11T15:24:00Z,0.576,1,0.0
2020-07-11T15:30:00Z,0.583,1,0.0
2020-07-11T15:36:00Z,0.592,1,0.0
2020-07-11T15:42:00Z,0.578,1,0.0
2020-07-11T15:48:00Z,0.584,1,0.0
2020-07-11T15:54:00Z,0.584,1,0.0
2020-07-11T16:00:00Z,0.589,1,0.0
2020-07-11T16:06:00Z,0.594,1,0.0
2020-07-11T16:12:00Z,0.592,1,0.0
2020-07-11T16:18:00Z,0.582,1,0.0
2020-07-11T16:24:00Z,0.592,1,0.0
2020-07-11T16:30:00Z,0.6,1,0.0
2020-07-11T16:36:00Z,0.601,1,0.0
2020-07-11T16:42:00Z,0.604,1,0.0
2020-07-11T16:48:00Z,0.619,1,0.0
2020-07-11T16:54:00Z,0.616,1,0.0
2020-07-11T17:00:00Z,0.608,1,0.0
2020-07-11T17:06:00Z,0.613,1,0.0
2020-07-11T17:12:00Z,0.617,1,0.0
2020-07-11T17:18:00Z,0.629,1,0.0
2020-07-11T17:24:00Z,0.623,1,0.0
2020-07-11T17:30:00Z,0.625,1,0.0
2020-07-11T17:36:00Z,0.63,1,0.0
2020-07-11T17:42:00Z,0.63,1,0.0
2020-07-11T17:48:00Z,0.639,1,0.0
2020-07-11T17:54:00Z,0.639,1,0.0
2020-07-11T18:00:00Z,0.641,1,0.0
2020-07-11T18:06:00Z,0.648,1,0.0
2020-07-11T18:12:00Z,0.656,1,0.0
2020-07-11T18:18:00Z,0.661,1,0.0
2020-07-11T18:24:00Z,0.662,1,0.0
2020-07-11T18:30:00Z,0.662,1,0.0
2020-07-11T18:36:00Z,0.674,1,0.0
2020-07-11T18:42:00Z,0.68,1,0.0
2020-07-11T18:48:00Z,0.681,1,0.0
2020-07-11T18:54:00Z,0.681,1,0.0
2020-07-11T19:00:00Z,0.687,1,0.0
2020-07-11T19:06:00Z,0.7,1,0.0
2020-07-11T19:12:00Z,0.704,1,0.0
2020-07-11T19:18:00Z,0.711,1,0.0
2020-07-11T19:24:00Z,0.71,1,0.0
2020-07-11T19:30:00Z,0.72,1,0.0
2020-07-11T19:36:00Z,0.731,1,0.0
2020-07-11T19:42:00Z,0.729,1,0.0
2020-07-11T19:48:00Z,0.736,1,0.0
2020-07-11T19:54:00Z,0.744,1,0.0
2020-07-11T20:00:00Z,0.747,1,0.0
2020-07-11T20:06:00Z,0.753,1,0.0
2020-07-11T20:12:00Z,0.759,1,0.0
2020-07-11T20:18:00Z,0.759,1,0.0
2020-07-11T20:24:00Z,0.771,1,0.0
2020-07-11T20:30:00Z,0.778,1,0.0
2020-07-11T20:36:00Z,0.788,1,0.0
2020-07-11T20:42:00Z,0.789,1,0.0
2020-07-11T20:48:00Z,0.793,1,0.0
2020-07-11T20:54:00Z,0.804,1,0.0
2020-07-11T21:00:00Z,0.811,1,0.0
2020-07-11T21:06:00Z,0.821,1,0.0
2020-07-11T21:12:00Z,0.821,1,0.0
2020-07-11T21:18:00Z,0.826,1,0.0
2020-07-11T21:24:00Z,0.835,1,0.0
2020-07-11T21:30:00Z,0.843,1,0.0
2020-07-11T21:36:00Z,0.853,1,0.0
2020-07-11T21:42:00Z,0.857,1,0.0
2020-07-11T21:48:00Z,0.865,1,0.0
2020-07-11T21:54:00Z,0.87,1,0.0
2020-07-11T22:00:00Z,0.876,1,0.0
2020-07-11T22:06:00Z,0.877,1,0.0
2020-07-11T22:12:00Z,0.886,1,0.0
2020-07-11T22:18:00Z,0.889,1,0.0
2020-07-11T22:24:00Z,0.895,1,0.0
2020-07-11T22:30:00Z,0.899,1,0.0
2020-07-11T22:36:00Z,0.89,1,0.0
2020-07-11T22:37:00Z,NaN,NaN,0.0
2020-07-11T22:42:00Z,0.899,1,0.0
2020-07-11T22:48:00Z,0.9,1,0.0
2020-07-11T22:54:00Z,0.891,1,0.0
2020-07-11T23:00:00Z,0.892,1,0.0
2020-07-11T23:06:00Z,0.894,1,0.0
2020-07-11T23:12:00Z,0.893,1,0.0
2020-07-11T23:18:00Z,0.887,1,0.0
2020-07-11T23:24:00Z,0.875,1,0.0
2020-07-11T23:30:00Z,0.879,1,0.0
2020-07-11T23:36:00Z,0.869,1,0.0
2020-07-11T23:42:00Z,0.864,1,0.0
2020-07-11T23:48:00Z,0.857,1,0.0
2020-07-11T23:54:00Z,0.844,1,0.0
2020-07-12T00:00:00Z,0.835,1,0.0
2020-07-12T00:06:00Z,0.829,1,0.0
2020-07-12T00:12:00Z,0.82,1,0.0
2020-07-12T00:18:00Z,0.804,1,0.0
2020-07-12T00:24:00Z,0.798,1,0.0
2020-07-12T00:30:00Z,0.787,1,0.0
2020-07-12T00:36:00Z,0.774,1,0.0
2020-07-12T00:42:00Z,0.762,1,0.0
2020-07-12T00:48:00Z,0.747,1,0.0
2020-07-12T00:54:00Z,0.741,1,0.0
2020-07-12T01:00:00Z,0.721,1,0.0
2020-07-12T01:06:00Z,0.708,1,0.0
2020-07-12T01:12:00Z,0.693,1,0.0
2020-07-12T01:18:00Z,0.673,1,0.0
2020-07-12T01:24:00Z,0.662,1,0.0
2020-07-12T01:30:00Z,0.64,1,0.0
2020-07-12T01:36:00Z,0.631,1,0.0
2020-07-12T01:42:00Z,0.617,1,0.0
2020-07-12T01:48:00Z,0.598,1,0.0
2020-07-12T01:54:00Z,0.575,1,0.0
2020-07-12T02:00:00Z,0.557,1,0.0
2020-07-12T02:06:00Z,0.538,1,0.0
2020-07-12T02:12:00Z,0.527,1,0.0
2020-07-12T02:18:00Z,0.514,1,0.0
2020-07-12T02:24:00Z,0.495,1,0.0
2020-07-12T02:30:00Z,0.48,1,0.0
2020-07-12T02:36:00Z,0.462,1,0.0
2020-07-12T02:42:00Z,0.443,1,0.0
2020-07-12T02:48:00Z,0.428,1,0.0
2020-07-12T02:54:00Z,0.404,1,0.0
2020-07-12T03:00:00Z,0.387,1,0.0
2020-07-12T03:06:00Z,0.368,1,0.0
2020-07-12T03:12:00Z,0.349,1,0.0
2020-07-12T03:18:00Z,0.331,1,0.0
2020-07-12T03:24:00Z,0.314,1,0.0
2020-07-12T03:30:00Z,0.296,1,0.0
2020-07-12T03:36:00Z,0.281,1,0.0
2020-07-12T03:42:00Z,0.266,1,0.0
2020-07-12T03:48:00Z,0.25,1,0.0
2020-07-12T03:54:00Z,0.232,1,0.0
2020-07-12T04:00:00Z,0.222,1,0.0
2020-07-12T04:06:00Z,0.202,1,0.0
2020-07-12T04:12:00Z,0.189,1,0.0
2020-07-12T04:18:00Z,0.179,1,0.0
2020-07-12T04:24:00Z,0.17,1,0.0
2020-07-12T04:30:00Z,0.156,1,0.0
2020-07-12T04:36:00Z,0.143,1,0.0
2020-07-12T04:42:00Z,0.131,1,0.0
2020-07-12T04:48:00Z,0.121,1,0.0
2020-07-12T04:54:00Z,0.107,1,0.0
2020-07-12T05:00:00Z,0.1,1,0.0
2020-07-12T05:06:00Z,0.086,1,0.0
2020-07-12T05:12:00Z,0.076,1,0.0
2020-07-12T05:18:00Z,0.068,1,0.0
2020-07-12T05:24:00Z,0.057,1,0.0
2020-07-12T05:30:00Z,0.048,1,0.0
2020-07-12T05:36:00Z,0.04,1,0.0
2020-07-12T05:42:00Z,0.029,1,0.0
2020-07-12T05:48:00Z,0.021,1,0.0
2020-07-12T05:54:00Z,0.01,1,0.0
2020-07-12T06:00:00Z,0.004,1,0.0
2020-07-12T06:06:00Z,-0.004,1,0.0
2020-07-12T06:12:00Z,-0.013,1,0.0
2020-07-12T06:18:00Z,-0.02,1,0.0
2020-07-12T06:24:00Z,-0.026,1,0.0
2020-07-12T06:30:00Z,-0.034,1,0.0
2020-07-12T06:36:00Z,-0.038,1,0.0
2020-07-12T06:42:00Z,-0.048,1,0.0
2020-07-12T06:48:00Z,-0.053,1,0.0
2020-07-12T06:54:00Z,-0.058,1,0.0
2020-07-12T07:00:00Z,-0.061,1,0.0
2020-07-12T07:06:00Z,-0.067,1,0.0
2020-07-12T07:12:00Z,-0.074,1,0.0
2020-07-12T07:18:00Z,-0.076,1,0.0
2020-07-12T07:24:00Z,-0.08,1,0.0
2020-07-12T07:30:00Z,-0.083,1,0.0
2020-07-12T07:36:00Z,-0.085,1,0.0
2020-07-12T07:42:00Z,-0.092,1,0.0
2020-07-12T07:48:00Z,-0.092,1,0.0
2020-07-12T07:49:00Z,NaN,NaN,0.0
2020-07-12T07:54:00Z,-0.094,1,0.0
2020-07-12T08:00:00Z,-0.096,1,0.0
2020-07-12T08:06:00Z,-0.097,1,0.0
2020-07-12T08:12:00Z,-0.102,1,0.0
2020-07-12T08:18:00Z,-0.103,1,0.0
2020-07-12T08:24:00Z,-0.103,1,0.0
2020-07-12T08:30:00Z,-0.103,1,0.0
2020-07-12T08:36:00Z,-0.102,1,0.0
2020-07-12T08:42:00Z,-0.105,1,0.0
2020-07-12T08:48:00Z,-0.105,1,0.0
2020-07-12T08:54:00Z,-0.104,1,0.0
2020-07-12T09:00:00Z,-0.101,1,0.0
2020-07-12T09:06:00Z,-0.099,1,0.0
2020-07-12T09:12:00Z,-0.101,1,0.0
2020-07-12T09:18:00Z,-0.097,1,0.0
2020-07-12T09:24:00Z,-0.092,1,0.0
2020-07-12T09:30:00Z,-0.087,1,0.0
2020-07-12T09:36:00Z,-0.082,1,0.0
2020-07-12T09:42:00Z,-0.078,1,0.0
2020-07-12T09:48:00Z,-0.076,1,0.0
2020-07-12T09:54:00Z,-0.064,1,0.0
2020-07-12T10:00:00Z,-0.056,1,0.0
2020-07-12T10:06:00Z,-0.047,1,0.0
2020-07-12T10:12:00Z,-0.035,1,0.0
2020-07-12T10:18:00Z,-0.022,1,0.0
2020-07-12T10:24:00Z,-0.008,1,0.0
2020-07-12T10:30:00Z,0.005,1,0.0
2020-07-12T10:36:00Z,0.021,1,0.0
2020-07-12T10:42:00Z,0.037,1,0.0
2020-07-12T10:48:00Z,0.061,1,0.0
2020-07-12T10:54:00Z,0.078,1,0.0
2020-07-12T11:00:00Z,0.099,1,0.0
2020-07-12T11:06:00Z,0.121,1,0.0
2020-07-12T11:12:00Z,0.141,1,0.0
2020-07-12T11:18:00Z,0.159,1,0.0
2020-07-12T11:24:00Z,0.178,1,0.0
2020-07-12T11:30:00Z,0.192,1,0.0
2020-07-12T11:36:00Z,0.212,1,0.0
2020-07-12T11:42:00Z,0.234,1,0.0
2020-07-12T11:48:00Z,0.251,1,0.0
2020-07-12T11:54:00Z,0.271,1,0.0
2020-07-12T12:00:00Z,0.286,1,0.0
2020-07-12T12:06:00Z,0.305,1,0.0
2020-07-12T12:12:00Z,0.327,1,0.0
2020-07-12T12:18:00Z,0.345,1,0.0
2020-07-12T12:24:00Z,0.361,1,0.0
2020-07-12T12:30:00Z,0.373,1,0.0
2020-07-12T12:36:00Z,0.384,1,0.0
2020-07-12T12:42:00Z,0.397,1,0.0
2020-07-12T12:48:00Z,0.418,1,0.0
2020-07-12T12:54:00Z,0.431,1,0.0
2020-07-12T13:00:00Z,0.445,1,0.0
2020-07-12T13:06:00Z,0.457,1,0.0
2020-07-12T13:12:00Z,0.464,1,0.0
2020-07-12T13:18:00Z,0.479,1,0.0
2020-07-12T13:24:00Z,0.485,1,0.0
2020-07-12T13:30:00Z,0.5,1,0.0
2020-07-12T13:36:00Z,0.508,1,0.0
2020-07-12T13:42:00Z,0.521,1,0.0
2020-07-12T13:48:00Z,0.53,1,0.0
2020-07-12T13:54:00Z,0.533,1,0.0
2020-07-12T14:00:00Z,0.541,1,0.0
2020-07-12T14:06:00Z,0.553,1,0.0
2020-07-12T14:12:00Z,0.564,1,0.0
2020-07-12T14:18:00Z,0.575,1,0.0
2020-07-12T14:24:00Z,0.576,1,0.0
2020-07-12T14:30:00Z,0.581,1,0.0
2020-07-12T14:36:00Z,0.592,1,0.0
2020-07-12T14:42:00Z,0.601,1,0.0
2020-07-12T14:48:00Z,0.608,1,0.0
2020-07-12T14:54:00Z,0.607,1,0.0
2020-07-12T15:00:00Z,0.612,1,0.0
2020-07-12T15:06:00Z,0.621,1,0.0
2020-07-12T15:12:00Z,0.625,1,0.0
2020-07-12T15:18:00Z,0.617,1,0.0
2020-07-12T15:24:00Z,0.627,1,0.0
2020-07-12T15:30:00Z,0.632,1,0.0
2020-07-12T15:36:00Z,0.626,1,0.0
2020-07-12T15:42:00Z,0.628,1,0.0
2020-07-12T15:48:00Z,0.628,1,0.0
2020-07-12T15:54:00Z,0.629,1,0.0
2020-07-12T16:00:00Z,0.628,1,0.0
2020-07-12T16:06:00Z,0.622,1,0.0
2020-07-12T16:12:00Z,0.617,1,0.0
2020-07-12T16:18:00Z,0.619,1,0.0
2020-07-12T16:24:00Z,0.624,1,0.0
2020-07-12T16:30:00Z,0.618,1,0.0
2020-07-12T16:36:00Z,0.613,1,0.0
2020-07-12T16:41:00Z,NaN,NaN,0.0
2020-07-12T16:42:00Z,0.612,1,0.0
2020-07-12T16:48:00Z,0.622,1,0.0
2020-07-12T16:54:00Z,0.625,1,0.0
2020-07-12T17:00:00Z,0.615,1,0.0
2020-07-12T17:06:00Z,0.619,1,0.0
2020-07-12T17:12:00Z,0.622,1,0.0
2020-07-12T17:18:00Z,0.624,1,0.0
2020-07-12T17:24:00Z,0.618,1,0.0
2020-07-12T17:30:00Z,0.622,1,0.0
2020-07-12T17:36:00Z,0.625,1,0.0
2020-07-12T17:42:00Z,0.628,1,0.0
2020-07-12T17:48:00Z,0.625,1,0.0
2020-07-12T17:54:00Z,0.631,1,0.0
2020-07-12T18:00:00Z,0.635,1,0.0
2020-07-12T18:06:00Z,0.638,1,0.0
2020-07-12T18:12:00Z,0.637,1,0.0
2020-07-12T18:18:00Z,0.639,1,0.0
2020-07-12T18:24:00Z,0.642,1,0.0
2020-07-12T18:30:00Z,0.641,1,0.0
2020-07-12T18:36:00Z,0.64,1,0.0
2020-07-12T18:42:00Z,0.643,1,0.0
2020-07-12T18:48:00Z,0.643,1,0.0
2020-07-12T18:54:00Z,0.645,1,0.0
2020-07-12T19:00:00Z,0.647,1,0.0
2020-07-12T19:06:00Z,0.645,1,0.0
2020-07-12T19:12:00Z,0.652,1,0.0
2020-07-12T19:18:00Z,0.66,1,0.0
2020-07-12T19:24:00Z,0.659,1,0.0
2020-07-12T19:30:00Z,0.654,1,0.0
2020-07-12T19:36:00Z,0.656,1,0.0
2020-07-12T19:42:00Z,0.656,1,0.0
2020-07-12T19:48:00Z,0.658,1,0.0
2020-07-12T19:54:00Z,0.662,1,0.0
2020-07-12T19:59:00Z,NaN,NaN,0.0
2020-07-12T20:00:00Z,0.663,1,0.0
2020-07-12T20:06:00Z,0.667,1,0.0
2020-07-12T20:12:00Z,0.674,1,0.0
2020-07-12T20:18:00Z,0.68,1,0.0
2020-07-12T20:24:00Z,0.679,1,0.0
2020-07-12T20:30:00Z,0.686,1,0.0
2020-07-12T20:36:00Z,0.688,1,0.0
2020-07-12T20:42:00Z,0.695,1,0.0
2020-07-12T20:48:00Z,0.698,1,0.0
2020-07-12T20:54:00Z,0.708,1,0.0
2020-07-12T21:00:00Z,0.71,1,0.0
2020-07-12T21:06:00Z,0.711,1,0.0
2020-07-12T21:12:00Z,0.717,1,0.0
2020-07-12T21:18:00Z,0.725,1,0.0
2020-07-12T21:24:00Z,0.726,1,0.0
2020-07-12T21:30:00Z,0.733,1,0.0
2020-07-12T21:36:00Z,0.739,1,0.0
2020-07-12T21:42:00Z,0.746,1,0.0
2020-07-12T21:48:00Z,0.748,1,0.0
2020-07-12T21:54:00Z,0.747,1,0.0
2020-07-12T22:00:00Z,0.757,1,0.0
2020-07-12T22:06:00Z,0.76,1,0.0
2020-07-12T22:12:00Z,0.762,1,0.0
2020-07-12T22:18:00Z,0.767,1,0.0
2020-07-12T22:24:00Z,0.765,1,0.0
2020-07-12T22:30:00Z,0.77,1,0.0
2020-07-12T22:36:00Z,0.776,1,0.0
2020-07-12T22:42:00Z,0.781,1,0.0
2020-07-12T22:48:00Z,0.784,1,0.0
2020-07-12T22:54:00Z,0.787,1,0.0
2020-07-12T23:00:00Z,0.784,1,0.0
2020-07-12T23:06:00Z,0.787,1,0.0
2020-07-12T23:12:00Z,0.785,1,0.0
2020-07-12T23:18:00Z,0.79,1,0.0
2020-07-12T23:24:00Z,0.791,1,0.0
2020-07-12T23:30:00Z,0.786,1,0.0
2020-07-12T23:36:00Z,0.788,1,0.0
2020-07-12T23:42:00Z,0.787,1,0.0
2020-07-12T23:48:00Z,0.786,1,0.0
2020-07-12T23:54:00Z,0.787,1,0.0
2020-07-13T00:00:00Z,0.782,1,0.0
2020-07-13T00:06:00Z,0.78,1,0.0
2020-07-13T00:12:00Z,0.774,1,0.0
2020-07-13T00:18:00Z,0.776,1,0.0
2020-07-13T00:24:00Z,0.773,1,0.0
2020-07-13T00:30:00Z,0.77,1,0.0
2020-07-13T00:36:00Z,0.762,1,0.0
2020-07-13T00:42:00Z,0.747,1,0.0
2020-07-13T00:48:00Z,0.74,1,0.0
2020-07-13T00:54:00Z,0.73,1,0.0
2020-07-13T01:00:00Z,0.719,1,0.0
2020-07-13T01:06:00Z,0.708,1,0.0
2020-07-13T01:12:00Z,0.7,1,0.0
2020-07-13T01:18:00Z,0.684,1,0.0
2020-07-13T01:24:00Z,0.675,1,0.0
2020-07-13T01:30:00Z,0.662,1,0.0
2020-07-13T01:36:00Z,0.656,1,0.0
2020-07-13T01:42:00Z,0.643,1,0.0
2020-07-13T01:48:00Z,0.621,1,0.0
2020-07-13T01:54:00Z,0.597,1,0.0
2020-07-13T02:00:00Z,0.589,1,0.0
2020-07-13T02:06:00Z,0.578,1,0.0
2020-07-13T02:12:00Z,0.573,1,0.0
2020-07-13T02:18:00Z,0.563,1,0.0
2020-07-13T02:24:00Z,0.544,1,0.0
2020-07-13T02:30:00Z,0.529,1,0.0
2020-07-13T02:36:00Z,0.513,1,0.0
2020-07-13T02:42:00Z,0.497,1,0.0
2020-07-13T02:48:00Z,0.485,1,0.0
2020-07-13T02:54:00Z,0.469,1,0.0
2020-07-13T03:00:00Z,0.455,1,0.0
2020-07-13T03:06:00Z,0.452,1,0.0
2020-07-13T03:12:00Z,0.433,1,0.0
2020-07-13T03:18:00Z,0.412,1,0.0
2020-07-13T03:24:00Z,0.4,1,0.0
2020-07-13T03:30:00Z,0.386,1,0.0
2020-07-13T03:36:00Z,0.377,1,0.0
2020-07-13T03:42:00Z,0.361,1,0.0
2020-07-13T03:48:00Z,0.344,1,0.0
2020-07-13T03:54:00Z,0.33,1,0.0
2020-07-13T04:00:00Z,0.312,1,0.0
2020-07-13T04:06:00Z,0.297,1,0.0
2020-07-13T04:12:00Z,0.285,1,0.0
2020-07-13T04:18:00Z,0.272,1,0.0
2020-07-13T04:24:00Z,0.254,1,0.0
2020-07-13T04:30:00Z,0.242,1,0.0
2020-07-13T04:36:00Z,0.231,1,0.0
2020-07-13T04:42:00Z,0.218,1,0.0
2020-07-13T04:48:00Z,0.204,1,0.0
2020-07-13T04:54:00Z,0.193,1,0.0
2020-07-13T05:00:00Z,0.183,1,0.0
2020-07-13T05:06:00Z,0.172,1,0.0
2020-07-13T05:12:00Z,0.156,1,0.0
2020-07-13T05:18:00Z,0.147,1,0.0
2020-07-13T05:24:00Z,0.138,1,0.0
2020-07-13T05:30:00Z,0.127,1,0.0
2020-07-13T05:36:00Z,0.116,1,0.0
2020-07-13T05:42:00Z,0.102,1,0.0
2020-07-13T05:48:00Z,0.097,1,0.0
2020-07-13T05:54:00Z,0.089,1,0.0
2020-07-13T06:00:00Z,0.081,1,0.0
2020-07-13T06:06:00Z,0.069,1,0.0
2020-07-13T06:12:00Z,0.062,1,0.0
2020-07-13T06:18:00Z,0.056,1,0.0
2020-07-13T06:24:00Z,0.048,1,0.0
2020-07-13T06:30:00Z,0.038,1,0.0
2020-07-13T06:36:00Z,0.032,1,0.0
2020-07-13T06:42:00Z,0.026,1,0.0
2020-07-13T06:48:00Z,0.019,1,0.0
2020-07-13T06:54:00Z,0.014,1,0.0
2020-07-13T07:00:00Z,0.01,1,0.0
2020-07-13T07:06:00Z,0.003,1,0.0
2020-07-13T07:12:00Z,-0.001,1,0.0
2020-07-13T07:18:00Z,-0.005,1,0.0
2020-07-13T07:24:00Z,-0.01,1,0.0
2020-07-13T07:30:00Z,-0.017,1,0.0
2020-07-13T07:36:00Z,-0.018,1,0.0
2020-07-13T07:42:00Z,-0.023,1,0.0
2020-07-13T07:44:00Z,NaN,NaN,0.0
2020-07-13T07:48:00Z,-0.023,1,0.0
2020-07-13T07:54:00Z,-0.022,1,0.0
2020-07-13T08:00:00Z,-0.031,1,0.0
2020-07-13T08:06:00Z,-0.032,1,0.0
2020-07-13T08:12:00Z,-0.031,1,0.0
2020-07-13T08:18:00Z,-0.026,1,0.0
2020-07-13T08:24:00Z,-0.028,1,0.0
2020-07-13T08:30:00Z,-0.027,1,0.0
2020-07-13T08:36:00Z,-0.025,1,0.0
2020-07-13T08:42:00Z,-0.021,1,0.0
2020-07-13T08:48:00Z,-0.016,1,0.0
2020-07-13T08:54:00Z,-0.016,1,0.0
2020-07-13T09:00:00Z,-0.014,1,0.0
2020-07-13T09:06:00Z,-0.001,1,0.0
2020-07-13T09:12:00Z,0.004,1,0.0
2020-07-13T09:18:00Z,0.011,1,0.0
2020-07-13T09:24:00Z,0.014,1,0.0
2020-07-13T09:30:00Z,0.028,1,0.0
2020-07-13T09:36:00Z,0.041,1,0.0
2020-07-13T09:42:00Z,0.055,1,0.0
2020-07-13T09:48:00Z,0.063,1,0.0
2020-07-13T09:54:00Z,0.08,1,0.0
2020-07-13T10:00:00Z,0.093,1,0.0
2020-07-13T10:06:00Z,0.113,1,0.0
2020-07-13T10:12:00Z,0.13,1,0.0
2020-07-13T10:18:00Z,0.148,1,0.0
2020-07-13T10:24:00Z,0.172,1,0.0
2020-07-13T10:30:00Z,0.192,1,0.0
2020-07-13T10:36:00Z,0.215,1,0.0
2020-07-13T10:42:00Z,0.228,1,0.0
2020-07-13T10:48:00Z,0.259,1,0.0
2020-07-13T10:54:00Z,0.289,1,0.0
2020-07-13T11:00:00Z,0.316,1,0.0
2020-07-13T11:06:00Z,0.345,1,0.0
2020-07-13T11:12:00Z,0.362,1,0.0
2020-07-13T11:18:00Z,0.386,1,0.0
2020-07-13T11:24:00Z,0.413,1,0.0
2020-07-13T11:30:00Z,0.439,1,0.0
2020-07-13T11:36:00Z,0.46,1,0.0
2020-07-13T11:42:00Z,0.479,1,0.0
2020-07-13T11:48:00Z,0.499,1,0.0
2020-07-13T11:54:00Z,0.517,1,0.0
2020-07-13T12:00:00Z,0.532,1,0.0
2020-07-13T12:06:00Z,0.551,1,0.0
2020-07-13T12:12:00Z,0.57,1,0.0
2020-07-13T12:18:00Z,0.591,1,0.0
2020-07-13T12:24:00Z,0.613,1,0.0
