"tag.ID","ymd.hms","array","lat","long","sex","species","stock","unix"
1815,2020-08-12 10:54:00,"C",63.95433,-160.85193,"F","coho","Unalakleet",1597229640
1815,2020-08-12 11:55:00,"5",63.953644,-160.863799,"F","coho","Unalakleet",1597233300
1815,2020-08-16 19:49:00,"E",64.042944,-160.888673,"F","coho","Unalakleet",1597607340
1835,2020-08-12 10:57:00,"C",63.95433,-160.85193,"M","coho","Transitory",1597229820
1835,2020-08-12 11:06:00,"5",63.953142,-160.882113,"M","coho","Transitory",1597230360
1835,2020-08-13 07:08:00,"6",63.690645,-160.876555,"M","coho","Transitory",1597302480
1835,2020-08-14 03:36:00,"7",63.547179,-161.123543,"M","coho","Transitory",1597376160
1855,2020-08-12 10:59:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597229940
1855,2020-08-12 19:11:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597259460
1855,2020-08-13 02:13:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1597284780
1870,2021-08-23 16:03:00,"C",64.03437,-160.92361,"M","coho","Unalakleet",1629734580
1870,2021-08-24 08:47:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1629794820
1875,2020-08-12 11:13:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597230780
1875,2020-08-12 11:16:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597230960
1875,2020-08-13 21:47:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597355220
1915,2020-08-12 11:13:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597230780
1915,2020-08-12 13:59:00,"5",63.953644,-160.863799,"M","coho","Unalakleet",1597240740
1915,2020-08-14 16:50:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597423800
1915,2020-08-18 23:22:00,"E",64.042944,-160.888673,"M","coho","Unalakleet",1597792920
1955,2020-08-12 11:30:00,"C",63.95433,-160.85193,"F","coho","Unalakleet",1597231800
1955,2020-08-12 11:37:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597232220
1955,2020-08-13 03:01:00,"5",63.953337,-160.876021,"F","coho","Unalakleet",1597287660
1955,2020-08-19 16:35:00,"E",64.042944,-160.888673,"F","coho","Unalakleet",1597854900
1970,2021-08-24 10:43:00,"C",63.99048,-160.89789,"F","coho","Unalakleet",1629801780
1970,2021-08-25 13:00:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1629896400
1975,2020-08-12 11:30:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597231800
1975,2020-08-12 11:46:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597232760
1975,2020-08-14 02:39:00,"5",63.953337,-160.876021,"M","coho","Unalakleet",1597372740
1975,2020-08-15 07:27:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597476420
1995,2020-08-12 11:33:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597231980
1995,2020-08-12 12:33:00,"5",63.953337,-160.876021,"M","coho","Unalakleet",1597235580
1995,2020-08-13 08:21:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597306860
2010,2021-08-24 11:02:00,"C",63.99048,-160.89789,"M","coho","Unalakleet",1629802920
2010,2021-09-05 12:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1630843200
2015,2020-08-12 11:36:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597232160
2015,2020-08-12 11:45:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597232700
2015,2020-08-13 11:52:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1597319520
2030,2021-08-24 11:15:00,"C",63.99048,-160.89789,"F","coho","Unalakleet",1629803700
2030,2021-08-24 16:23:00,"5",63.953475,-160.869926,"F","coho","Unalakleet",1629822180
2030,2021-08-24 23:59:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1629849540
2055,2020-08-12 11:52:00,"C",63.95433,-160.85193,"M","coho","Transitory",1597233120
2055,2020-08-12 11:56:00,"5",63.953142,-160.882113,"M","coho","Transitory",1597233360
2055,2020-08-13 19:48:00,"6",63.691418,-160.88228,"M","coho","Transitory",1597348080
2055,2020-08-14 12:47:00,"7",63.547179,-161.123543,"M","coho","Transitory",1597409220
2090,2021-08-24 11:22:00,"C",63.99048,-160.89789,"F","coho","Unalakleet",1629804120
2090,2021-08-24 15:47:00,"5",63.953337,-160.876021,"F","coho","Unalakleet",1629820020
2090,2021-08-25 13:22:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1629897720
2115,2020-08-12 12:02:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597233720
2115,2020-08-12 12:08:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597234080
2115,2020-08-13 00:37:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597279020
2130,2021-08-24 11:28:00,"C",63.99048,-160.89789,"M","coho","Unalakleet",1629804480
2130,2021-08-24 16:42:00,"5",63.953475,-160.869926,"M","coho","Unalakleet",1629823320
2130,2021-08-29 12:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1630238400
2135,2020-08-12 12:02:00,"C",63.95433,-160.85193,"F","coho","Unalakleet",1597233720
2135,2020-08-12 12:09:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597234140
2135,2020-08-13 12:21:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1597321260
2135,2020-08-14 10:27:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1597400820
2150,2021-08-24 11:45:00,"C",63.99048,-160.89789,"M","coho","Unalakleet",1629805500
2150,2021-08-24 17:04:00,"5",63.953475,-160.869926,"M","coho","Unalakleet",1629824640
2150,2021-08-30 17:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1630342800
2155,2020-08-12 12:03:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597233780
2155,2020-08-12 12:12:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597234320
2155,2020-08-13 07:46:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597304760
2170,2021-08-24 11:48:00,"C",63.99048,-160.89789,"M","coho","Unalakleet",1629805680
2170,2021-09-01 10:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1630490400
2175,2020-08-12 12:05:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597233900
2175,2020-08-12 12:13:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597234380
2175,2020-08-13 10:01:00,"6",63.691418,-160.88228,"M","coho","Unalakleet",1597312860
2175,2020-08-14 06:41:00,"7",63.547179,-161.123543,"M","coho","Unalakleet",1597387260
2175,2020-08-14 17:53:00,"7",63.547179,-161.123543,"M","coho","Unalakleet",1597427580
2175,2020-08-15 06:38:00,"G",63.860209,-160.697523,"M","coho","Unalakleet",1597473480
2195,2020-08-12 12:07:00,"C",63.95433,-160.85193,"F","coho","Transitory",1597234020
2195,2020-08-12 14:33:00,"5",63.953644,-160.863799,"F","coho","Transitory",1597242780
2195,2020-08-14 05:52:00,"4",64.131287,-160.957982,"F","coho","Transitory",1597384320
2195,2020-08-15 21:11:00,"3",64.371604,-161.541044,"F","coho","Transitory",1597525860
2195,2020-08-16 12:30:00,"2",64.540824,-161.380421,"F","coho","Transitory",1597581000
2195,2020-08-17 09:44:00,"1",64.732402,-161.527414,"F","coho","Transitory",1597657440
2215,2020-08-12 12:10:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597234200
2215,2020-08-12 12:16:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597234560
2215,2020-08-17 18:48:00,"E",64.042944,-160.888673,"M","coho","Unalakleet",1597690080
2235,2020-08-12 12:13:00,"C",63.95433,-160.85193,"F","coho","Unalakleet",1597234380
2235,2020-08-12 12:52:00,"5",63.953475,-160.869926,"F","coho","Unalakleet",1597236720
2235,2020-08-13 18:13:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1597342380
2290,2021-08-24 13:16:00,"C",63.91177,-160.81755,"M","coho","Unalakleet",1629810960
2290,2021-08-25 17:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1629910800
2295,2020-08-12 12:29:00,"5",63.95299,-160.888171,"M","coho","Shaktoolik",1597235340
2295,2020-08-12 12:52:00,"C",63.95433,-160.85193,"M","coho","Shaktoolik",1597236720
2295,2020-08-13 00:00:00,"5",63.953644,-160.863799,"M","coho","Shaktoolik",1597276800
2295,2020-08-13 14:32:00,"4",64.131052,-160.976405,"M","coho","Shaktoolik",1597329120
2295,2020-08-22 00:19:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1598055540
2315,2020-08-12 12:28:00,"C",63.95433,-160.85193,"F","coho","Unalakleet",1597235280
2315,2020-08-12 12:31:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597235460
2315,2020-08-14 12:00:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597406400
2330,2021-08-24 13:46:00,"C",63.91177,-160.81755,"M","coho","Unalakleet",1629812760
2330,2021-08-25 11:09:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1629889740
2335,2020-08-12 12:30:00,"C",63.95433,-160.85193,"F","coho","Unalakleet",1597235400
2335,2020-08-12 13:23:00,"5",63.953337,-160.876021,"F","coho","Unalakleet",1597238580
2335,2020-08-14 05:27:00,"5",63.953644,-160.863799,"F","coho","Unalakleet",1597382820
2335,2020-08-15 06:15:00,"5",63.953841,-160.857668,"F","coho","Unalakleet",1597472100
2335,2020-08-16 13:37:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1597585020
2335,2020-08-17 07:23:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597648980
2335,2020-08-21 19:34:00,"E",64.042944,-160.888673,"F","coho","Unalakleet",1598038440
2350,2021-08-24 12:42:00,"C",63.91177,-160.81755,"M","coho","Unalakleet",1629808920
2350,2021-09-03 12:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1630670400
2355,2020-08-12 12:42:00,"C",63.95433,-160.85193,"F","coho","Unalakleet",1597236120
2355,2020-08-12 12:50:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1597236600
2355,2020-08-17 16:10:00,"4",64.131052,-160.976405,"F","coho","Unalakleet",1597680600
2355,2020-08-18 00:02:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597708920
2355,2020-08-18 12:17:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597753020
2375,2020-08-12 12:48:00,"C",63.95433,-160.85193,"F","coho","Unalakleet",1597236480
2375,2020-08-12 12:52:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597236720
2375,2020-08-13 15:44:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597333440
2395,2020-08-12 12:50:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597236600
2395,2020-08-12 13:17:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597238220
2395,2020-08-14 03:55:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1597377300
2415,2020-08-17 13:43:00,"C",63.95427,-160.8533,"M","coho","Shaktoolik",1597671780
2415,2020-08-17 13:48:00,"5",63.953142,-160.882113,"M","coho","Shaktoolik",1597672080
2415,2020-08-24 17:03:00,"4",64.131239,-160.964123,"M","coho","Shaktoolik",1598288580
2415,2020-08-30 06:58:00,"S",64.366297,-161.093039,"M","coho","Shaktoolik",1598770680
2455,2020-08-17 14:06:00,"C",63.95427,-160.8533,"M","coho","Transitory",1597673160
2455,2020-08-17 14:07:00,"5",63.95299,-160.888171,"M","coho","Transitory",1597673220
2455,2020-08-18 18:52:00,"6",63.691418,-160.88228,"M","coho","Transitory",1597776720
2455,2020-08-19 02:33:00,"7",63.548007,-161.129208,"M","coho","Transitory",1597804380
2475,2020-08-17 14:06:00,"C",63.95427,-160.8533,"M","coho","Unalakleet",1597673160
2475,2020-08-17 15:31:00,"5",63.953475,-160.869926,"M","coho","Unalakleet",1597678260
2475,2020-08-18 05:08:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597727280
2475,2020-08-18 12:00:00,"E",64.039991,-160.900489,"M","coho","Unalakleet",1597752000
2495,2020-08-17 14:09:00,"C",63.95427,-160.8533,"F","coho","Unalakleet",1597673340
2495,2020-08-17 14:10:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597673400
2495,2020-08-19 07:05:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597820700
2515,2020-08-17 14:11:00,"C",63.95427,-160.8533,"F","coho","Unalakleet",1597673460
2515,2020-08-17 14:24:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597674240
2515,2020-08-18 20:50:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597783800
2535,2020-08-17 14:13:00,"C",63.95427,-160.8533,"M","coho","Transitory",1597673580
2535,2020-08-17 14:20:00,"5",63.953142,-160.882113,"M","coho","Transitory",1597674000
2535,2020-08-18 14:27:00,"6",63.691418,-160.88228,"M","coho","Transitory",1597760820
2535,2020-08-19 08:03:00,"7",63.547179,-161.123543,"M","coho","Transitory",1597824180
2555,2020-08-17 14:15:00,"C",63.95427,-160.8533,"F","coho","Unalakleet",1597673700
2555,2020-08-17 14:17:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597673820
2555,2020-08-19 16:33:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1597854780
2575,2020-08-17 14:25:00,"C",63.95427,-160.8533,"F","coho","Unalakleet",1597674300
2575,2020-08-17 14:30:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597674600
2575,2020-08-18 09:14:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1597742040
2615,2020-08-17 14:28:00,"C",63.95427,-160.8533,"F","coho","Unalakleet",1597674480
2615,2020-08-17 15:25:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1597677900
2615,2020-08-19 10:01:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1597831260
2715,2020-08-17 15:03:00,"C",63.95427,-160.8533,"M","coho","Unalakleet",1597676580
2715,2020-08-17 15:05:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597676700
2715,2020-08-18 13:04:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597755840
2735,2020-08-17 15:04:00,"C",63.95427,-160.8533,"M","coho","Unalakleet",1597676640
2735,2020-08-17 15:05:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597676700
2735,2020-08-18 09:41:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597743660
2775,2020-08-17 15:19:00,"C",63.95427,-160.8533,"M","coho","Unalakleet",1597677540
2775,2020-08-17 15:24:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597677840
2775,2020-08-27 21:31:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1598563860
2795,2020-08-17 15:32:00,"C",63.95427,-160.8533,"F","coho","Unalakleet",1597678320
2795,2020-08-17 15:54:00,"5",63.953337,-160.876021,"F","coho","Unalakleet",1597679640
2795,2020-08-18 08:24:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597739040
2815,2020-08-17 15:34:00,"C",63.95427,-160.8533,"F","coho","Unalakleet",1597678440
2815,2020-08-17 15:35:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597678500
2815,2020-08-18 06:44:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597733040
2835,2020-08-18 11:15:00,"C",63.95477,-160.85222,"M","coho","Transitory",1597749300
2835,2020-08-18 11:19:00,"5",63.95299,-160.888171,"M","coho","Transitory",1597749540
2835,2020-08-19 16:36:00,"6",63.690645,-160.876555,"M","coho","Transitory",1597854960
2835,2020-08-20 00:51:00,"7",63.547179,-161.123543,"M","coho","Transitory",1597884660
2855,2020-08-18 11:15:00,"C",63.95477,-160.85222,"F","coho","Unalakleet",1597749300
2855,2020-08-18 14:00:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597759200
2855,2020-08-19 15:24:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597850640
2895,2020-08-18 11:25:00,"C",63.95477,-160.85222,"M","coho","Transitory",1597749900
2895,2020-08-18 11:28:00,"5",63.95299,-160.888171,"M","coho","Transitory",1597750080
2895,2020-08-19 14:54:00,"6",63.691418,-160.88228,"M","coho","Transitory",1597848840
2895,2020-08-19 21:37:00,"7",63.547179,-161.123543,"M","coho","Transitory",1597873020
2915,2020-08-18 11:25:00,"C",63.95477,-160.85222,"M","coho","Unalakleet",1597749900
2915,2020-08-18 11:54:00,"5",63.953644,-160.863799,"M","coho","Unalakleet",1597751640
2915,2020-08-20 07:19:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597907940
2915,2020-08-20 12:27:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1597926420
2915,2020-08-21 01:17:00,"3",64.364748,-161.551676,"M","coho","Unalakleet",1597972620
2915,2020-08-23 12:41:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1598186460
2915,2020-08-23 20:28:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1598214480
2915,2020-08-24 12:58:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598273880
2935,2020-08-18 11:27:00,"C",63.95477,-160.85222,"M","coho","Unalakleet",1597750020
2935,2020-08-18 11:44:00,"5",63.953475,-160.869926,"M","coho","Unalakleet",1597751040
2935,2020-08-18 22:54:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597791240
2955,2020-08-18 11:35:00,"C",63.95477,-160.85222,"F","coho","Unalakleet",1597750500
2955,2020-08-18 11:45:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1597751100
2955,2020-08-18 22:47:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1597790820
2955,2020-08-19 14:55:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1597848900
2975,2020-08-18 11:35:00,"C",63.95477,-160.85222,"M","coho","Unalakleet",1597750500
2975,2020-08-18 13:11:00,"5",63.953475,-160.869926,"M","coho","Unalakleet",1597756260
2975,2020-08-22 14:52:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1598107920
2975,2020-08-22 20:46:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598129160
2995,2020-08-18 11:35:00,"C",63.95477,-160.85222,"F","coho","Unalakleet",1597750500
2995,2020-08-18 11:37:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597750620
2995,2020-08-21 20:47:00,"E",64.042944,-160.888673,"F","coho","Unalakleet",1598042820
3075,2020-08-18 12:01:00,"C",63.95477,-160.85222,"F","coho","Unalakleet",1597752060
3075,2020-08-18 12:31:00,"5",63.953337,-160.876021,"F","coho","Unalakleet",1597753860
3075,2020-08-19 21:00:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597870800
3115,2020-08-18 12:02:00,"C",63.95477,-160.85222,"M","coho","Unalakleet",1597752120
3115,2020-08-18 12:06:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597752360
3115,2020-08-19 06:48:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597819680
3115,2020-08-22 21:44:00,"E",64.042944,-160.888673,"M","coho","Unalakleet",1598132640
3175,2020-08-18 12:16:00,"C",63.95477,-160.85222,"M","coho","Unalakleet",1597752960
3175,2020-08-18 12:20:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597753200
3175,2020-08-19 18:21:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597861260
3215,2020-08-24 11:01:00,"C",63.95417,-160.85283,"M","coho","Unalakleet",1598266860
3215,2020-08-24 20:04:00,"5",63.953644,-160.863799,"M","coho","Unalakleet",1598299440
3215,2020-08-25 11:19:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1598354340
3215,2020-08-25 21:12:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1598389920
3335,2020-08-24 12:23:00,"C",63.95417,-160.85283,"M","coho","Unalakleet",1598271780
3335,2020-08-24 12:28:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1598272080
3335,2020-08-24 22:51:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598309460
3375,2020-08-24 13:16:00,"C",63.95417,-160.85283,"M","coho","Transitory",1598274960
3375,2020-08-24 13:24:00,"5",63.95299,-160.888171,"M","coho","Transitory",1598275440
3375,2020-08-25 09:36:00,"5",63.953142,-160.882113,"M","coho","Transitory",1598348160
3375,2020-08-25 21:47:00,"6",63.691418,-160.88228,"M","coho","Transitory",1598392020
3375,2020-08-26 05:33:00,"5",63.953142,-160.882113,"M","coho","Transitory",1598419980
3375,2020-08-27 09:30:00,"4",64.131287,-160.957982,"M","coho","Transitory",1598520600
3375,2020-08-28 08:05:00,"6",63.691418,-160.88228,"M","coho","Transitory",1598601900
3375,2020-08-28 12:37:00,"7",63.551293,-161.151899,"M","coho","Transitory",1598618220
3395,2020-08-24 13:31:00,"C",63.95417,-160.85283,"F","coho","Unalakleet",1598275860
3395,2020-08-24 13:38:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1598276280
3395,2020-08-24 22:15:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1598307300
3475,2020-08-24 14:42:00,"C",63.95417,-160.85283,"M","coho","Unalakleet",1598280120
3475,2020-08-24 14:44:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598280240
3475,2020-08-25 19:30:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598383800
3495,2020-08-24 14:45:00,"C",63.95417,-160.85283,"M","coho","Unalakleet",1598280300
3495,2020-08-24 14:48:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598280480
3495,2020-08-25 12:05:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598357100
3515,2020-08-24 15:11:00,"C",63.95417,-160.85283,"M","coho","Unalakleet",1598281860
3515,2020-08-24 16:29:00,"5",63.953841,-160.857668,"M","coho","Unalakleet",1598286540
3515,2020-08-25 10:39:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1598351940
3515,2020-08-25 18:56:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598381760
3535,2020-08-25 13:58:00,"C",63.95455,-160.85202,"F","coho","Unalakleet",1598363880
3535,2020-08-25 14:02:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1598364120
3535,2020-08-26 10:30:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1598437800
3595,2020-08-25 14:10:00,"C",63.95455,-160.85202,"M","coho","Unalakleet",1598364600
3595,2020-08-25 14:13:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598364780
3595,2020-08-25 22:59:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598396340
3615,2020-08-25 14:15:00,"C",63.95455,-160.85202,"M","coho","Unalakleet",1598364900
3615,2020-08-25 14:25:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598365500
3615,2020-08-26 22:05:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598479500
3655,2020-08-25 14:46:00,"C",63.95455,-160.85202,"M","coho","Unalakleet",1598366760
3655,2020-08-25 15:03:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598367780
3655,2020-08-26 11:18:00,"5",63.953644,-160.863799,"M","coho","Unalakleet",1598440680
3655,2020-08-26 21:05:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598475900
3695,2020-08-25 15:03:00,"C",63.95455,-160.85202,"F","coho","Unalakleet",1598367780
3695,2020-08-25 17:32:00,"5",63.953644,-160.863799,"F","coho","Unalakleet",1598376720
3695,2020-08-26 07:03:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1598425380
3695,2020-08-26 16:19:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1598458740
3715,2020-08-25 15:41:00,"C",63.95455,-160.85202,"M","coho","Unalakleet",1598370060
3715,2020-08-25 15:43:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598370180
3715,2020-09-03 22:51:00,"E",64.042944,-160.888673,"M","coho","Unalakleet",1599173460
3795,2020-08-25 15:58:00,"C",63.95455,-160.85202,"F","coho","Unalakleet",1598371080
3795,2020-08-25 17:23:00,"5",63.953337,-160.876021,"F","coho","Unalakleet",1598376180
3795,2020-08-27 09:13:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1598519580
3855,2020-08-25 15:22:00,"C",63.95455,-160.85202,"M","coho","Unalakleet",1598368920
3855,2020-08-25 16:34:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1598373240
3855,2020-08-26 14:55:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598453700
3895,2020-08-25 16:37:00,"C",63.95455,-160.85202,"M","coho","Unalakleet",1598373420
3895,2020-08-25 16:39:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598373540
3895,2020-08-26 11:40:00,"5",63.953841,-160.857668,"M","coho","Unalakleet",1598442000
3895,2020-08-27 09:11:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598519460
3915,2020-08-25 15:16:00,"C",63.95455,-160.85202,"F","coho","Unalakleet",1598368560
3915,2020-08-25 16:25:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1598372700
3915,2020-08-26 18:02:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1598464920
3935,2020-08-25 16:37:00,"C",63.95455,-160.85202,"M","coho","Unalakleet",1598373420
3935,2020-08-25 16:42:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1598373720
3935,2020-08-26 10:43:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598438580
3975,2020-08-25 16:39:00,"C",63.95455,-160.85202,"M","coho","Unalakleet",1598373540
3975,2020-08-25 16:41:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598373660
3975,2020-08-26 14:33:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598452380
3975,2020-08-26 22:29:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598480940
3995,2020-08-25 16:41:00,"C",63.95455,-160.85202,"M","coho","Transitory",1598373660
3995,2020-08-25 16:43:00,"5",63.95299,-160.888171,"M","coho","Transitory",1598373780
3995,2020-08-26 12:15:00,"6",63.691418,-160.88228,"M","coho","Transitory",1598444100
3995,2020-08-26 17:55:00,"7",63.550473,-161.146236,"M","coho","Transitory",1598464500
4015,2020-07-31 10:30:00,"C",64.30035,-161.10313,"M","coho","Unalakleet",1596191400
4015,2020-08-01 15:58:00,"4",64.130854,-160.98861,"M","coho","Unalakleet",1596297480
4015,2020-08-02 21:55:00,"4",64.130854,-160.98861,"M","coho","Unalakleet",1596405300
4015,2020-08-03 13:42:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1596462120
4015,2020-08-05 19:03:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1596654180
4035,2020-07-31 10:30:00,"C",64.30035,-161.10313,"M","coho","Unalakleet",1596191400
4035,2020-08-03 05:00:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1596430800
4035,2020-08-03 16:37:00,"5",63.953644,-160.863799,"M","coho","Unalakleet",1596472620
4035,2020-08-04 07:09:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1596524940
4055,2020-07-31 11:20:00,"C",64.30035,-161.10313,"M","coho","Shaktoolik",1596194400
4055,2020-08-02 03:18:00,"T",64.320926,-161.107788,"M","coho","Shaktoolik",1596338280
4075,2020-07-31 13:05:00,"C",64.27227,-161.04572,"M","coho","Shaktoolik",1596200700
4075,2020-08-05 02:17:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1596593820
4155,2020-08-01 12:30:00,"C",64.27188,-161.04538,"F","coho","Unalakleet",1596285000
4155,2020-08-02 15:52:00,"4",64.130854,-160.98861,"F","coho","Unalakleet",1596383520
4155,2020-08-05 16:14:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1596644040
