"tag.ID","ymd.hms","array","lat","long","sex","species","stock","unix"
1255,2020-08-07 14:41:00,"C",64.0169,-160.91451,"F","coho","Unalakleet",1596811260
1255,2020-08-08 04:57:00,"4",64.131144,-160.970255,"F","coho","Unalakleet",1596862620
1255,2020-08-10 18:07:00,"4",64.131052,-160.976405,"F","coho","Unalakleet",1597082820
1255,2020-08-11 21:07:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597180020
1275,2020-08-07 15:07:00,"C",64.0169,-160.91451,"M","coho","Unalakleet",1596812820
1275,2020-08-08 17:16:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1596906960
1275,2020-08-09 18:39:00,"6",63.690645,-160.876555,"M","coho","Unalakleet",1596998340
1275,2020-08-10 08:14:00,"7",63.547179,-161.123543,"M","coho","Unalakleet",1597047240
1275,2020-08-15 10:51:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1597488660
1310,2021-08-23 12:25:00,"C",64.03472,-160.92481,"M","coho","Unalakleet",1629721500
1310,2021-08-23 18:13:00,"5",63.953337,-160.876021,"M","coho","Unalakleet",1629742380
1310,2021-08-24 10:42:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1629801720
1315,2020-08-07 15:14:00,"C",64.0169,-160.91451,"M","coho","Unalakleet",1596813240
1315,2020-08-07 22:44:00,"5",63.953841,-160.857668,"M","coho","Unalakleet",1596840240
1315,2020-08-08 16:07:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1596902820
1315,2020-08-09 19:55:00,"4",64.131144,-160.970255,"M","coho","Unalakleet",1597002900
1315,2020-08-10 14:39:00,"5",63.953337,-160.876021,"M","coho","Unalakleet",1597070340
1315,2020-08-10 22:49:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597099740
1335,2020-08-07 15:18:00,"C",64.0169,-160.91451,"M","coho","Shaktoolik",1596813480
1335,2020-08-16 06:51:00,"S",64.366297,-161.093039,"M","coho","Shaktoolik",1597560660
1350,2021-08-23 12:45:00,"C",64.03472,-160.92481,"M","coho","Unalakleet",1629722700
1350,2021-08-23 23:06:00,"5",63.953841,-160.857668,"M","coho","Unalakleet",1629759960
1350,2021-08-24 21:28:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1629840480
1370,2021-08-23 12:53:00,"C",64.03472,-160.92481,"M","coho","Unalakleet",1629723180
1370,2021-08-23 17:23:00,"5",63.953841,-160.857668,"M","coho","Unalakleet",1629739380
1370,2021-08-24 12:16:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1629807360
1390,2021-08-23 13:18:00,"C",64.03472,-160.92481,"F","coho","Unalakleet",1629724680
1390,2021-08-23 21:35:00,"5",63.953841,-160.857668,"F","coho","Unalakleet",1629754500
1390,2021-08-24 12:08:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1629806880
1430,2021-08-23 13:26:00,"C",64.03472,-160.92481,"M","coho","Transitory",1629725160
1430,2021-08-23 17:41:00,"5",63.953841,-160.857668,"M","coho","Transitory",1629740460
1430,2021-08-24 13:30:00,"5",63.953475,-160.869926,"M","coho","Transitory",1629811800
1430,2021-08-24 21:38:00,"4",64.131144,-160.970255,"M","coho","Transitory",1629841080
1430,2021-08-25 19:42:00,"3",64.367045,-161.548138,"M","coho","Transitory",1629920520
1435,2020-08-07 16:08:00,"C",64.0169,-160.91451,"M","coho","Transitory",1596816480
1435,2020-08-07 19:48:00,"5",63.95299,-160.888171,"M","coho","Transitory",1596829680
1435,2020-08-08 15:08:00,"6",63.692845,-160.893966,"M","coho","Transitory",1596899280
1435,2020-08-09 11:23:00,"7",63.547179,-161.123543,"M","coho","Transitory",1596972180
1450,2021-08-23 13:37:00,"C",64.03472,-160.92481,"F","coho","Unalakleet",1629725820
1450,2021-08-23 23:55:00,"5",63.953841,-160.857668,"F","coho","Unalakleet",1629762900
1450,2021-08-24 21:03:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1629838980
1455,2020-08-10 11:51:00,"C",64.01728,-160.91138,"F","coho","Unalakleet",1597060260
1455,2020-08-13 00:11:00,"5",63.953644,-160.863799,"F","coho","Unalakleet",1597277460
1455,2020-08-13 13:11:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1597324260
1470,2021-08-23 13:53:00,"C",64.03472,-160.92481,"F","coho","Unalakleet",1629726780
1470,2021-08-24 16:33:00,"5",63.953475,-160.869926,"F","coho","Unalakleet",1629822780
1470,2021-08-25 11:02:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1629889320
1495,2020-08-10 12:10:00,"C",64.01728,-160.91138,"F","coho","Unalakleet",1597061400
1495,2020-08-10 21:32:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597095120
1495,2020-08-12 22:47:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597272420
1510,2021-08-23 14:07:00,"C",64.03472,-160.92481,"F","coho","Unalakleet",1629727620
1510,2021-08-23 23:58:00,"5",63.953841,-160.857668,"F","coho","Unalakleet",1629763080
1510,2021-08-24 12:55:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1629809700
1515,2020-08-10 13:08:00,"C",64.01728,-160.91138,"F","coho","Unalakleet",1597064880
1515,2020-08-11 01:21:00,"5",63.953337,-160.876021,"F","coho","Unalakleet",1597108860
1515,2020-08-11 11:06:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597143960
1535,2020-08-10 13:22:00,"C",64.02448,-160.91692,"F","coho","Unalakleet",1597065720
1535,2020-08-11 07:01:00,"5",63.953644,-160.863799,"F","coho","Unalakleet",1597129260
1535,2020-08-11 15:06:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597158360
1575,2020-08-10 13:43:00,"C",64.02448,-160.91692,"M","coho","Unalakleet",1597066980
1575,2020-08-16 18:21:00,"E",64.042944,-160.888673,"M","coho","Unalakleet",1597602060
1615,2020-08-10 14:07:00,"C",64.02448,-160.91692,"M","coho","Unalakleet",1597068420
1615,2020-08-11 11:59:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597147140
1615,2020-08-11 19:56:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1597175760
1630,2021-08-23 15:18:00,"C",64.03437,-160.92361,"M","coho","Unalakleet",1629731880
1630,2021-08-24 01:43:00,"5",63.953841,-160.857668,"M","coho","Unalakleet",1629769380
1630,2021-08-24 22:49:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1629845340
1655,2020-08-10 14:10:00,"C",64.02448,-160.91692,"M","coho","Transitory",1597068600
1655,2020-08-13 09:57:00,"4",64.131052,-160.976405,"M","coho","Transitory",1597312620
1655,2020-08-14 03:45:00,"3",64.376093,-161.533817,"M","coho","Transitory",1597376700
1675,2020-08-11 13:28:00,"C",64.01708,-160.91208,"M","coho","Shaktoolik",1597152480
1675,2020-08-12 05:12:00,"4",64.131239,-160.964123,"M","coho","Shaktoolik",1597209120
1675,2020-08-15 06:45:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1597473900
1730,2021-08-23 15:18:00,"C",64.03437,-160.92361,"M","coho","Unalakleet",1629731880
1730,2021-08-24 01:15:00,"5",63.953841,-160.857668,"M","coho","Unalakleet",1629767700
1730,2021-08-24 22:13:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1629843180
1735,2020-08-12 10:32:00,"C",63.95433,-160.85193,"F","coho","Unalakleet",1597228320
1735,2020-08-12 10:37:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597228620
1735,2020-08-13 17:38:00,"5",63.953644,-160.863799,"F","coho","Unalakleet",1597340280
1735,2020-08-14 18:57:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1597431420
1755,2020-08-12 10:53:00,"C",63.95433,-160.85193,"F","coho","Unalakleet",1597229580
1755,2020-08-12 10:59:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597229940
1755,2020-08-15 06:46:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1597473960
1770,2021-08-23 15:19:00,"C",64.03437,-160.92361,"M","coho","Unalakleet",1629731940
1770,2021-08-24 01:34:00,"5",63.953841,-160.857668,"M","coho","Unalakleet",1629768840
1770,2021-08-24 16:04:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1629821040
1775,2020-08-12 10:53:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597229580
1775,2020-08-12 10:58:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597229880
1775,2020-08-18 10:19:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597745940
1795,2020-08-12 10:53:00,"C",63.95433,-160.85193,"M","coho","Unalakleet",1597229580
1795,2020-08-12 10:56:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597229760
1795,2020-08-13 11:20:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597317600
