tag.ID,power,array,rec,ymd.hms,unix
3775,1524,5,1,8/28/2020 10:50,1598640618
3775,1257,5,6,8/29/2020 22:16,1598768161
3795,1568,5,4,8/25/2020 17:23,1598404987
3795,1523,U,2,8/27/2020 9:13,1598548395
3815,519,5,6,8/25/2020 16:19,1598401178
3835,1521,5,5,8/25/2020 16:26,1598401564
3855,1537,5,5,8/25/2020 16:34,1598402089
3855,1549,U,2,8/26/2020 14:55,1598482551
3875,1486,5,6,8/25/2020 16:26,1598401593
3875,194,5,6,8/26/2020 8:18,1598458699
3895,1549,5,6,8/25/2020 16:39,1598402374
3895,46,5,1,8/26/2020 11:40,1598470822
3895,1529,U,2,8/27/2020 9:11,1598548295
3915,1546,5,6,8/25/2020 16:25,1598401553
3915,1541,U,2,8/26/2020 18:02,1598493720
3935,404,5,5,8/25/2020 16:42,1598402539
3935,1543,U,2,8/26/2020 10:43,1598467396
3955,1202,5,5,8/25/2020 16:46,1598402772
3975,1639,5,6,8/25/2020 16:41,1598402509
3975,628,5,6,8/26/2020 14:33,1598481187
3975,1554,U,2,8/26/2020 22:29,1598509786
3995,1518,5,6,8/25/2020 16:43,1598402611
3995,354,6,2,8/26/2020 12:15,1598472917
3995,1556,7,5,8/26/2020 17:55,1598493348
4015,801,4,6,8/1/2020 15:58,1596326306
4015,56,4,6,8/2/2020 21:55,1596434142
4015,92,5,5,8/3/2020 13:42,1596490921
4015,1515,U,2,8/5/2020 19:03,1596682985
4035,148,4,1,8/3/2020 5:00,1596459648
4035,1533,5,2,8/3/2020 16:37,1596501440
4035,1563,U,2,8/4/2020 7:09,1596553759
4055,1539,T,2,8/2/2020 3:18,1596367122
4075,1545,S,1,8/5/2020 2:17,1596622678
4110,81,4,3,8/3/2021 10:57,1628017077
4110,1459,5,1,8/3/2021 18:27,1628044051
4115,1555,4,1,8/1/2020 16:08,1596326912
4115,1410,5,4,8/1/2020 22:18,1596349116
4130,88,4,3,8/3/2021 9:01,1628010090
4130,262,5,1,8/3/2021 15:24,1628033088
4135,1524,E,2,8/10/2020 18:58,1597114712
4135,1545,E,1,8/11/2020 19:35,1597203337
4135,115,5,5,8/12/2020 17:05,1597280747
4135,1558,U,1,8/13/2020 14:22,1597357353
4150,111,4,3,8/3/2021 18:38,1628044706
4155,1505,4,6,8/2/2020 15:52,1596412328
4155,103,5,5,8/5/2020 16:14,1596672847
4155,1539,U,2,8/6/2020 9:14,1596734093
4175,568,4,6,8/11/2020 18:14,1597198463
4175,77,5,2,8/15/2020 10:32,1597516347
4175,74,6,5,8/16/2020 23:19,1597648748
4175,871,7,3,8/17/2020 14:43,1597704212
4190,131,4,3,8/3/2021 22:01,1628056895
4190,1533,T,2,8/5/2021 14:32,1628202768
4195,1380,4,3,8/9/2020 0:57,1596963455
4195,1521,5,6,8/13/2020 16:36,1597365363
4215,1531,S,1,8/11/2020 10:39,1597171150
4235,949,3,1,8/8/2020 9:00,1596906046
4235,545,2,1,8/9/2020 8:10,1596989419
4235,211,3,6,8/9/2020 17:18,1597022319
4235,1426,4,1,8/10/2020 11:56,1597089375
4235,77,5,2,8/10/2020 18:38,1597113491
4235,153,6,2,8/11/2020 8:06,1597161996
4235,840,7,1,8/11/2020 16:23,1597191786
4250,94,4,3,8/4/2021 3:46,1628077614
4250,650,5,1,8/4/2021 14:56,1628117792
4250,1528,U,1,8/5/2021 9:52,1628185949
4255,147,6,2,8/7/2020 17:31,1596850272
4255,1541,7,2,8/8/2020 8:16,1596903419
4255,1585,U,1,8/12/2020 18:09,1597284567
4270,55,5,3,8/5/2021 22:48,1628232520
4270,1267,U,1,8/6/2021 15:33,1628292784
4275,1551,5,5,8/7/2020 10:33,1596825222
4275,1549,U,2,8/7/2020 23:28,1596871725
4290,203,4,3,8/3/2021 16:48,1628038127
4295,631,4,5,8/8/2020 3:19,1596885582
4295,1406,5,6,8/8/2020 14:18,1596925133
4295,1538,U,1,8/8/2020 20:38,1596947889
4315,1190,4,1,8/7/2020 19:55,1596858901
4315,1555,U,1,8/8/2020 12:44,1596919469
4330,1549,4,3,8/4/2021 6:57,1628089025
4330,86,4,3,8/18/2021 11:44,1629315898
4330,1503,S,2,8/19/2021 16:45,1629420357
4335,1385,3,6,8/7/2020 19:27,1596857271
4335,1494,4,3,8/9/2020 7:06,1596985571
4335,1565,5,2,8/9/2020 17:37,1597023465
4335,1548,U,2,8/10/2020 6:09,1597068574
4350,43,4,6,8/4/2021 7:09,1628089793
4350,1541,S,1,8/5/2021 14:04,1628201053
4350,1501,S,2,8/16/2021 19:03,1629169404
4350,1499,3,2,8/17/2021 21:02,1629262925
4350,154,3,2,8/18/2021 6:33,1629297197
4355,122,3,1,8/8/2020 8:48,1596905319
4355,833,4,4,8/9/2020 18:42,1597027362
4355,462,6,2,8/10/2020 14:13,1597097631
4355,201,7,1,8/10/2020 21:59,1597125578
4370,88,4,3,8/4/2021 7:17,1628090271
4375,1531,4,4,8/9/2020 18:39,1597027153
4375,628,5,6,8/10/2020 7:37,1597073845
4375,1551,U,2,8/10/2020 23:35,1597131334
4395,1207,4,2,8/8/2020 9:14,1596906866
4395,100,5,5,8/8/2020 22:39,1596955184
4415,1418,4,1,8/10/2020 2:01,1597053675
4415,1547,E,1,8/16/2020 6:34,1597588490
4435,878,4,6,8/9/2020 7:50,1596988207
4435,1128,5,6,8/12/2020 11:03,1597258988
4435,1532,U,2,8/12/2020 20:01,1597291306
4450,109,4,3,8/8/2021 17:21,1628472089
4455,1462,4,1,8/8/2020 16:31,1596933060
4470,21,4,2,8/10/2021 18:09,1628647788
4470,63,5,1,8/11/2021 4:21,1628684506
4470,1488,U,1,8/11/2021 20:54,1628744068
4475,795,4,3,8/9/2020 16:27,1597019258
4475,660,5,6,8/9/2020 21:50,1597038638
4475,1561,U,2,8/10/2020 11:11,1597086698
4490,78,4,3,8/9/2021 15:04,1628550294
4495,650,4,3,8/7/2020 23:13,1596870836
4495,1547,E,1,8/11/2020 0:44,1597135458
4510,1527,S,1,8/10/2021 16:25,1628641528
4515,1248,4,1,8/10/2020 17:05,1597107956
4515,1142,5,6,8/10/2020 23:35,1597131346
4515,1433,U,1,8/11/2020 14:49,1597186197
4530,1545,T,1,8/10/2021 13:34,1628631286
4535,1340,4,1,8/12/2020 11:07,1597259235
4535,300,5,6,8/12/2020 21:14,1597295686
4535,622,5,6,8/13/2020 9:16,1597338961
4535,1628,U,1,8/15/2020 8:29,1597508966
4550,681,4,2,8/10/2021 19:14,1628651681
4550,534,5,2,8/11/2021 6:32,1628692338
4550,1295,U,1,8/12/2021 22:47,1628837231
4555,1540,S,1,8/14/2020 6:54,1597416860
4555,1550,S,1,8/25/2020 1:29,1598347758
4555,1554,4,1,8/25/2020 17:35,1598405750
4555,1487,5,6,8/26/2020 12:31,1598473889
4555,1523,U,2,8/26/2020 20:17,1598501858
4570,170,3,2,8/10/2021 23:44,1628667865
4570,80,4,3,8/12/2021 22:08,1628834899
4570,350,5,4,8/14/2021 7:48,1628956120
4570,64,5,1,8/14/2021 20:09,1629000561
4575,1455,4,2,8/12/2020 12:43,1597264992
4575,1499,5,6,8/12/2020 18:33,1597286016
4575,1301,5,5,8/13/2020 8:35,1597336525
4575,1549,U,2,8/13/2020 22:46,1597387600
4590,431,S,1,8/16/2021 10:36,1629138961
4595,1067,4,2,8/13/2020 5:23,1597324989
4595,790,U,1,8/14/2020 14:26,1597444002
4610,1553,S,1,8/15/2021 15:24,1629069855
4615,260,4,1,8/10/2020 12:23,1597091005
4615,90,5,5,8/12/2020 8:43,1597250633
4615,1556,U,2,8/13/2020 6:51,1597330302
4630,61,1,5,8/12/2021 15:54,1628812447
4635,84,4,1,8/10/2020 12:39,1597091961
4635,53,4,6,8/11/2020 8:11,1597162297
4635,1539,S,2,8/12/2020 15:37,1597275442
4650,1534,S,1,8/15/2021 19:13,1629083587
4655,182,4,1,8/10/2020 14:06,1597097173
4655,56,4,6,8/11/2020 22:01,1597212100
4655,1376,4,6,8/12/2020 23:14,1597302890
4655,146,5,6,8/13/2020 6:30,1597329026
4655,1549,U,2,8/13/2020 13:58,1597355919
4670,46,3,5,8/11/2021 10:21,1628706109
4670,124,4,3,8/14/2021 2:19,1628936371
4675,1583,4,1,8/10/2020 12:48,1597092510
4675,1547,4,1,8/13/2020 20:01,1597377696
4675,1555,E,1,8/17/2020 22:01,1597730478
4690,527,3,2,8/12/2021 0:20,1628756444
4690,356,3,2,8/12/2021 9:45,1628790359
4690,1503,2,1,8/14/2021 4:23,1628943810
4695,361,4,1,8/10/2020 23:19,1597130399
4710,77,4,3,8/12/2021 13:06,1628802381
4710,1519,U,1,8/15/2021 8:44,1629045867
4715,60,4,4,8/11/2020 3:54,1597146855
4715,50,4,6,8/11/2020 15:48,1597189716
4715,1574,5,5,8/12/2020 10:40,1597257615
4735,1403,4,1,8/12/2020 9:52,1597254742
4735,1543,E,1,8/12/2020 23:07,1597302455
4750,528,3,2,8/11/2021 9:09,1628701775
4750,48,3,5,8/13/2021 22:57,1628924255
4750,902,S,1,8/15/2021 23:07,1629097640
4755,978,4,1,8/11/2020 16:21,1597191712
4755,1246,5,6,8/11/2020 23:14,1597216453
4755,1462,U,2,8/12/2020 10:11,1597255861
4770,87,4,3,8/19/2021 17:17,1629422259
4775,1081,4,3,8/12/2020 11:20,1597260052
4775,1545,E,1,8/12/2020 22:40,1597300823
4795,1481,4,2,8/10/2020 20:07,1597118875
4795,962,5,6,8/11/2020 8:12,1597162355
4795,1555,U,2,8/11/2020 20:36,1597207000
4810,1447,S,1,8/21/2021 8:15,1629562541
4815,1538,4,2,8/12/2020 11:56,1597262160
4815,1473,5,6,8/12/2020 18:41,1597286502
4815,1552,U,1,8/13/2020 2:13,1597313614
4830,1443,4,3,8/17/2021 20:26,1629260775
4850,133,4,3,8/19/2021 19:39,1629430772
4850,920,5,1,8/20/2021 12:27,1629491234
4850,1381,U,1,8/22/2021 14:54,1629672869
4855,1510,4,1,8/10/2020 17:50,1597110604
4855,929,5,6,8/11/2020 0:21,1597134085
4855,300,6,2,8/11/2020 20:10,1597205415
4855,107,G,1,8/12/2020 9:04,1597251849
4875,928,4,4,8/10/2020 19:15,1597115700
4875,454,5,6,8/11/2020 10:55,1597172145
4875,1351,U,2,8/11/2020 18:44,1597200255
4895,84,4,4,8/12/2020 5:41,1597239682
4895,1379,5,6,8/12/2020 16:34,1597278873
4895,1453,U,2,8/13/2020 0:07,1597306059
4910,122,4,3,8/23/2021 19:17,1629775073
4910,66,5,3,8/24/2021 22:22,1629872558
4910,65,5,3,8/25/2021 8:24,1629908650
4915,1522,4,3,8/11/2020 19:15,1597202106
4935,1497,4,4,8/14/2020 12:33,1597437191
4935,1201,5,6,8/14/2020 22:59,1597474796
4955,1435,4,5,8/11/2020 14:00,1597183247
4955,1572,5,5,8/16/2020 11:37,1597606636
4955,1551,U,2,8/18/2020 9:24,1597771482
4970,89,4,3,8/23/2021 16:28,1629764930
4975,1155,4,1,8/13/2020 18:29,1597372181
4990,88,4,3,8/23/2021 14:00,1629756003
4995,400,4,6,8/14/2020 14:38,1597444729
4995,1544,E,1,8/16/2020 16:03,1597622604
4995,1537,E,1,8/17/2020 12:12,1597695153
4995,555,5,6,8/17/2020 23:30,1597735813
4995,1549,U,2,8/18/2020 12:18,1597781938
5010,108,4,3,8/24/2021 22:38,1629873495
5015,1210,4,1,8/11/2020 18:01,1597197682
5030,98,4,3,8/23/2021 15:51,1629762666
5030,469,5,1,8/24/2021 1:37,1629797830
5030,1082,U,1,8/24/2021 16:59,1629853171
5035,1540,4,1,8/13/2020 20:09,1597378175
5035,88,5,5,8/14/2020 10:00,1597428035
5035,1548,U,2,8/14/2020 16:54,1597452845
5055,89,3,1,8/13/2020 15:24,1597361071
5055,89,2,6,8/13/2020 21:44,1597383845
5055,1551,I,2,8/15/2020 11:22,1597519379
5070,266,4,2,8/24/2021 20:24,1629865452
5075,82,4,4,8/13/2020 15:41,1597362084
5075,369,5,6,8/13/2020 21:18,1597382292
5075,1433,U,2,8/14/2020 11:42,1597434154
5095,1429,4,5,8/11/2020 18:41,1597200083
5095,1030,5,6,8/12/2020 20:34,1597293257
5095,144,6,2,8/14/2020 9:13,1597425227
5095,1497,7,1,8/14/2020 15:36,1597448160
5110,239,4,3,8/24/2021 9:02,1629824562
5110,144,7,3,8/25/2021 13:07,1629925667
5115,1151,4,2,8/13/2020 17:32,1597368762
5115,207,5,6,8/16/2020 11:54,1597607644
5130,95,4,3,8/24/2021 15:47,1629848846
5130,65,5,3,8/24/2021 22:14,1629872040
5135,1509,4,1,8/13/2020 11:06,1597345570
5135,1519,5,6,8/13/2020 16:24,1597364674
5150,18,1,2,8/26/2021 1:36,1629970587
5170,93,4,3,8/23/2021 15:08,1629760126
5170,69,5,3,8/24/2021 18:03,1629857008
5170,64,5,3,8/25/2021 12:04,1629921877
5175,1526,4,1,8/12/2020 20:49,1597294194
5175,213,5,6,8/13/2020 8:36,1597336595
5175,1136,U,1,8/13/2020 16:10,1597363805
5190,135,4,3,8/23/2021 20:25,1629779147
5195,1535,4,1,8/11/2020 19:49,1597204161
5195,224,5,6,8/12/2020 9:06,1597252008
5195,1242,7,1,8/14/2020 15:46,1597448803
5195,86,G,1,8/15/2020 11:28,1597519691
5210,132,4,3,8/23/2021 15:01,1629759710
5210,102,6,3,8/24/2021 20:25,1629865508
5210,100,7,3,8/25/2021 10:06,1629914773
5215,337,4,6,8/11/2020 20:28,1597206504
5215,552,5,6,8/12/2020 14:30,1597271405
5215,1551,U,2,8/12/2020 21:51,1597297898
5230,87,4,3,8/24/2021 9:21,1629825715
5230,63,5,3,8/25/2021 18:18,1629944320
5235,563,4,2,8/12/2020 8:06,1597248396
5235,95,5,5,8/12/2020 15:14,1597274086
5235,1515,U,1,8/13/2020 8:08,1597334921
5255,1275,4,6,8/11/2020 22:59,1597215571
5255,437,5,6,8/12/2020 11:26,1597260390
5270,90,4,3,8/23/2021 16:41,1629765708
5270,1437,U,1,8/25/2021 13:20,1629926438
5275,1543,S,2,8/14/2020 16:29,1597451399
5275,1531,S,2,8/22/2020 8:03,1598112206
5275,1542,T,2,8/23/2020 20:26,1598243219
5290,95,4,3,8/23/2021 21:48,1629784115
5295,1544,4,3,8/12/2020 10:58,1597258685
5295,1540,E,2,8/18/2020 12:24,1597782240
5310,91,4,3,8/24/2021 9:25,1629825951
5310,66,5,3,8/24/2021 17:12,1629853939
5310,50,U,1,8/25/2021 3:13,1629889988
5315,1456,4,1,8/13/2020 3:05,1597316747
5315,126,5,5,8/13/2020 11:16,1597346173
5330,109,4,3,8/23/2021 23:06,1629788797
5335,1028,4,1,8/13/2020 11:34,1597347282
5335,91,5,5,8/13/2020 17:36,1597369015
5335,92,5,5,8/14/2020 2:40,1597401642
5350,85,4,3,8/25/2021 18:02,1629943366
5350,90,4,3,8/26/2021 22:37,1630046238
5355,1544,4,1,8/13/2020 7:08,1597331332
5355,66,3,1,8/14/2020 6:59,1597417165
5370,1424,4,3,8/24/2021 11:58,1629835097
5375,1519,T,2,8/17/2020 0:39,1597653581
5390,82,4,3,8/24/2021 13:20,1629840014
5395,1044,4,2,8/13/2020 20:28,1597379338
5410,627,4,2,8/23/2021 20:51,1629780667
5410,66,5,3,8/24/2021 15:06,1629846412
5415,401,4,1,8/12/2020 8:03,1597248238
5415,370,5,5,8/12/2020 16:49,1597279799
5415,183,6,2,8/13/2020 3:51,1597319506
5415,55,7,1,8/13/2020 14:40,1597358404
5430,88,4,3,8/24/2021 10:19,1629829191
5435,1231,4,2,8/12/2020 11:40,1597261224
5435,1523,5,6,8/13/2020 7:42,1597333349
5435,1407,5,6,8/14/2020 19:58,1597463928
5435,870,4,6,8/15/2020 12:44,1597524250
5450,569,4,3,8/24/2021 14:51,1629845494
5470,89,4,3,8/23/2021 17:55,1629770140
5470,67,5,3,8/24/2021 8:10,1629821424
5470,96,U,1,8/24/2021 19:53,1629863606
5475,221,4,1,8/13/2020 10:02,1597341737
5475,1414,5,6,8/13/2020 16:40,1597365657
5475,142,6,2,8/14/2020 12:09,1597435745
5475,1550,7,1,8/14/2020 19:57,1597463823
5490,263,4,4,8/23/2021 22:51,1629787905
5495,1346,4,2,8/12/2020 17:53,1597283607
5495,1533,4,1,8/14/2020 8:25,1597422359
5495,719,5,6,8/14/2020 14:58,1597445894
5495,424,6,1,8/15/2020 0:55,1597481736
5495,62,7,1,8/15/2020 15:17,1597533471
5510,496,4,4,8/24/2021 10:04,1629828270
5510,64,5,3,8/24/2021 17:22,1629854571
5515,645,4,1,8/13/2020 16:18,1597364310
5515,559,5,6,8/13/2020 22:49,1597387782
5515,1555,U,2,8/14/2020 15:07,1597446469
5530,1507,4,2,8/23/2021 18:39,1629772742
5535,1132,4,2,8/14/2020 20:06,1597464398
5535,1365,U,2,8/15/2020 18:16,1597544175
5555,255,4,1,8/12/2020 15:31,1597275070
5555,136,5,6,8/13/2020 14:20,1597357252
5555,1554,U,2,8/13/2020 20:54,1597380869
5575,1085,4,1,8/13/2020 18:01,1597370498
5575,102,5,5,8/14/2020 9:00,1597424425
5575,1550,U,2,8/14/2020 21:04,1597467896
5595,475,4,1,8/13/2020 19:06,1597374415
5595,210,5,6,8/14/2020 12:56,1597438587
5615,1548,S,1,8/15/2020 23:08,1597561714
5655,1201,4,1,8/12/2020 20:34,1597293247
5655,118,5,6,8/13/2020 10:11,1597342312
5655,187,6,2,8/13/2020 20:11,1597378311
5655,1780,G,1,8/15/2020 15:31,1597534313
5675,86,5,5,8/20/2020 10:01,1597946485
5675,1257,6,1,8/20/2020 22:02,1597989779
5675,260,7,1,8/21/2020 14:13,1598047980
5695,431,4,1,8/12/2020 22:19,1597299554
5695,1470,4,1,8/14/2020 0:59,1597395566
5715,128,4,4,8/13/2020 8:39,1597336788
5715,934,5,6,8/13/2020 17:06,1597367188
5715,140,6,2,8/14/2020 20:26,1597465600
5715,454,G,1,8/16/2020 6:15,1597587318
5715,63,7,1,8/16/2020 18:50,1597632617
5735,1533,4,1,8/12/2020 19:53,1597290820
5735,144,5,6,8/13/2020 4:34,1597322042
5755,1549,S,1,8/19/2020 19:18,1597893512
5775,1439,4,1,8/13/2020 17:01,1597366873
5795,1356,4,1,8/12/2020 23:11,1597302717
5795,586,5,6,8/13/2020 12:33,1597350795
5795,1544,U,2,8/13/2020 20:43,1597380187
5815,1211,4,1,8/12/2020 21:07,1597295249
5815,93,5,5,8/13/2020 12:21,1597350079
5815,1559,U,2,8/13/2020 20:09,1597378158
5835,68,3,1,8/14/2020 7:40,1597419620
5835,1228,2,3,8/14/2020 16:00,1597449652
5835,1571,N,2,8/17/2020 7:02,1597676548
5855,1061,4,1,8/14/2020 13:49,1597441760
5855,1364,5,6,8/14/2020 20:06,1597464398
5855,140,6,2,8/15/2020 13:24,1597526660
5855,1551,7,1,8/15/2020 20:57,1597553871
5855,1423,4,2,8/27/2020 10:53,1598554396
5875,1463,4,1,8/12/2020 20:24,1597292691
5875,503,5,5,8/13/2020 13:18,1597353513
5875,8,6,1,8/14/2020 19:22,1597461773
5875,54,7,1,8/15/2020 10:03,1597514599
5895,207,4,1,8/14/2020 13:24,1597440299
5895,1448,5,6,8/14/2020 18:55,1597460145
5915,145,4,4,8/12/2020 18:18,1597285093
5915,1540,4,1,8/14/2020 23:38,1597477108
5915,96,5,5,8/15/2020 8:11,1597507864
5915,1559,U,2,8/15/2020 14:46,1597531574
5935,1266,4,1,8/12/2020 18:00,1597284027
5955,1499,4,1,8/12/2020 17:10,1597281048
5955,189,5,6,8/13/2020 6:56,1597330617
5955,1540,U,1,8/13/2020 15:29,1597361397
5975,113,4,4,8/12/2020 19:08,1597288116
5995,202,4,1,8/12/2020 17:59,1597283950
5995,404,5,6,8/13/2020 11:54,1597348450
5995,149,6,2,8/14/2020 3:44,1597405463
5995,59,7,1,8/14/2020 14:11,1597443067
6015,1543,S,1,8/15/2020 10:55,1597517723
6055,1389,4,1,8/12/2020 20:27,1597292865
6055,463,5,6,8/13/2020 11:02,1597345339
6055,1486,U,2,8/13/2020 18:36,1597372574
6075,1529,S,2,8/16/2020 8:48,1597596501
6095,111,4,3,8/13/2020 8:01,1597334483
6095,536,5,6,8/13/2020 14:58,1597359483
6095,1550,U,2,8/14/2020 6:50,1597416644
6115,1239,4,5,8/12/2020 19:40,1597290024
6115,452,5,6,8/13/2020 10:01,1597341709
6115,1535,U,2,8/13/2020 18:11,1597371094
6135,1390,4,6,8/12/2020 20:26,1597292804
6135,1595,E,1,8/17/2020 21:45,1597729517
6155,1540,4,1,8/13/2020 8:07,1597334854
6175,871,4,1,8/14/2020 8:53,1597423999
6175,555,5,6,8/22/2020 14:48,1598136519
6235,639,4,1,8/15/2020 12:01,1597521677
6255,108,4,4,8/16/2020 9:39,1597599590
6275,1545,S,1,8/16/2020 6:21,1597587714
6295,1371,4,1,8/14/2020 23:41,1597477302
6295,96,5,5,8/15/2020 16:52,1597539167
6315,1545,S,1,8/15/2020 13:51,1597528280
6335,370,4,1,8/13/2020 19:40,1597376447
6335,98,5,5,8/14/2020 8:39,1597423170
6335,353,5,6,8/15/2020 2:10,1597486230
6335,123,6,2,8/15/2020 18:04,1597543452
6335,447,6,2,8/16/2020 5:12,1597583555
6335,67,7,1,8/16/2020 9:35,1597599335
6355,1313,4,1,8/14/2020 8:01,1597420868
6375,62,3,1,8/14/2020 14:48,1597445321
6375,74,2,6,8/14/2020 20:38,1597466311
6375,1534,N,2,8/15/2020 8:33,1597509213
6395,1343,T,2,8/15/2020 7:59,1597507165
6415,63,3,3,8/19/2020 21:43,1597902198
6415,319,2,1,8/20/2020 12:48,1597956501
6415,63,3,3,8/20/2020 21:00,1597986011
6415,718,4,1,8/21/2020 20:13,1598069637
6415,166,5,6,8/22/2020 11:50,1598125857
6415,143,6,2,8/22/2020 22:11,1598163111
6415,1554,7,1,8/23/2020 11:48,1598212130
6475,1614,S,1,8/22/2020 5:27,1598102858
6515,747,4,1,8/17/2020 21:27,1597728425
6535,1544,S,2,8/21/2020 1:22,1598001759
6555,1747,S,1,8/22/2020 7:15,1598109340
6575,774,4,2,8/18/2020 18:14,1597803273
6575,1035,5,6,8/19/2020 3:47,1597837678
6575,1546,U,2,8/20/2020 17:17,1597972669
6595,1549,S,1,8/21/2020 20:41,1598071272
6615,464,3,3,8/19/2020 2:21,1597832519
6615,284,4,1,8/19/2020 17:16,1597886219
6635,1576,6,4,8/20/2020 2:08,1597918099
6635,1300,7,2,8/20/2020 12:16,1597954575
6655,1554,T,1,8/19/2020 12:05,1597867518
6675,1588,S,1,8/18/2020 21:52,1597816356
6695,1546,S,1,8/19/2020 8:09,1597853367
6715,1536,S,2,8/21/2020 15:51,1598053867
6755,1469,4,1,8/19/2020 10:16,1597861004
6755,84,5,5,8/20/2020 15:06,1597964812
6755,1562,U,2,8/20/2020 21:35,1597988145
6775,1358,3,3,8/20/2020 7:02,1597935736
6775,345,3,3,8/22/2020 19:35,1598153750
6795,1462,4,1,8/19/2020 3:01,1597834862
6795,1548,E,1,8/20/2020 5:40,1597930839
6815,1535,4,2,8/19/2020 21:03,1597899814
6815,85,5,5,8/20/2020 18:11,1597975913
6815,1562,U,2,8/21/2020 17:42,1598060533
6835,1526,4,1,8/23/2020 12:18,1598213926
6835,55,5,6,8/23/2020 21:44,1598247885
6835,87,5,5,8/24/2020 15:17,1598311069
6835,1217,5,5,8/25/2020 9:44,1598377492
6835,999,4,2,8/27/2020 9:39,1598549980
6835,85,5,5,8/27/2020 13:40,1598564458
6835,1318,5,6,8/28/2020 16:58,1598662715
6835,888,6,2,8/29/2020 14:44,1598741089
6875,1672,S,1,8/23/2020 23:23,1598253811
6895,1501,T,2,8/23/2020 3:43,1598182986
6895,1529,S,2,8/24/2020 20:00,1598328024
6935,1545,S,2,8/22/2020 10:05,1598119532
6955,104,4,1,8/21/2020 17:27,1598059635
6955,203,5,6,8/22/2020 11:24,1598124276
6955,1538,U,1,8/23/2020 21:10,1598245858
6975,40,T,2,8/24/2020 21:52,1598334742
6995,201,4,1,8/22/2020 10:31,1598121088
6995,250,5,6,8/22/2020 16:37,1598143049
6995,1563,U,2,8/23/2020 2:46,1598179611
7015,1216,4,2,8/22/2020 0:28,1598084880
7015,1453,5,6,8/22/2020 17:46,1598147169
7015,97,5,5,8/23/2020 9:51,1598205060
7015,1545,U,1,8/23/2020 20:43,1598244223
7035,1538,S,2,8/21/2020 12:40,1598042451
7035,1547,S,2,8/28/2020 17:10,1598663448
7035,1535,T,2,8/28/2020 23:28,1598686091
7055,89,4,2,8/21/2020 21:14,1598073266
7055,118,5,6,8/22/2020 12:25,1598127917
7055,541,6,1,8/23/2020 0:52,1598172757
7055,1002,7,5,8/23/2020 12:30,1598214613
7075,1547,S,1,8/24/2020 17:42,1598319775
7115,1545,S,2,8/21/2020 19:40,1598067640
7135,124,4,4,8/21/2020 17:11,1598058675
7135,238,5,6,8/22/2020 10:29,1598120978
7135,1529,U,2,8/22/2020 15:59,1598140797
7155,1550,S,1,8/21/2020 23:00,1598079648
7175,1544,S,2,8/22/2020 17:48,1598147304
7195,1557,S,1,8/23/2020 6:26,1598192804
7215,80,4,4,8/26/2020 8:33,1598459618
7215,308,5,6,8/26/2020 14:29,1598480956
7215,1557,U,2,8/26/2020 22:38,1598510318
7235,1441,4,1,8/25/2020 14:53,1598395995
7235,1542,E,1,8/28/2020 23:41,1598686895
7255,956,4,3,8/27/2020 10:38,1598553484
7275,123,4,1,8/25/2020 16:04,1598400292
7275,484,5,6,8/26/2020 11:13,1598469194
7295,1552,S,1,8/28/2020 21:48,1598680119
7315,1553,4,2,8/26/2020 0:40,1598431250
7335,796,4,1,8/25/2020 16:56,1598403399
7335,367,5,6,8/26/2020 4:19,1598444391
7355,1542,S,2,8/28/2020 20:17,1598674642
7375,537,4,1,8/25/2020 11:12,1598382731
7375,119,5,6,8/25/2020 19:17,1598411830
7395,82,4,4,8/25/2020 17:08,1598404097
7395,180,5,6,8/26/2020 1:45,1598435101
7395,1563,U,2,8/26/2020 14:47,1598482027
7415,1567,4,1,8/26/2020 15:27,1598484451
7415,1526,E,1,9/3/2020 8:55,1599152147
7435,1568,4,1,8/25/2020 21:00,1598418031
7435,1526,5,5,8/26/2020 5:40,1598449210
7475,1498,4,1,8/25/2020 16:25,1598401521
7475,373,5,6,8/26/2020 7:52,1598457143
7475,1545,U,2,8/26/2020 19:21,1598498467
7495,82,4,1,8/26/2020 10:12,1598465554
7495,229,4,1,8/26/2020 21:36,1598506603
7515,77,4,4,8/25/2020 21:07,1598418455
7535,510,4,1,8/25/2020 21:26,1598419611
7555,1567,4,1,8/26/2020 0:43,1598431395
7575,761,4,2,8/25/2020 19:40,1598413230
7615,136,3,1,8/29/2020 10:08,1598724514
7615,979,2,3,8/30/2020 18:54,1598842467
7615,255,3,6,8/31/2020 13:25,1598909117
7615,1580,S,1,9/3/2020 10:44,1599158663
7635,56,4,2,8/27/2020 13:45,1598564710
7635,13,5,6,8/27/2020 19:18,1598584687
7655,89,4,2,8/25/2020 18:47,1598410028
7655,729,4,1,8/27/2020 10:09,1598551757
7675,63,3,3,8/27/2020 19:31,1598585510
7695,1488,4,1,8/26/2020 6:36,1598452619
7695,91,5,5,8/26/2020 13:42,1598478157
7695,415,6,2,8/27/2020 0:26,1598516777
7695,1437,7,2,8/27/2020 14:17,1598566651
7715,489,4,1,8/25/2020 17:52,1598406722
7715,425,5,6,8/26/2020 0:02,1598428925
7795,1183,4,1,8/25/2020 18:33,1598409239
7815,1532,S,2,8/28/2020 9:09,1598634590
7835,365,4,1,8/25/2020 21:10,1598418656
7835,445,5,6,8/26/2020 11:13,1598469217
7835,1541,U,2,8/26/2020 18:33,1598495632
7855,172,4,2,8/26/2020 4:19,1598444354
