"timestamp","tag.ID","lat","long","stock"
2020-08-04 09:33:00,75,63.91225,-160.81984,"6"
2020-08-04 09:34:00,75,63.9125180263158,-160.820289546053,"6"
2020-08-04 09:35:00,75,63.9127860526316,-160.820739092105,"6"
2020-08-04 09:36:00,75,63.9130540789474,-160.821188638158,"6"
2020-08-04 09:37:00,75,63.9133221052632,-160.821638184211,"6"
2020-08-04 09:38:00,75,63.9135901315789,-160.822087730263,"6"
2020-08-04 09:39:00,75,63.9138581578947,-160.822537276316,"6"
2020-08-04 09:40:00,75,63.9141261842105,-160.822986822368,"6"
2020-08-04 09:41:00,75,63.9143942105263,-160.823436368421,"6"
2020-08-04 09:42:00,75,63.9146622368421,-160.823885914474,"6"
2020-08-04 09:43:00,75,63.9149302631579,-160.824335460526,"6"
2020-08-04 09:44:00,75,63.9151982894737,-160.824785006579,"6"
2020-08-04 09:45:00,75,63.9154663157895,-160.825234552632,"6"
2020-08-04 09:46:00,75,63.9157343421053,-160.825684098684,"6"
2020-08-04 09:47:00,75,63.9160023684211,-160.826133644737,"6"
2020-08-04 09:48:00,75,63.9162703947368,-160.826583190789,"6"
2020-08-04 09:49:00,75,63.9165384210526,-160.827032736842,"6"
2020-08-04 09:50:00,75,63.9168064473684,-160.827482282895,"6"
2020-08-04 09:51:00,75,63.9170744736842,-160.827931828947,"6"
2020-08-04 09:52:00,75,63.9173425,-160.828381375,"6"
2020-08-04 09:53:00,75,63.9176105263158,-160.828830921053,"6"
2020-08-04 09:54:00,75,63.9178785526316,-160.829280467105,"6"
2020-08-04 09:55:00,75,63.9181465789474,-160.829730013158,"6"
2020-08-04 09:56:00,75,63.9184146052632,-160.830179559211,"6"
2020-08-04 09:57:00,75,63.9186826315789,-160.830629105263,"6"
2020-08-04 09:58:00,75,63.9189506578947,-160.831078651316,"6"
2020-08-04 09:59:00,75,63.9192186842105,-160.831528197368,"6"
2020-08-04 10:00:00,75,63.9194867105263,-160.831977743421,"6"
2020-08-04 10:01:00,75,63.9197547368421,-160.832427289474,"6"
2020-08-04 10:02:00,75,63.9200227631579,-160.832876835526,"6"
2020-08-04 10:03:00,75,63.9202907894737,-160.833326381579,"6"
2020-08-04 10:04:00,75,63.9205588157895,-160.833775927632,"6"
2020-08-04 10:05:00,75,63.9208268421053,-160.834225473684,"6"
2020-08-04 10:06:00,75,63.9210948684211,-160.834675019737,"6"
2020-08-04 10:07:00,75,63.9213628947368,-160.835124565789,"6"
2020-08-04 10:08:00,75,63.9216309210526,-160.835574111842,"6"
2020-08-04 10:09:00,75,63.9218989473684,-160.836023657895,"6"
2020-08-04 10:10:00,75,63.9221669736842,-160.836473203947,"6"
2020-08-04 10:11:00,75,63.922435,-160.83692275,"6"
2020-08-04 10:12:00,75,63.9227030263158,-160.837372296053,"6"
2020-08-04 10:13:00,75,63.9229710526316,-160.837821842105,"6"
2020-08-04 10:14:00,75,63.9232390789474,-160.838271388158,"6"
2020-08-04 10:15:00,75,63.9235071052632,-160.838720934211,"6"
2020-08-04 10:16:00,75,63.9237751315789,-160.839170480263,"6"
2020-08-04 10:17:00,75,63.9240431578947,-160.839620026316,"6"
2020-08-04 10:18:00,75,63.9243111842105,-160.840069572368,"6"
2020-08-04 10:19:00,75,63.9245792105263,-160.840519118421,"6"
2020-08-04 10:20:00,75,63.9248472368421,-160.840968664474,"6"
2020-08-04 10:21:00,75,63.9251152631579,-160.841418210526,"6"
2020-08-04 10:22:00,75,63.9253832894737,-160.841867756579,"6"
2020-08-04 10:23:00,75,63.9256513157895,-160.842317302632,"6"
2020-08-04 10:24:00,75,63.9259193421053,-160.842766848684,"6"
2020-08-04 10:25:00,75,63.9261873684211,-160.843216394737,"6"
2020-08-04 10:26:00,75,63.9264553947368,-160.843665940789,"6"
2020-08-04 10:27:00,75,63.9267234210526,-160.844115486842,"6"
2020-08-04 10:28:00,75,63.9269914473684,-160.844565032895,"6"
2020-08-04 10:29:00,75,63.9272594736842,-160.845014578947,"6"
2020-08-04 10:30:00,75,63.9275275,-160.845464125,"6"
2020-08-04 10:31:00,75,63.9277955263158,-160.845913671053,"6"
2020-08-04 10:32:00,75,63.9280635526316,-160.846363217105,"6"
2020-08-04 10:33:00,75,63.9283315789474,-160.846812763158,"6"
2020-08-04 10:34:00,75,63.9285996052632,-160.847262309211,"6"
2020-08-04 10:35:00,75,63.9288676315789,-160.847711855263,"6"
