time,sea_surface_height_amplitude_due_to_geocentric_ocean_tide_geoid_mllw,sea_surface_height_amplitude_due_to_geocentric_ocean_tide_geoid_mllw_qc_agg,z
UTC,cm,,m
2020-07-17T06:41:00Z,14.0,NaN,0.0
2020-07-17T17:25:00Z,116.9,NaN,0.0
2020-07-18T03:53:00Z,1.7,NaN,0.0
2020-07-18T17:54:00Z,125.7,NaN,0.0
2020-07-19T04:18:00Z,-9.5,NaN,0.0
2020-07-19T18:28:00Z,133.2,NaN,0.0
2020-07-20T04:47:00Z,-18.5,NaN,0.0
2020-07-20T19:06:00Z,139.1,NaN,0.0
2020-07-21T05:15:00Z,-25.2,NaN,0.0
2020-07-21T19:46:00Z,142.8,NaN,0.0
2020-07-22T05:40:00Z,-29.2,NaN,0.0
2020-07-22T20:28:00Z,143.3,NaN,0.0
2020-07-23T06:02:00Z,-30.3,NaN,0.0
2020-07-23T21:11:00Z,139.4,NaN,0.0
2020-07-24T06:21:00Z,-28.1,NaN,0.0
2020-07-24T21:55:00Z,130.1,NaN,0.0
2020-07-25T06:39:00Z,-23.1,NaN,0.0
2020-07-25T22:42:00Z,115.4,NaN,0.0
2020-07-26T06:58:00Z,-15.8,NaN,0.0
2020-07-26T14:51:00Z,62.2,NaN,0.0
2020-07-26T16:55:00Z,60.8,NaN,0.0
2020-07-26T23:30:00Z,95.9,NaN,0.0
2020-07-27T07:15:00Z,-7.4,NaN,0.0
2020-07-27T14:43:00Z,77.8,NaN,0.0
2020-07-27T19:36:00Z,56.8,NaN,0.0
2020-07-28T00:18:00Z,73.0,NaN,0.0
2020-07-28T07:27:00Z,0.4,NaN,0.0
2020-07-28T15:04:00Z,95.9,NaN,0.0
2020-07-28T21:51:00Z,44.4,NaN,0.0
2020-07-29T01:09:00Z,48.8,NaN,0.0
2020-07-29T15:35:00Z,113.6,NaN,0.0
2020-07-30T07:28:00Z,8.9,NaN,0.0
2020-07-30T16:12:00Z,128.6,NaN,0.0
2020-07-31T02:00:00Z,5.3,NaN,0.0
2020-07-31T16:53:00Z,139.3,NaN,0.0
2020-08-01T02:48:00Z,-10.1,NaN,0.0
2020-08-01T17:38:00Z,145.2,NaN,0.0
2020-08-02T03:31:00Z,-20.3,NaN,0.0
2020-08-02T18:25:00Z,146.5,NaN,0.0
2020-08-03T04:14:00Z,-25.8,NaN,0.0
2020-08-03T19:14:00Z,144.1,NaN,0.0
2020-08-04T04:54:00Z,-27.3,NaN,0.0
2020-08-04T20:01:00Z,138.8,NaN,0.0
2020-08-05T05:30:00Z,-25.7,NaN,0.0
2020-08-05T20:46:00Z,131.1,NaN,0.0
2020-08-06T06:00:00Z,-21.7,NaN,0.0
2020-08-06T21:27:00Z,121.2,NaN,0.0
2020-08-07T06:23:00Z,-15.7,NaN,0.0
2020-08-07T22:08:00Z,109.5,NaN,0.0
2020-08-08T06:39:00Z,-8.4,NaN,0.0
2020-08-08T22:48:00Z,96.4,NaN,0.0
2020-08-09T06:51:00Z,-0.5,NaN,0.0
2020-08-09T14:33:00Z,63.5,NaN,0.0
2020-08-09T17:41:00Z,60.4,NaN,0.0
2020-08-09T23:28:00Z,82.1,NaN,0.0
2020-08-10T07:01:00Z,7.3,NaN,0.0
2020-08-10T14:29:00Z,71.8,NaN,0.0
2020-08-10T19:21:00Z,56.1,NaN,0.0
2020-08-11T00:05:00Z,67.1,NaN,0.0
2020-08-11T07:08:00Z,14.3,NaN,0.0
2020-08-11T14:39:00Z,81.2,NaN,0.0
2020-08-11T21:07:00Z,48.5,NaN,0.0
2020-08-12T00:42:00Z,51.9,NaN,0.0
2020-08-12T07:05:00Z,19.6,NaN,0.0
2020-08-12T14:56:00Z,90.9,NaN,0.0
2020-08-13T06:49:00Z,21.7,NaN,0.0
2020-08-13T15:20:00Z,100.6,NaN,0.0
2020-08-14T06:26:00Z,20.5,NaN,0.0
2020-08-14T15:49:00Z,109.7,NaN,0.0
2020-08-15T02:26:00Z,11.2,NaN,0.0
2020-08-15T16:23:00Z,117.8,NaN,0.0
2020-08-16T02:59:00Z,0.8,NaN,0.0
2020-08-16T17:01:00Z,124.7,NaN,0.0
2020-08-17T03:32:00Z,-7.6,NaN,0.0
2020-08-17T17:44:00Z,129.9,NaN,0.0
2020-08-18T04:03:00Z,-13.4,NaN,0.0
2020-08-18T18:32:00Z,132.8,NaN,0.0
2020-08-19T04:30:00Z,-16.4,NaN,0.0
2020-08-19T19:23:00Z,132.5,NaN,0.0
2020-08-20T04:50:00Z,-16.2,NaN,0.0
2020-08-20T20:15:00Z,128.0,NaN,0.0
2020-08-21T05:07:00Z,-13.0,NaN,0.0
2020-08-21T21:08:00Z,118.7,NaN,0.0
2020-08-22T05:23:00Z,-7.4,NaN,0.0
2020-08-22T12:33:00Z,49.2,NaN,0.0
2020-08-22T14:35:00Z,47.1,NaN,0.0
2020-08-22T22:03:00Z,104.6,NaN,0.0
2020-08-23T05:41:00Z,-0.3,NaN,0.0
2020-08-23T12:27:00Z,64.2,NaN,0.0
2020-08-23T16:57:00Z,45.1,NaN,0.0
2020-08-23T23:01:00Z,86.8,NaN,0.0
2020-08-24T05:58:00Z,7.0,NaN,0.0
2020-08-24T12:46:00Z,82.1,NaN,0.0
2020-08-24T18:41:00Z,36.8,NaN,0.0
2020-08-25T00:02:00Z,67.0,NaN,0.0
2020-08-25T06:12:00Z,13.2,NaN,0.0
2020-08-25T13:16:00Z,100.1,NaN,0.0
2020-08-25T20:13:00Z,26.2,NaN,0.0
2020-08-26T01:05:00Z,47.3,NaN,0.0
2020-08-26T06:20:00Z,17.2,NaN,0.0
2020-08-26T13:54:00Z,115.5,NaN,0.0
2020-08-26T21:53:00Z,14.6,NaN,0.0
2020-08-27T02:25:00Z,29.9,NaN,0.0
2020-08-27T06:20:00Z,18.6,NaN,0.0
2020-08-27T14:37:00Z,126.8,NaN,0.0
2020-08-27T23:29:00Z,3.7,NaN,0.0
2020-08-28T15:26:00Z,133.4,NaN,0.0
2020-08-29T00:54:00Z,-5.2,NaN,0.0
2020-08-29T16:16:00Z,135.2,NaN,0.0
2020-08-30T01:59:00Z,-11.2,NaN,0.0
2020-08-30T17:08:00Z,133.1,NaN,0.0
2020-08-31T02:50:00Z,-13.7,NaN,0.0
2020-08-31T18:01:00Z,127.9,NaN,0.0
2020-09-01T03:34:00Z,-13.1,NaN,0.0
2020-09-01T18:56:00Z,120.9,NaN,0.0
2020-09-02T04:13:00Z,-9.9,NaN,0.0
2020-09-02T19:50:00Z,112.7,NaN,0.0
2020-09-03T04:45:00Z,-4.9,NaN,0.0
2020-09-03T20:39:00Z,103.6,NaN,0.0
2020-09-04T05:09:00Z,1.6,NaN,0.0
2020-09-04T21:27:00Z,93.5,NaN,0.0
2020-09-05T05:23:00Z,8.9,NaN,0.0
2020-09-05T12:18:00Z,57.9,NaN,0.0
2020-09-05T15:53:00Z,50.8,NaN,0.0
2020-09-05T22:15:00Z,82.9,NaN,0.0
2020-09-06T05:32:00Z,16.3,NaN,0.0
2020-09-06T12:18:00Z,65.3,NaN,0.0
2020-09-06T17:18:00Z,45.8,NaN,0.0
2020-09-06T23:05:00Z,71.9,NaN,0.0
2020-09-07T05:42:00Z,23.2,NaN,0.0
2020-09-07T12:26:00Z,73.7,NaN,0.0
2020-09-07T18:27:00Z,39.0,NaN,0.0
2020-09-07T23:56:00Z,61.0,NaN,0.0
2020-09-08T05:48:00Z,29.0,NaN,0.0
2020-09-08T12:39:00Z,82.5,NaN,0.0
2020-09-08T19:29:00Z,31.8,NaN,0.0
2020-09-09T00:47:00Z,50.4,NaN,0.0
2020-09-09T05:42:00Z,33.0,NaN,0.0
2020-09-09T12:58:00Z,91.1,NaN,0.0
2020-09-09T20:33:00Z,24.8,NaN,0.0
2020-09-10T01:47:00Z,40.4,NaN,0.0
2020-09-10T05:24:00Z,34.0,NaN,0.0
2020-09-10T13:22:00Z,99.0,NaN,0.0
2020-09-10T21:42:00Z,18.3,NaN,0.0
2020-09-11T13:53:00Z,106.0,NaN,0.0
2020-09-11T22:53:00Z,12.2,NaN,0.0
2020-09-12T14:30:00Z,111.8,NaN,0.0
2020-09-13T00:15:00Z,6.6,NaN,0.0
2020-09-13T15:14:00Z,116.2,NaN,0.0
2020-09-14T01:29:00Z,1.4,NaN,0.0
2020-09-14T16:04:00Z,118.8,NaN,0.0
2020-09-15T02:13:00Z,-2.1,NaN,0.0
2020-09-15T16:57:00Z,118.9,NaN,0.0
2020-09-16T02:42:00Z,-3.0,NaN,0.0
2020-09-16T17:56:00Z,115.6,NaN,0.0
2020-09-17T03:02:00Z,-0.9,NaN,0.0
2020-09-17T19:02:00Z,108.9,NaN,0.0
2020-09-18T03:21:00Z,3.9,NaN,0.0
2020-09-18T20:10:00Z,98.8,NaN,0.0
2020-09-19T03:41:00Z,10.4,NaN,0.0
2020-09-19T10:09:00Z,58.8,NaN,0.0
2020-09-19T14:53:00Z,38.3,NaN,0.0
2020-09-19T21:17:00Z,85.9,NaN,0.0
2020-09-20T04:00:00Z,17.6,NaN,0.0
2020-09-20T10:28:00Z,76.3,NaN,0.0
2020-09-20T16:28:00Z,27.4,NaN,0.0
2020-09-20T22:28:00Z,71.2,NaN,0.0
2020-09-21T04:18:00Z,24.1,NaN,0.0
2020-09-21T10:59:00Z,94.9,NaN,0.0
2020-09-21T17:52:00Z,14.5,NaN,0.0
2020-09-21T23:42:00Z,56.7,NaN,0.0
2020-09-22T04:32:00Z,28.8,NaN,0.0
2020-09-22T11:35:00Z,111.7,NaN,0.0
2020-09-22T19:05:00Z,2.8,NaN,0.0
2020-09-23T00:56:00Z,43.7,NaN,0.0
2020-09-23T04:40:00Z,31.0,NaN,0.0
2020-09-23T12:15:00Z,124.6,NaN,0.0
2020-09-23T20:16:00Z,-5.7,NaN,0.0
2020-09-24T02:25:00Z,33.6,NaN,0.0
2020-09-24T04:40:00Z,31.0,NaN,0.0
2020-09-24T12:58:00Z,131.9,NaN,0.0
2020-09-24T21:28:00Z,-10.5,NaN,0.0
2020-09-25T13:46:00Z,133.2,NaN,0.0
2020-09-25T22:38:00Z,-12.0,NaN,0.0
2020-09-26T14:38:00Z,129.6,NaN,0.0
2020-09-26T23:46:00Z,-10.6,NaN,0.0
2020-09-27T15:34:00Z,122.4,NaN,0.0
2020-09-28T00:52:00Z,-7.4,NaN,0.0
2020-09-28T16:31:00Z,112.9,NaN,0.0
2020-09-29T01:47:00Z,-2.9,NaN,0.0
2020-09-29T17:30:00Z,102.3,NaN,0.0
2020-09-30T02:29:00Z,2.8,NaN,0.0
2020-09-30T18:34:00Z,91.5,NaN,0.0
2020-10-01T03:00:00Z,9.8,NaN,0.0
2020-10-01T10:32:00Z,56.5,NaN,0.0
2020-10-01T13:14:00Z,54.2,NaN,0.0
2020-10-01T19:42:00Z,81.4,NaN,0.0
2020-10-02T03:20:00Z,17.4,NaN,0.0
2020-10-02T10:09:00Z,62.3,NaN,0.0
2020-10-02T14:52:00Z,47.9,NaN,0.0
2020-10-02T20:47:00Z,72.2,NaN,0.0
2020-10-03T03:32:00Z,25.1,NaN,0.0
2020-10-03T10:14:00Z,69.4,NaN,0.0
2020-10-03T16:06:00Z,39.3,NaN,0.0
2020-10-03T21:51:00Z,63.9,NaN,0.0
2020-10-04T03:42:00Z,32.3,NaN,0.0
2020-10-04T10:25:00Z,77.2,NaN,0.0
2020-10-04T17:09:00Z,29.9,NaN,0.0
2020-10-04T22:58:00Z,56.8,NaN,0.0
2020-10-05T03:49:00Z,38.5,NaN,0.0
2020-10-05T10:38:00Z,85.2,NaN,0.0
2020-10-05T17:59:00Z,20.6,NaN,0.0
2020-10-06T00:05:00Z,51.0,NaN,0.0
2020-10-06T03:42:00Z,43.0,NaN,0.0
2020-10-06T10:55:00Z,93.2,NaN,0.0
2020-10-06T18:41:00Z,12.4,NaN,0.0
2020-10-07T11:16:00Z,100.5,NaN,0.0
2020-10-07T19:22:00Z,5.8,NaN,0.0
2020-10-08T11:40:00Z,106.8,NaN,0.0
2020-10-08T20:06:00Z,0.9,NaN,0.0
2020-10-09T12:08:00Z,111.9,NaN,0.0
2020-10-09T20:53:00Z,-2.2,NaN,0.0
2020-10-10T12:38:00Z,115.4,NaN,0.0
2020-10-10T21:44:00Z,-4.0,NaN,0.0
2020-10-11T13:14:00Z,116.7,NaN,0.0
2020-10-11T22:34:00Z,-4.2,NaN,0.0
2020-10-12T13:59:00Z,115.1,NaN,0.0
2020-10-12T23:22:00Z,-2.8,NaN,0.0
2020-10-13T14:56:00Z,110.0,NaN,0.0
2020-10-14T00:06:00Z,0.5,NaN,0.0
2020-10-14T16:03:00Z,101.3,NaN,0.0
2020-10-15T00:44:00Z,5.8,NaN,0.0
2020-10-15T17:18:00Z,89.3,NaN,0.0
2020-10-16T01:15:00Z,12.9,NaN,0.0
2020-10-16T08:15:00Z,60.8,NaN,0.0
2020-10-16T12:49:00Z,47.7,NaN,0.0
2020-10-16T18:46:00Z,75.3,NaN,0.0
2020-10-17T01:39:00Z,20.7,NaN,0.0
2020-10-17T08:24:00Z,76.9,NaN,0.0
2020-10-17T14:38:00Z,32.1,NaN,0.0
2020-10-17T20:21:00Z,61.9,NaN,0.0
2020-10-18T01:58:00Z,28.1,NaN,0.0
2020-10-18T08:49:00Z,95.5,NaN,0.0
2020-10-18T15:59:00Z,13.8,NaN,0.0
2020-10-18T21:53:00Z,50.5,NaN,0.0
2020-10-19T02:11:00Z,33.7,NaN,0.0
2020-10-19T09:22:00Z,113.8,NaN,0.0
2020-10-19T17:10:00Z,-3.6,NaN,0.0
2020-10-19T23:32:00Z,42.2,NaN,0.0
2020-10-20T02:17:00Z,36.8,NaN,0.0
2020-10-20T10:01:00Z,129.1,NaN,0.0
2020-10-20T18:13:00Z,-17.6,NaN,0.0
2020-10-21T10:44:00Z,139.3,NaN,0.0
2020-10-21T19:09:00Z,-26.2,NaN,0.0
2020-10-22T11:28:00Z,143.4,NaN,0.0
2020-10-22T20:04:00Z,-29.1,NaN,0.0
2020-10-23T12:14:00Z,141.3,NaN,0.0
2020-10-23T20:59:00Z,-27.1,NaN,0.0
2020-10-24T13:00:00Z,133.5,NaN,0.0
2020-10-24T21:52:00Z,-21.6,NaN,0.0
2020-10-25T13:47:00Z,121.5,NaN,0.0
2020-10-25T22:42:00Z,-13.9,NaN,0.0
2020-10-26T14:40:00Z,106.9,NaN,0.0
2020-10-26T23:27:00Z,-4.8,NaN,0.0
2020-10-27T15:38:00Z,91.3,NaN,0.0
2020-10-28T00:07:00Z,4.7,NaN,0.0
2020-10-28T16:42:00Z,75.9,NaN,0.0
2020-10-29T00:39:00Z,14.2,NaN,0.0
2020-10-29T08:24:00Z,70.6,NaN,0.0
2020-10-29T14:24:00Z,54.8,NaN,0.0
2020-10-29T18:00:00Z,61.6,NaN,0.0
2020-10-30T01:02:00Z,23.3,NaN,0.0
2020-10-30T08:28:00Z,78.0,NaN,0.0
2020-10-30T15:38:00Z,40.8,NaN,0.0
2020-10-30T19:47:00Z,50.7,NaN,0.0
2020-10-31T01:17:00Z,31.5,NaN,0.0
2020-10-31T08:39:00Z,85.9,NaN,0.0
2020-10-31T16:29:00Z,27.4,NaN,0.0
2020-10-31T21:30:00Z,44.2,NaN,0.0
2020-11-01T01:20:00Z,38.4,NaN,0.0
2020-11-01T08:52:00Z,93.9,NaN,0.0
2020-11-01T17:10:00Z,15.2,NaN,0.0
2020-11-02T09:07:00Z,101.7,NaN,0.0
2020-11-02T17:44:00Z,4.6,NaN,0.0
2020-11-03T09:26:00Z,108.9,NaN,0.0
2020-11-03T18:13:00Z,-4.2,NaN,0.0
2020-11-04T09:48:00Z,115.1,NaN,0.0
2020-11-04T18:41:00Z,-11.0,NaN,0.0
2020-11-05T10:13:00Z,120.0,NaN,0.0
2020-11-05T19:12:00Z,-15.8,NaN,0.0
2020-11-06T10:41:00Z,123.6,NaN,0.0
2020-11-06T19:46:00Z,-18.6,NaN,0.0
2020-11-07T11:11:00Z,125.5,NaN,0.0
2020-11-07T20:23:00Z,-19.4,NaN,0.0
2020-11-08T11:43:00Z,124.8,NaN,0.0
2020-11-08T21:01:00Z,-18.0,NaN,0.0
2020-11-09T12:19:00Z,120.6,NaN,0.0
2020-11-09T21:38:00Z,-14.4,NaN,0.0
2020-11-10T12:57:00Z,111.8,NaN,0.0
2020-11-10T22:12:00Z,-8.5,NaN,0.0
2020-11-11T13:41:00Z,97.8,NaN,0.0
2020-11-11T22:40:00Z,-0.6,NaN,0.0
2020-11-12T14:44:00Z,78.9,NaN,0.0
2020-11-12T23:03:00Z,8.5,NaN,0.0
2020-11-13T06:46:00Z,76.7,NaN,0.0
2020-11-13T12:36:00Z,52.6,NaN,0.0
2020-11-13T16:38:00Z,57.8,NaN,0.0
2020-11-13T23:18:00Z,17.3,NaN,0.0
2020-11-14T07:00:00Z,94.2,NaN,0.0
2020-11-14T14:39:00Z,30.0,NaN,0.0
2020-11-14T18:49:00Z,39.2,NaN,0.0
2020-11-14T23:22:00Z,24.1,NaN,0.0
2020-11-15T07:27:00Z,113.3,NaN,0.0
2020-11-15T15:45:00Z,6.4,NaN,0.0
2020-11-16T08:02:00Z,131.2,NaN,0.0
2020-11-16T16:41:00Z,-14.1,NaN,0.0
2020-11-17T08:41:00Z,145.3,NaN,0.0
2020-11-17T17:32:00Z,-29.7,NaN,0.0
2020-11-18T09:23:00Z,153.8,NaN,0.0
2020-11-18T18:19:00Z,-39.2,NaN,0.0
2020-11-19T10:07:00Z,155.9,NaN,0.0
2020-11-19T19:03:00Z,-42.5,NaN,0.0
2020-11-20T10:52:00Z,151.8,NaN,0.0
2020-11-20T19:47:00Z,-40.3,NaN,0.0
2020-11-21T11:37:00Z,142.3,NaN,0.0
2020-11-21T20:30:00Z,-34.1,NaN,0.0
2020-11-22T12:20:00Z,128.5,NaN,0.0
2020-11-22T21:09:00Z,-25.3,NaN,0.0
2020-11-23T12:59:00Z,111.7,NaN,0.0
2020-11-23T21:44:00Z,-15.1,NaN,0.0
2020-11-24T13:34:00Z,93.0,NaN,0.0
2020-11-24T22:13:00Z,-4.3,NaN,0.0
2020-11-25T07:17:00Z,73.7,NaN,0.0
2020-11-25T10:07:00Z,71.2,NaN,0.0
2020-11-25T13:52:00Z,73.7,NaN,0.0
2020-11-25T22:35:00Z,6.5,NaN,0.0
2020-11-26T06:54:00Z,81.1,NaN,0.0
2020-11-26T22:48:00Z,16.3,NaN,0.0
2020-11-27T07:03:00Z,89.6,NaN,0.0
2020-11-27T22:41:00Z,24.4,NaN,0.0
2020-11-28T07:17:00Z,98.3,NaN,0.0
2020-11-28T16:15:00Z,20.7,NaN,0.0
2020-11-29T07:33:00Z,106.8,NaN,0.0
2020-11-29T16:45:00Z,6.7,NaN,0.0
2020-11-30T07:52:00Z,114.7,NaN,0.0
2020-11-30T17:15:00Z,-4.9,NaN,0.0
2020-12-01T08:14:00Z,121.7,NaN,0.0
2020-12-01T17:44:00Z,-14.2,NaN,0.0
2020-12-02T08:38:00Z,127.5,NaN,0.0
2020-12-02T18:10:00Z,-21.3,NaN,0.0
2020-12-03T09:05:00Z,131.9,NaN,0.0
2020-12-03T18:35:00Z,-26.3,NaN,0.0
2020-12-04T09:33:00Z,134.6,NaN,0.0
2020-12-04T19:01:00Z,-29.3,NaN,0.0
2020-12-05T10:04:00Z,135.3,NaN,0.0
2020-12-05T19:28:00Z,-30.2,NaN,0.0
2020-12-06T10:36:00Z,133.2,NaN,0.0
2020-12-06T19:56:00Z,-28.7,NaN,0.0
2020-12-07T11:10:00Z,127.3,NaN,0.0
2020-12-07T20:24:00Z,-24.5,NaN,0.0
2020-12-08T11:43:00Z,116.5,NaN,0.0
2020-12-08T20:49:00Z,-17.8,NaN,0.0
2020-12-09T12:15:00Z,100.5,NaN,0.0
2020-12-09T21:10:00Z,-9.3,NaN,0.0
2020-12-10T05:45:00Z,73.1,NaN,0.0
2020-12-10T08:23:00Z,71.1,NaN,0.0
2020-12-10T12:39:00Z,79.5,NaN,0.0
2020-12-10T21:25:00Z,-0.3,NaN,0.0
2020-12-11T05:29:00Z,87.3,NaN,0.0
2020-12-11T21:30:00Z,7.4,NaN,0.0
2020-12-12T05:43:00Z,105.4,NaN,0.0
2020-12-12T21:24:00Z,12.3,NaN,0.0
2020-12-13T06:11:00Z,124.2,NaN,0.0
2020-12-13T15:41:00Z,3.5,NaN,0.0
2020-12-14T06:48:00Z,141.0,NaN,0.0
2020-12-14T16:16:00Z,-17.1,NaN,0.0
2020-12-15T07:29:00Z,153.7,NaN,0.0
2020-12-15T16:56:00Z,-32.5,NaN,0.0
2020-12-16T08:13:00Z,160.9,NaN,0.0
2020-12-16T17:37:00Z,-42.0,NaN,0.0
2020-12-17T08:57:00Z,162.1,NaN,0.0
2020-12-17T18:16:00Z,-45.8,NaN,0.0
2020-12-18T09:42:00Z,157.6,NaN,0.0
2020-12-18T18:52:00Z,-44.5,NaN,0.0
2020-12-19T10:26:00Z,148.0,NaN,0.0
2020-12-19T19:27:00Z,-39.3,NaN,0.0
2020-12-20T11:09:00Z,134.5,NaN,0.0
2020-12-20T19:58:00Z,-31.4,NaN,0.0
2020-12-21T11:47:00Z,118.0,NaN,0.0
2020-12-21T20:25:00Z,-21.9,NaN,0.0
2020-12-22T12:19:00Z,99.5,NaN,0.0
2020-12-22T20:48:00Z,-11.6,NaN,0.0
2020-12-23T05:45:00Z,75.1,NaN,0.0
2020-12-23T08:10:00Z,73.6,NaN,0.0
2020-12-23T12:33:00Z,80.1,NaN,0.0
2020-12-23T21:06:00Z,-1.3,NaN,0.0
2020-12-24T05:27:00Z,83.5,NaN,0.0
2020-12-24T21:16:00Z,8.1,NaN,0.0
2020-12-25T05:36:00Z,92.8,NaN,0.0
2020-12-25T21:03:00Z,15.2,NaN,0.0
2020-12-26T05:52:00Z,102.1,NaN,0.0
2020-12-26T20:12:00Z,17.7,NaN,0.0
2020-12-27T06:11:00Z,111.0,NaN,0.0
2020-12-27T16:11:00Z,7.4,NaN,0.0
2020-12-28T06:35:00Z,119.2,NaN,0.0
2020-12-28T16:34:00Z,-4.9,NaN,0.0
2020-12-29T07:01:00Z,126.3,NaN,0.0
2020-12-29T17:02:00Z,-14.8,NaN,0.0
2020-12-30T07:31:00Z,132.2,NaN,0.0
2020-12-30T17:31:00Z,-22.4,NaN,0.0
2020-12-31T08:03:00Z,136.6,NaN,0.0
2020-12-31T17:57:00Z,-27.8,NaN,0.0
2021-01-01T08:34:00Z,142.9,NaN,0.0
2021-01-01T18:25:00Z,-34.3,NaN,0.0
2021-01-02T09:08:00Z,143.1,NaN,0.0
2021-01-02T18:47:00Z,-34.9,NaN,0.0
2021-01-03T09:43:00Z,139.8,NaN,0.0
2021-01-03T19:06:00Z,-32.8,NaN,0.0
2021-01-04T10:20:00Z,132.0,NaN,0.0
2021-01-04T19:26:00Z,-27.8,NaN,0.0
2021-01-05T10:57:00Z,119.1,NaN,0.0
2021-01-05T19:43:00Z,-20.4,NaN,0.0
2021-01-06T11:32:00Z,100.9,NaN,0.0
2021-01-06T19:58:00Z,-11.5,NaN,0.0
2021-01-07T04:09:00Z,74.8,NaN,0.0
2021-01-07T07:46:00Z,67.9,NaN,0.0
2021-01-07T11:59:00Z,78.3,NaN,0.0
2021-01-07T20:07:00Z,-2.8,NaN,0.0
2021-01-08T04:05:00Z,91.5,NaN,0.0
2021-01-08T20:06:00Z,3.6,NaN,0.0
2021-01-09T04:24:00Z,110.6,NaN,0.0
2021-01-09T19:56:00Z,6.3,NaN,0.0
2021-01-10T04:54:00Z,128.9,NaN,0.0
2021-01-10T15:11:00Z,2.6,NaN,0.0
2021-01-11T05:31:00Z,143.9,NaN,0.0
2021-01-11T15:36:00Z,-16.2,NaN,0.0
2021-01-12T06:15:00Z,154.2,NaN,0.0
2021-01-12T16:14:00Z,-29.7,NaN,0.0
2021-01-13T07:02:00Z,159.1,NaN,0.0
2021-01-13T16:53:00Z,-37.5,NaN,0.0
2021-01-14T07:51:00Z,159.0,NaN,0.0
2021-01-14T17:31:00Z,-40.2,NaN,0.0
2021-01-15T08:38:00Z,154.0,NaN,0.0
2021-01-15T18:05:00Z,-38.8,NaN,0.0
2021-01-16T09:24:00Z,144.9,NaN,0.0
2021-01-16T18:35:00Z,-34.0,NaN,0.0
2021-01-17T10:08:00Z,132.2,NaN,0.0
2021-01-17T19:00:00Z,-26.8,NaN,0.0
2021-01-18T10:49:00Z,116.8,NaN,0.0
2021-01-18T19:20:00Z,-18.1,NaN,0.0
2021-01-19T11:27:00Z,99.4,NaN,0.0
2021-01-19T19:36:00Z,-8.8,NaN,0.0
2021-01-20T03:51:00Z,70.9,NaN,0.0
2021-01-20T06:55:00Z,66.8,NaN,0.0
2021-01-20T12:00:00Z,80.9,NaN,0.0
2021-01-20T19:48:00Z,0.6,NaN,0.0
2021-01-21T03:46:00Z,80.6,NaN,0.0
2021-01-21T09:24:00Z,60.7,NaN,0.0
2021-01-21T12:19:00Z,62.1,NaN,0.0
2021-01-21T19:54:00Z,8.9,NaN,0.0
2021-01-22T03:58:00Z,90.8,NaN,0.0
2021-01-22T19:43:00Z,14.7,NaN,0.0
2021-01-23T04:15:00Z,100.9,NaN,0.0
2021-01-23T19:13:00Z,16.3,NaN,0.0
2021-01-24T04:37:00Z,110.3,NaN,0.0
2021-01-24T15:17:00Z,11.2,NaN,0.0
2021-01-25T05:03:00Z,118.7,NaN,0.0
2021-01-25T15:35:00Z,-1.0,NaN,0.0
2021-01-26T05:34:00Z,125.7,NaN,0.0
2021-01-26T16:05:00Z,-10.9,NaN,0.0
2021-01-27T06:10:00Z,131.5,NaN,0.0
2021-01-27T16:37:00Z,-18.4,NaN,0.0
2021-01-28T06:50:00Z,135.7,NaN,0.0
2021-01-28T17:08:00Z,-23.7,NaN,0.0
2021-01-29T07:31:00Z,138.2,NaN,0.0
2021-01-29T17:35:00Z,-26.5,NaN,0.0
2021-01-30T08:12:00Z,138.1,NaN,0.0
2021-01-30T17:55:00Z,-26.6,NaN,0.0
2021-01-31T08:54:00Z,134.2,NaN,0.0
2021-01-31T18:10:00Z,-23.8,NaN,0.0
2021-02-01T09:37:00Z,125.7,NaN,0.0
2021-02-01T18:23:00Z,-18.4,NaN,0.0
2021-02-02T10:22:00Z,112.1,NaN,0.0
2021-02-02T18:36:00Z,-11.1,NaN,0.0
2021-02-03T02:14:00Z,60.2,NaN,0.0
2021-02-03T04:31:00Z,58.2,NaN,0.0
2021-02-03T11:10:00Z,93.9,NaN,0.0
2021-02-03T18:49:00Z,-2.9,NaN,0.0
2021-02-04T02:04:00Z,75.6,NaN,0.0
2021-02-04T07:05:00Z,53.3,NaN,0.0
2021-02-04T12:00:00Z,72.3,NaN,0.0
2021-02-04T18:57:00Z,4.5,NaN,0.0
2021-02-05T02:21:00Z,93.8,NaN,0.0
2021-02-05T09:02:00Z,41.4,NaN,0.0
2021-02-05T12:52:00Z,49.1,NaN,0.0
2021-02-05T18:58:00Z,9.4,NaN,0.0
2021-02-06T02:51:00Z,112.0,NaN,0.0
2021-02-06T11:23:00Z,24.6,NaN,0.0
2021-02-06T14:03:00Z,26.8,NaN,0.0
2021-02-06T18:52:00Z,10.6,NaN,0.0
2021-02-07T03:29:00Z,127.7,NaN,0.0
2021-02-07T13:21:00Z,6.0,NaN,0.0
2021-02-08T04:12:00Z,139.4,NaN,0.0
2021-02-08T14:19:00Z,-9.4,NaN,0.0
2021-02-09T04:59:00Z,146.0,NaN,0.0
2021-02-09T15:06:00Z,-19.8,NaN,0.0
2021-02-10T05:50:00Z,147.7,NaN,0.0
2021-02-10T15:49:00Z,-25.3,NaN,0.0
2021-02-11T06:43:00Z,145.1,NaN,0.0
2021-02-11T16:30:00Z,-26.4,NaN,0.0
