tag.ID,ch,stock,sex,stat.week,year
5130,AB,NA,F,35,2021
5135,AB,NA,F,33,2020
5150,AX,Transitory,M,35,2021
5155,A,NA,F,33,2020
5170,AB,NA,F,35,2021
5175,ABW,Unalakleet,M,33,2020
5190,ABW,Unalakleet,F,35,2021
5195,ABW,Unalakleet,M,33,2020
5210,ABXB,NA,F,35,2021
5215,ABW,Unalakleet,M,33,2020
5230,AB,NA,M,35,2021
5235,ABW,Unalakleet,F,33,2020
5250,A,NA,M,35,2021
5255,ABW,Unalakleet,M,33,2020
5270,ABW,Unalakleet,F,35,2021
5275,AV,Shaktoolik,F,33,2020
5290,AB,NA,M,35,2021
5295,ABW,Unalakleet,F,33,2020
5310,ABW,Unalakleet,M,35,2021
5315,ABW,Unalakleet,M,33,2020
5330,AB,NA,F,35,2021
5335,ABW,Unalakleet,M,33,2020
5350,ABA,NA,F,35,2021
5355,ABAX,Transitory,F,33,2020
5370,AB,NA,M,35,2021
5375,AV,Shaktoolik,F,33,2020
5390,AB,NA,F,35,2021
5395,AB,NA,F,33,2020
5410,ABW,Unalakleet,M,35,2021
5415,ABX,Transitory,F,33,2020
5430,AB,NA,M,35,2021
5435,ABA,NA,M,33,2020
5450,ABW,Unalakleet,M,35,2021
5455,A,NA,F,33,2020
5470,ABW,Unalakleet,M,35,2021
5475,ABX,Transitory,F,33,2020
5490,AB,NA,F,35,2021
5495,ABX,Transitory,M,33,2020
5510,ABW,Unalakleet,F,35,2021
5515,ABW,Unalakleet,F,33,2020
5530,AB,NA,F,35,2021
5535,ABW,Unalakleet,M,33,2020
5550,A,NA,F,35,2021
5555,ABW,Unalakleet,M,33,2020
5575,ABW,Unalakleet,M,33,2020
5595,ABW,Unalakleet,F,33,2020
5615,AV,Shaktoolik,F,33,2020
5635,A,NA,F,33,2020
5655,ABW,Unalakleet,F,33,2020
5675,ABX,Transitory,F,33,2020
5695,ABA,NA,M,33,2020
5715,ABX,Transitory,F,33,2020
5735,ABW,Unalakleet,M,33,2020
5755,AV,Shaktoolik,F,33,2020
5775,AB,NA,M,33,2020
5795,ABW,Unalakleet,F,33,2020
5815,ABW,Unalakleet,M,33,2020
5835,AX,Transitory,F,33,2020
5855,ABXB,NA,F,33,2020
5875,ABX,Transitory,F,33,2020
5895,AB,NA,M,33,2020
5915,ABW,Unalakleet,F,33,2020
5935,AB,NA,M,33,2020
5955,ABW,Unalakleet,M,33,2020
5975,AB,NA,F,33,2020
5995,ABX,Transitory,F,33,2020
6015,AV,Shaktoolik,M,33,2020
6035,A,NA,M,33,2020
6055,ABW,Unalakleet,M,33,2020
6075,AV,Shaktoolik,F,33,2020
6095,ABW,Unalakleet,F,33,2020
6115,ABW,Unalakleet,F,33,2020
6135,ABW,Unalakleet,F,33,2020
6155,AB,NA,M,33,2020
6175,ABW,Unalakleet,M,33,2020
6195,A,NA,M,33,2020
6215,AV,Shaktoolik,F,33,2020
6235,AB,NA,F,33,2020
6255,AB,NA,M,33,2020
6275,AV,Shaktoolik,M,33,2020
6295,AB,NA,F,33,2020
6315,AV,Shaktoolik,F,33,2020
6335,ABX,Transitory,M,33,2020
6355,AB,NA,F,33,2020
6375,AX,Transitory,F,33,2020
6395,AV,Shaktoolik,F,33,2020
6415,ABX,Transitory,M,34,2020
6435,A,NA,M,34,2020
6455,A,NA,F,34,2020
6475,AV,Shaktoolik,F,34,2020
6495,A,NA,F,34,2020
6515,AB,NA,M,34,2020
6535,AV,Shaktoolik,M,34,2020
6555,AV,Shaktoolik,M,34,2020
6575,ABW,Unalakleet,F,34,2020
6595,AV,Shaktoolik,F,34,2020
6615,AXAB,NA,M,34,2020
6635,ABX,Transitory,M,34,2020
6655,AV,Shaktoolik,M,34,2020
6675,AV,Shaktoolik,F,34,2020
6695,AV,Shaktoolik,F,34,2020
6715,AV,Shaktoolik,F,34,2020
6735,A,NA,M,34,2020
6755,ABW,Unalakleet,F,34,2020
6775,AXA,NA,M,34,2020
6815,ABW,Unalakleet,M,34,2020
6835,ABAB,NA,F,34,2020
6855,A,NA,F,34,2020
6875,AV,Shaktoolik,M,34,2020
6895,AV,Shaktoolik,M,34,2020
6915,A,NA,F,34,2020
6935,AV,Shaktoolik,F,34,2020
6955,ABW,Unalakleet,M,34,2020
6975,AV,Shaktoolik,M,34,2020
6995,ABW,Unalakleet,M,34,2020
7015,ABW,Unalakleet,M,34,2020
7035,AV,Shaktoolik,M,34,2020
7055,ABX,Transitory,M,34,2020
7075,AV,Shaktoolik,F,34,2020
7115,AV,Shaktoolik,M,34,2020
7135,ABW,Unalakleet,M,34,2020
7155,AV,Shaktoolik,M,34,2020
7175,AV,Shaktoolik,M,34,2020
7195,AV,Shaktoolik,F,34,2020
7215,ABW,Unalakleet,M,35,2020
7235,ABW,Unalakleet,M,35,2020
7255,AB,NA,F,35,2020
7275,AB,NA,F,35,2020
7295,AV,Shaktoolik,M,35,2020
7315,AB,NA,F,35,2020
7335,AB,NA,F,35,2020
7355,AV,Shaktoolik,F,35,2020
7375,AB,NA,M,35,2020
7395,ABW,Unalakleet,F,35,2020
7415,ABW,Unalakleet,M,35,2020
7435,AB,NA,F,35,2020
7475,ABW,Unalakleet,F,35,2020
7495,ABA,NA,F,35,2020
7515,AB,NA,F,35,2020
7535,AB,NA,F,35,2020
7555,AB,NA,M,35,2020
7575,AB,NA,F,35,2020
7595,A,NA,M,35,2020
7615,AXAV,Shaktoolik,F,35,2020
7635,AB,NA,F,35,2020
7655,ABA,NA,F,35,2020
7675,AX,Transitory,M,35,2020
7695,ABX,Transitory,M,35,2020
7715,AB,NA,M,35,2020
7735,A,NA,F,35,2020
7755,A,NA,F,35,2020
7775,A,NA,F,35,2020
7815,AV,Shaktoolik,F,35,2020
7835,ABW,Unalakleet,M,35,2020
7875,AB,NA,F,35,2020
7895,ABX,Transitory,F,35,2020
7915,A,NA,F,35,2020
7935,AV,Shaktoolik,F,35,2020
7955,ABW,Unalakleet,F,35,2020
7975,AV,Shaktoolik,M,35,2020
7995,AB,NA,F,35,2020
