tag.ID,date.time,lat,long,sex
1895,8/18/2020 17:56,63.953644,-160.863799,F
1895,9/2/2020 7:26,63.953644,-160.863799,F
1895,9/2/2020 16:24,63.953644,-160.863799,F
1895,9/4/2020 7:04,63.953644,-160.863799,F
1915,8/12/2020 11:13,63.95433,-160.85193,M
1915,8/12/2020 13:59,63.953644,-160.863799,M
1915,8/14/2020 16:50,63.95299,-160.888171,M
1915,8/18/2020 23:22,64.042944,-160.888673,M
1930,8/24/2021 10:39,63.99048,-160.89789,M
1930,8/25/2021 14:41,64.131239,-160.964123,M
1935,8/12/2020 11:30,63.95433,-160.85193,M
1935,8/12/2020 11:41,63.95299,-160.888171,M
1935,8/15/2020 12:36,63.953142,-160.882113,M
1955,8/12/2020 11:30,63.95433,-160.85193,F
1955,8/12/2020 11:37,63.95299,-160.888171,F
1955,8/13/2020 3:01,63.953337,-160.876021,F
1955,8/19/2020 16:35,64.042944,-160.888673,F
1970,8/24/2021 10:43,63.99048,-160.89789,F
1970,8/25/2021 13:00,63.555623,-161.051248,F
1975,8/12/2020 11:30,63.95433,-160.85193,M
1975,8/12/2020 11:46,63.953142,-160.882113,M
1975,8/14/2020 2:39,63.953337,-160.876021,M
1975,8/15/2020 7:27,63.555623,-161.051248,M
1990,8/24/2021 10:46,63.99048,-160.89789,F
1990,8/26/2021 5:09,64.131144,-160.970255,F
1990,8/27/2021 6:37,64.131239,-160.964123,F
1995,8/12/2020 11:33,63.95433,-160.85193,M
1995,8/12/2020 12:33,63.953337,-160.876021,M
1995,8/13/2020 8:21,63.555623,-161.051248,M
2010,8/24/2021 11:02,63.99048,-160.89789,M
2010,9/5/2021 12:00,63.555623,-161.051248,M
2015,8/12/2020 11:36,63.95433,-160.85193,M
2015,8/12/2020 11:45,63.953142,-160.882113,M
2015,8/13/2020 11:52,63.557764,-161.056892,M
2015,8/15/2020 12:00,63.555623,-161.051248,M
2030,8/24/2021 11:15,63.99048,-160.89789,F
2030,8/24/2021 16:23,63.953475,-160.869926,F
2030,8/24/2021 23:59,63.555623,-161.051248,F
2035,8/12/2020 11:38,64.02222,-160.91503,M
2035,8/12/2020 13:01,63.953644,-160.863799,M
2035,8/13/2020 14:23,63.953841,-160.857668,M
2035,8/14/2020 7:51,63.953841,-160.857668,M
2035,8/15/2020 15:01,63.692109,-160.888144,M
2035,8/15/2020 23:26,63.547179,-161.123543,M
2055,8/12/2020 11:52,63.95433,-160.85193,M
2055,8/12/2020 11:56,63.953142,-160.882113,M
2055,8/13/2020 19:48,63.691418,-160.88228,M
2055,8/14/2020 12:47,63.547179,-161.123543,M
2075,8/12/2020 11:51,63.95433,-160.85193,F
2075,8/12/2020 12:20,63.953142,-160.882113,F
2090,8/24/2021 11:22,63.99048,-160.89789,F
2090,8/24/2021 15:47,63.953337,-160.876021,F
2090,8/25/2021 13:22,63.557764,-161.056892,F
2095,8/12/2020 11:55,63.95433,-160.85193,M
