"","tag.ID","ymd.hms","array","lat","long","sex","species","stock","unix"
"7301",5215,2020-08-11 11:13:00,"C",64.18224,-160.95687,"M","coho","Unalakleet",1597144380
"827",5215,2020-08-11 20:28:00,"4",64.130854,-160.98861,"M","coho","Unalakleet",1597177680
"826",5215,2020-08-12 14:30:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597242600
"825",5215,2020-08-12 21:51:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597269060
"4791",5235,2020-08-11 11:13:00,"C",64.18224,-160.95687,"F","coho","Unalakleet",1597144380
"832",5235,2020-08-12 08:06:00,"4",64.131239,-160.964123,"F","coho","Unalakleet",1597219560
"831",5235,2020-08-12 15:14:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1597245240
"830",5235,2020-08-13 08:08:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1597306080
"6341",5255,2020-08-11 11:15:00,"C",64.18224,-160.95687,"M","coho","Unalakleet",1597144500
"834",5255,2020-08-11 22:59:00,"4",64.130854,-160.98861,"M","coho","Unalakleet",1597186740
"833",5255,2020-08-12 11:26:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597231560
"1774",5255,2020-08-12 19:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597258800
"4491",5270,2021-08-23 13:11:00,"C",64.18222,-160.95553,"F","coho","Unalakleet",1629724260
"836",5270,2021-08-23 16:41:00,"4",64.131144,-160.970255,"F","coho","Unalakleet",1629736860
"835",5270,2021-08-25 13:20:00,"U",63.557764,-161.056892,"F","coho","Unalakleet",1629897600
"8210",5295,2020-08-11 11:20:00,"C",64.18224,-160.95687,"F","coho","Unalakleet",1597144800
"842",5295,2020-08-12 10:58:00,"4",64.131144,-160.970255,"F","coho","Unalakleet",1597229880
"841",5295,2020-08-18 12:24:00,"E",64.039991,-160.900489,"F","coho","Unalakleet",1597753440
"7001",5310,2021-08-23 13:29:00,"C",64.18222,-160.95553,"M","coho","Unalakleet",1629725340
"845",5310,2021-08-24 09:25:00,"4",64.131144,-160.970255,"M","coho","Unalakleet",1629797100
"844",5310,2021-08-24 17:12:00,"5",63.953475,-160.869926,"M","coho","Unalakleet",1629825120
"843",5310,2021-08-25 03:13:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1629861180
"4881",5315,2020-08-11 11:39:00,"C",64.18224,-160.95687,"M","coho","Unalakleet",1597145940
"847",5315,2020-08-13 03:05:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597287900
"846",5315,2020-08-13 11:16:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597317360
"1775",5315,2020-08-13 15:15:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597331700
"5041",5335,2020-08-11 11:42:00,"C",64.18224,-160.95687,"M","coho","Unalakleet",1597146120
"851",5335,2020-08-13 11:34:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597318440
"849",5335,2020-08-13 17:36:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597340160
"850",5335,2020-08-14 02:40:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597372800
"1776",5335,2020-08-14 09:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597395600
"4101",5355,2020-08-11 13:44:00,"C",64.24019,-160.98668,"F","coho","Transitory",1597153440
"854",5355,2020-08-13 07:08:00,"4",64.131287,-160.957982,"F","coho","Transitory",1597302480
"855",5355,2020-08-14 06:59:00,"3",64.376093,-161.533817,"F","coho","Transitory",1597388340
"2831",5375,2020-08-11 14:05:00,"C",64.24019,-160.98668,"F","coho","Shaktoolik",1597154700
"857",5375,2020-08-17 00:39:00,"T",64.320926,-161.107788,"F","coho","Shaktoolik",1597624740
"8871",5410,2021-08-23 13:56:00,"C",64.18222,-160.95553,"M","coho","Unalakleet",1629726960
"861",5410,2021-08-23 20:51:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1629751860
"860",5410,2021-08-24 15:06:00,"5",63.953475,-160.869926,"M","coho","Unalakleet",1629817560
"1777",5410,2021-08-24 23:59:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1629849540
"4561",5415,2020-08-11 14:56:00,"C",64.24019,-160.98668,"F","coho","Transitory",1597157760
"865",5415,2020-08-12 08:03:00,"4",64.131287,-160.957982,"F","coho","Transitory",1597219380
"864",5415,2020-08-12 16:49:00,"5",63.953142,-160.882113,"F","coho","Transitory",1597250940
"863",5415,2020-08-13 03:51:00,"6",63.691418,-160.88228,"F","coho","Transitory",1597290660
"862",5415,2020-08-13 14:40:00,"7",63.547179,-161.123543,"F","coho","Transitory",1597329600
"8901",5450,2021-08-23 14:02:00,"C",64.18222,-160.95553,"M","coho","Unalakleet",1629727320
"871",5450,2021-08-24 14:51:00,"4",64.131144,-160.970255,"M","coho","Unalakleet",1629816660
"1778",5450,2021-09-03 12:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1630670400
"7801",5470,2021-08-23 14:05:00,"C",64.18222,-160.95553,"M","coho","Unalakleet",1629727500
"874",5470,2021-08-23 17:55:00,"4",64.131144,-160.970255,"M","coho","Unalakleet",1629741300
"873",5470,2021-08-24 08:10:00,"5",63.953475,-160.869926,"M","coho","Unalakleet",1629792600
"872",5470,2021-08-24 19:53:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1629834780
"5141",5475,2020-08-12 09:48:00,"C",64.18191,-160.9575,"F","coho","Transitory",1597225680
"878",5475,2020-08-13 10:02:00,"4",64.131287,-160.957982,"F","coho","Transitory",1597312920
"877",5475,2020-08-13 16:40:00,"5",63.95299,-160.888171,"F","coho","Transitory",1597336800
"876",5475,2020-08-14 12:09:00,"6",63.691418,-160.88228,"F","coho","Transitory",1597406940
"875",5475,2020-08-14 19:57:00,"7",63.547179,-161.123543,"F","coho","Transitory",1597435020
"4301",5495,2020-08-12 10:16:00,"C",64.18191,-160.9575,"M","coho","Transitory",1597227360
"883",5495,2020-08-12 17:53:00,"4",64.131239,-160.964123,"M","coho","Transitory",1597254780
"884",5495,2020-08-14 08:25:00,"4",64.131287,-160.957982,"M","coho","Transitory",1597393500
"882",5495,2020-08-14 14:58:00,"5",63.95299,-160.888171,"M","coho","Transitory",1597417080
"881",5495,2020-08-15 00:55:00,"6",63.690645,-160.876555,"M","coho","Transitory",1597452900
"880",5495,2020-08-15 15:17:00,"7",63.547179,-161.123543,"M","coho","Transitory",1597504620
"7011",5510,2021-08-23 14:23:00,"C",64.18222,-160.95553,"F","coho","Unalakleet",1629728580
"886",5510,2021-08-24 10:04:00,"4",64.131052,-160.976405,"F","coho","Unalakleet",1629799440
"885",5510,2021-08-24 17:22:00,"5",63.953475,-160.869926,"F","coho","Unalakleet",1629825720
"1779",5510,2021-08-25 12:00:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1629892800
"5611",5515,2020-08-12 10:18:00,"C",64.18191,-160.9575,"F","coho","Unalakleet",1597227480
"889",5515,2020-08-13 16:18:00,"4",64.131287,-160.957982,"F","coho","Unalakleet",1597335480
"888",5515,2020-08-13 22:49:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597358940
"887",5515,2020-08-14 15:07:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597417620
"4241",5535,2020-08-12 10:15:00,"C",64.18191,-160.9575,"M","coho","Unalakleet",1597227300
"892",5535,2020-08-14 20:06:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1597435560
"891",5535,2020-08-15 18:16:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597515360
"7321",5555,2020-08-12 10:30:00,"C",64.18191,-160.9575,"M","coho","Unalakleet",1597228200
"895",5555,2020-08-12 15:31:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597246260
"894",5555,2020-08-13 14:20:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597328400
"893",5555,2020-08-13 20:54:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597352040
"5211",5575,2020-08-12 10:31:00,"C",64.18191,-160.9575,"M","coho","Unalakleet",1597228260
"898",5575,2020-08-13 18:01:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597341660
"897",5575,2020-08-14 09:00:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597395600
"896",5575,2020-08-14 21:04:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597439040
"4091",5595,2020-08-12 10:32:00,"C",64.18191,-160.9575,"F","coho","Unalakleet",1597228320
"900",5595,2020-08-13 19:06:00,"4",64.131287,-160.957982,"F","coho","Unalakleet",1597345560
"899",5595,2020-08-14 12:56:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597409760
"1780",5595,2020-08-15 12:00:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597492800
"4031",5615,2020-08-12 10:42:00,"C",64.18191,-160.9575,"F","coho","Shaktoolik",1597228920
"901",5615,2020-08-15 23:08:00,"S",64.368624,-161.112718,"F","coho","Shaktoolik",1597532880
"4321",5655,2020-08-12 10:56:00,"C",64.18191,-160.9575,"F","coho","Unalakleet",1597229760
"905",5655,2020-08-12 20:34:00,"4",64.131287,-160.957982,"F","coho","Unalakleet",1597264440
"904",5655,2020-08-13 10:11:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597313460
"903",5655,2020-08-13 20:11:00,"6",63.691418,-160.88228,"F","coho","Unalakleet",1597349460
"902",5655,2020-08-15 15:31:00,"G",63.860209,-160.697523,"F","coho","Unalakleet",1597505460
"17610",5675,2020-08-12 11:10:00,"C",64.18191,-160.9575,"F","coho","Transitory",1597230600
"908",5675,2020-08-20 10:01:00,"5",63.953142,-160.882113,"F","coho","Transitory",1597917660
"907",5675,2020-08-20 22:02:00,"6",63.690645,-160.876555,"F","coho","Transitory",1597960920
"906",5675,2020-08-21 14:13:00,"7",63.547179,-161.123543,"F","coho","Transitory",1598019180
"3381",5715,2020-08-12 11:27:00,"C",64.18191,-160.9575,"F","coho","Transitory",1597231620
"915",5715,2020-08-13 08:39:00,"4",64.131052,-160.976405,"F","coho","Transitory",1597307940
"914",5715,2020-08-13 17:06:00,"5",63.95299,-160.888171,"F","coho","Transitory",1597338360
"913",5715,2020-08-14 20:26:00,"6",63.691418,-160.88228,"F","coho","Transitory",1597436760
"911",5715,2020-08-16 06:15:00,"G",63.860209,-160.697523,"F","coho","Transitory",1597558500
"912",5715,2020-08-16 18:50:00,"7",63.547179,-161.123543,"F","coho","Transitory",1597603800
"7031",5735,2020-08-12 11:27:00,"C",64.18191,-160.9575,"M","coho","Unalakleet",1597231620
"917",5735,2020-08-12 19:53:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597261980
"916",5735,2020-08-13 04:34:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597293240
"1781",5735,2020-08-14 09:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597395600
"2261",5755,2020-08-12 11:57:00,"C",64.18191,-160.9575,"F","coho","Shaktoolik",1597233420
"918",5755,2020-08-19 19:18:00,"S",64.368624,-161.112718,"F","coho","Shaktoolik",1597864680
"7501",5795,2020-08-12 12:24:00,"C",64.18191,-160.9575,"F","coho","Unalakleet",1597235040
"922",5795,2020-08-12 23:11:00,"4",64.131287,-160.957982,"F","coho","Unalakleet",1597273860
"921",5795,2020-08-13 12:33:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597321980
"920",5795,2020-08-13 20:43:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597351380
"7591",5815,2020-08-12 12:42:00,"C",64.18191,-160.9575,"M","coho","Unalakleet",1597236120
"925",5815,2020-08-12 21:07:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597266420
"924",5815,2020-08-13 12:21:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597321260
"923",5815,2020-08-13 20:09:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597349340
"8610",5835,2020-08-12 12:43:00,"C",64.18191,-160.9575,"F","coho","Transitory",1597236180
"927",5835,2020-08-14 07:40:00,"3",64.376093,-161.533817,"F","coho","Transitory",1597390800
"928",5835,2020-08-14 16:00:00,"2",64.540824,-161.380421,"F","coho","Transitory",1597420800
"926",5835,2020-08-17 07:02:00,"N",64.548801,-160.852381,"F","coho","Transitory",1597647720
"3691",5875,2020-08-12 13:21:00,"C",64.18191,-160.9575,"F","coho","Transitory",1597238460
"937",5875,2020-08-12 20:24:00,"4",64.131287,-160.957982,"F","coho","Transitory",1597263840
"936",5875,2020-08-13 13:18:00,"5",63.953142,-160.882113,"F","coho","Transitory",1597324680
"935",5875,2020-08-14 19:22:00,"6",63.690645,-160.876555,"F","coho","Transitory",1597432920
"934",5875,2020-08-15 10:03:00,"7",63.547179,-161.123543,"F","coho","Transitory",1597485780
"3601",5915,2020-08-12 13:35:00,"C",64.18191,-160.9575,"F","coho","Unalakleet",1597239300
"942",5915,2020-08-12 18:18:00,"4",64.131052,-160.976405,"F","coho","Unalakleet",1597256280
"943",5915,2020-08-14 23:38:00,"4",64.131287,-160.957982,"F","coho","Unalakleet",1597448280
"941",5915,2020-08-15 08:11:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1597479060
"940",5915,2020-08-15 14:46:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597502760
"6191",5955,2020-08-12 14:05:00,"C",64.18191,-160.9575,"M","coho","Unalakleet",1597241100
"947",5955,2020-08-12 17:10:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597252200
"946",5955,2020-08-13 06:56:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597301760
"945",5955,2020-08-13 15:29:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1597332540
"4501",5995,2020-08-12 14:05:00,"C",64.18191,-160.9575,"F","coho","Transitory",1597241100
"952",5995,2020-08-12 17:59:00,"4",64.131287,-160.957982,"F","coho","Transitory",1597255140
"951",5995,2020-08-13 11:54:00,"5",63.95299,-160.888171,"F","coho","Transitory",1597319640
"950",5995,2020-08-14 03:44:00,"6",63.691418,-160.88228,"F","coho","Transitory",1597376640
"949",5995,2020-08-14 14:11:00,"7",63.547179,-161.123543,"F","coho","Transitory",1597414260
"3701",6015,2020-08-12 14:18:00,"C",64.18191,-160.9575,"M","coho","Shaktoolik",1597241880
"953",6015,2020-08-15 10:55:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1597488900
"7941",6055,2020-08-12 14:18:00,"C",64.18191,-160.9575,"M","coho","Unalakleet",1597241880
"956",6055,2020-08-12 20:27:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597264020
"955",6055,2020-08-13 11:02:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1597316520
"954",6055,2020-08-13 18:36:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1597343760
"3171",6075,2020-08-12 14:19:00,"C",64.18191,-160.9575,"F","coho","Shaktoolik",1597241940
"957",6075,2020-08-16 08:48:00,"S",64.366297,-161.093039,"F","coho","Shaktoolik",1597567680
"5871",6095,2020-08-12 14:33:00,"C",64.18191,-160.9575,"F","coho","Unalakleet",1597242780
"960",6095,2020-08-13 08:01:00,"4",64.131144,-160.970255,"F","coho","Unalakleet",1597305660
"959",6095,2020-08-13 14:58:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597330680
"958",6095,2020-08-14 06:50:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597387800
"7981",6115,2020-08-12 14:35:00,"C",64.18191,-160.9575,"F","coho","Unalakleet",1597242900
"963",6115,2020-08-12 19:40:00,"4",64.130941,-160.982481,"F","coho","Unalakleet",1597261200
"962",6115,2020-08-13 10:01:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597312860
"961",6115,2020-08-13 18:11:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597342260
"8810",6135,2020-08-12 15:00:00,"C",64.18191,-160.9575,"F","coho","Unalakleet",1597244400
"965",6135,2020-08-12 20:26:00,"4",64.130854,-160.98861,"F","coho","Unalakleet",1597263960
"964",6135,2020-08-17 21:45:00,"E",64.042944,-160.888673,"F","coho","Unalakleet",1597700700
"8911",6175,2020-08-12 15:10:00,"C",64.18191,-160.9575,"M","coho","Unalakleet",1597245000
"968",6175,2020-08-14 08:53:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1597395180
"967",6175,2020-08-22 14:48:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598107680
"1782",6175,2020-08-22 17:00:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598115600
"4911",6215,2020-08-13 09:32:00,"C",64.29974,-161.10029,"F","coho","Shaktoolik",1597311120
"1755",6215,2020-08-15 12:00:00,"S",64.366297,-161.093039,"F","coho","Shaktoolik",1597492800
"3711",6275,2020-08-13 09:46:00,"C",64.29974,-161.10029,"M","coho","Shaktoolik",1597311960
"971",6275,2020-08-16 06:21:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1597558860
"5651",6315,2020-08-13 10:01:00,"C",64.29974,-161.10029,"F","coho","Shaktoolik",1597312860
"974",6315,2020-08-15 13:51:00,"S",64.368624,-161.112718,"F","coho","Shaktoolik",1597499460
"3641",6335,2020-08-13 10:43:00,"C",64.29974,-161.10029,"M","coho","Transitory",1597315380
"980",6335,2020-08-13 19:40:00,"4",64.131287,-160.957982,"M","coho","Transitory",1597347600
"978",6335,2020-08-14 08:39:00,"5",63.953142,-160.882113,"M","coho","Transitory",1597394340
"979",6335,2020-08-15 02:10:00,"5",63.95299,-160.888171,"M","coho","Transitory",1597457400
"976",6335,2020-08-15 18:04:00,"6",63.691418,-160.88228,"M","coho","Transitory",1597514640
"977",6335,2020-08-16 05:12:00,"6",63.691418,-160.88228,"M","coho","Transitory",1597554720
"975",6335,2020-08-16 09:35:00,"7",63.547179,-161.123543,"M","coho","Transitory",1597570500
"9010",6375,2020-08-13 10:59:00,"C",64.29974,-161.10029,"F","coho","Transitory",1597316340
"983",6375,2020-08-14 14:48:00,"3",64.376093,-161.533817,"F","coho","Transitory",1597416480
"984",6375,2020-08-14 20:38:00,"2",64.548512,-161.386132,"F","coho","Transitory",1597437480
"982",6375,2020-08-15 08:33:00,"N",64.548801,-160.852381,"F","coho","Transitory",1597480380
"4781",6395,2020-08-13 11:03:00,"C",64.29974,-161.10029,"F","coho","Shaktoolik",1597316580
"985",6395,2020-08-15 07:59:00,"T",64.320926,-161.107788,"F","coho","Shaktoolik",1597478340
"2341",6415,2020-08-17 11:37:00,"C",64.30146,-161.10429,"M","coho","Transitory",1597664220
"990",6415,2020-08-19 21:43:00,"3",64.371604,-161.541044,"M","coho","Transitory",1597873380
"992",6415,2020-08-20 12:48:00,"2",64.535826,-161.37641,"M","coho","Transitory",1597927680
"991",6415,2020-08-20 21:00:00,"3",64.371604,-161.541044,"M","coho","Transitory",1597957200
"989",6415,2020-08-21 20:13:00,"4",64.131287,-160.957982,"M","coho","Transitory",1598040780
"988",6415,2020-08-22 11:50:00,"5",63.95299,-160.888171,"M","coho","Transitory",1598097000
"987",6415,2020-08-22 22:11:00,"6",63.691418,-160.88228,"M","coho","Transitory",1598134260
"986",6415,2020-08-23 11:48:00,"7",63.547179,-161.123543,"M","coho","Transitory",1598183280
"2741",6475,2020-08-17 12:16:00,"C",64.30146,-161.10429,"F","coho","Shaktoolik",1597666560
"993",6475,2020-08-22 05:27:00,"S",64.368624,-161.112718,"F","coho","Shaktoolik",1598074020
"4131",6535,2020-08-17 13:42:00,"C",64.30146,-161.10429,"M","coho","Shaktoolik",1597671720
"995",6535,2020-08-21 01:22:00,"S",64.366297,-161.093039,"M","coho","Shaktoolik",1597972920
"2721",6555,2020-08-17 13:49:00,"C",64.30146,-161.10429,"M","coho","Shaktoolik",1597672140
"996",6555,2020-08-22 07:15:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1598080500
"4381",6575,2020-08-17 14:23:00,"C",64.30146,-161.10429,"F","coho","Unalakleet",1597674180
"999",6575,2020-08-18 18:14:00,"4",64.131239,-160.964123,"F","coho","Unalakleet",1597774440
"998",6575,2020-08-19 03:47:00,"5",63.95299,-160.888171,"F","coho","Unalakleet",1597808820
"997",6575,2020-08-20 17:17:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597943820
"3421",6595,2020-08-17 14:48:00,"C",64.30146,-161.10429,"F","coho","Shaktoolik",1597675680
"1000",6595,2020-08-21 20:41:00,"S",64.368624,-161.112718,"F","coho","Shaktoolik",1598042460
"3661",6635,2020-08-17 15:08:00,"C",64.30146,-161.10429,"M","coho","Transitory",1597676880
"1004",6635,2020-08-20 02:08:00,"6",63.692845,-160.893966,"M","coho","Transitory",1597889280
"1003",6635,2020-08-20 12:16:00,"7",63.548007,-161.129208,"M","coho","Transitory",1597925760
"4831",6655,2020-08-17 15:20:00,"C",64.30146,-161.10429,"M","coho","Shaktoolik",1597677600
"1005",6655,2020-08-19 12:05:00,"T",64.318634,-161.122722,"M","coho","Shaktoolik",1597838700
"7731",6675,2020-08-17 15:33:00,"C",64.30146,-161.10429,"F","coho","Shaktoolik",1597678380
"1006",6675,2020-08-18 21:52:00,"S",64.368624,-161.112718,"F","coho","Shaktoolik",1597787520
"5881",6695,2020-08-17 15:53:00,"C",64.30146,-161.10429,"F","coho","Shaktoolik",1597679580
"1007",6695,2020-08-19 08:09:00,"S",64.368624,-161.112718,"F","coho","Shaktoolik",1597824540
"3061",6715,2020-08-17 16:15:00,"C",64.30146,-161.10429,"F","coho","Shaktoolik",1597680900
"1008",6715,2020-08-21 15:51:00,"S",64.366297,-161.093039,"F","coho","Shaktoolik",1598025060
"5431",6755,2020-08-18 13:41:00,"C",64.27301,-161.04781,"F","coho","Unalakleet",1597758060
"1011",6755,2020-08-19 10:16:00,"4",64.131287,-160.957982,"F","coho","Unalakleet",1597832160
"1010",6755,2020-08-20 15:06:00,"5",63.953142,-160.882113,"F","coho","Unalakleet",1597935960
"1009",6755,2020-08-20 21:35:00,"U",63.555623,-161.051248,"F","coho","Unalakleet",1597959300
"3431",6775,2020-08-18 13:43:00,"C",64.27301,-161.04781,"M","coho","Transitory",1597758180
"1012",6775,2020-08-20 07:02:00,"3",64.371604,-161.541044,"M","coho","Transitory",1597906920
"1013",6775,2020-08-22 19:35:00,"3",64.371604,-161.541044,"M","coho","Transitory",1598124900
"4391",6815,2020-08-18 15:03:00,"C",64.27301,-161.04781,"M","coho","Unalakleet",1597762980
"1018",6815,2020-08-19 21:03:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1597870980
"1017",6815,2020-08-20 18:11:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1597947060
"1016",6815,2020-08-21 17:42:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598031720
"3971",6875,2020-08-20 09:33:00,"C",64.31762,-161.13248,"M","coho","Shaktoolik",1597915980
"1027",6875,2020-08-23 23:23:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1598224980
"4541",6935,2020-08-20 11:00:00,"C",64.31762,-161.13248,"F","coho","Shaktoolik",1597921200
"1030",6935,2020-08-22 10:05:00,"S",64.366297,-161.093039,"F","coho","Shaktoolik",1598090700
"4181",6955,2020-08-20 11:00:00,"C",64.31762,-161.13248,"M","coho","Unalakleet",1597921200
"1033",6955,2020-08-21 17:27:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1598030820
"1032",6955,2020-08-22 11:24:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598095440
"1031",6955,2020-08-23 21:10:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1598217000
"3301",6975,2020-08-20 11:15:00,"C",64.31762,-161.13248,"M","coho","Shaktoolik",1597922100
"1034",6975,2020-08-24 21:52:00,"T",64.320926,-161.107788,"M","coho","Shaktoolik",1598305920
"4961",6995,2020-08-20 11:36:00,"C",64.31762,-161.13248,"M","coho","Unalakleet",1597923360
"1037",6995,2020-08-22 10:31:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1598092260
"1036",6995,2020-08-22 16:37:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598114220
"1035",6995,2020-08-23 02:46:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598150760
"4221",7015,2020-08-20 12:05:00,"C",64.31762,-161.13248,"M","coho","Unalakleet",1597925100
"1041",7015,2020-08-22 00:28:00,"4",64.131239,-160.964123,"M","coho","Unalakleet",1598056080
"1039",7015,2020-08-22 17:46:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598118360
"1040",7015,2020-08-23 09:51:00,"5",63.953142,-160.882113,"M","coho","Unalakleet",1598176260
"1038",7015,2020-08-23 20:43:00,"U",63.557764,-161.056892,"M","coho","Unalakleet",1598215380
"3631",7055,2020-08-20 12:39:00,"C",64.31762,-161.13248,"M","coho","Transitory",1597927140
"1048",7055,2020-08-21 21:14:00,"4",64.131239,-160.964123,"M","coho","Transitory",1598044440
"1047",7055,2020-08-22 12:25:00,"5",63.95299,-160.888171,"M","coho","Transitory",1598099100
"1046",7055,2020-08-23 00:52:00,"6",63.690645,-160.876555,"M","coho","Transitory",1598143920
"1045",7055,2020-08-23 12:30:00,"7",63.550473,-161.146236,"M","coho","Transitory",1598185800
"3461",7075,2020-08-20 12:49:00,"C",64.31762,-161.13248,"F","coho","Shaktoolik",1597927740
"1049",7075,2020-08-24 17:42:00,"S",64.368624,-161.112718,"F","coho","Shaktoolik",1598290920
"7691",7115,2020-08-20 13:12:00,"C",64.31762,-161.13248,"M","coho","Shaktoolik",1597929120
"1050",7115,2020-08-21 19:40:00,"S",64.366297,-161.093039,"M","coho","Shaktoolik",1598038800
"5741",7135,2020-08-20 13:15:00,"C",64.31762,-161.13248,"M","coho","Unalakleet",1597929300
"1053",7135,2020-08-21 17:11:00,"4",64.131052,-160.976405,"M","coho","Unalakleet",1598029860
"1052",7135,2020-08-22 10:29:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598092140
"1051",7135,2020-08-22 15:59:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598111940
"7491",7155,2020-08-20 14:37:00,"C",64.28782,-161.07748,"M","coho","Shaktoolik",1597934220
"1054",7155,2020-08-21 23:00:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1598050800
"5721",7175,2020-08-20 14:50:00,"C",64.28782,-161.07748,"M","coho","Shaktoolik",1597935000
"1055",7175,2020-08-22 17:48:00,"S",64.366297,-161.093039,"M","coho","Shaktoolik",1598118480
"4941",7195,2020-08-20 14:50:00,"C",64.28782,-161.07748,"F","coho","Shaktoolik",1597935000
"1056",7195,2020-08-23 06:26:00,"S",64.368624,-161.112718,"F","coho","Shaktoolik",1598163960
"5401",7215,2020-08-24 14:26:00,"C",64.30094,-161.10243,"M","coho","Unalakleet",1598279160
"1059",7215,2020-08-26 08:33:00,"4",64.131052,-160.976405,"M","coho","Unalakleet",1598430780
"1058",7215,2020-08-26 14:29:00,"5",63.95299,-160.888171,"M","coho","Unalakleet",1598452140
"1057",7215,2020-08-26 22:38:00,"U",63.555623,-161.051248,"M","coho","Unalakleet",1598481480
"9910",7235,2020-08-24 14:54:00,"C",64.30094,-161.10243,"M","coho","Unalakleet",1598280840
"1061",7235,2020-08-25 14:53:00,"4",64.131287,-160.957982,"M","coho","Unalakleet",1598367180
"1060",7235,2020-08-28 23:41:00,"E",64.042944,-160.888673,"M","coho","Unalakleet",1598658060
"3411",7295,2020-08-24 16:39:00,"C",64.27122,-161.04342,"M","coho","Shaktoolik",1598287140
"1065",7295,2020-08-28 21:48:00,"S",64.368624,-161.112718,"M","coho","Shaktoolik",1598651280
"3481",7355,2020-08-24 18:11:00,"C",64.31762,-161.13248,"F","coho","Shaktoolik",1598292660
