"id","receiver line","sex","arrive","depart"
75,"SBI","M",2011-08-31 15:25:31,2011-08-31 15:33:11
75,"SBO","M",2011-08-31 15:33:36,2011-08-31 15:33:36
75,"SBI","M",2011-08-31 15:40:57,2011-08-31 15:40:57
75,"SBO","M",2011-08-31 15:53:45,2011-08-31 15:58:54
75,"SBI","M",2011-08-31 16:04:41,2011-08-31 16:08:28
75,"SBO","M",2011-08-31 16:08:29,2011-08-31 16:08:29
75,"SBI","M",2011-08-31 16:41:44,2011-08-31 18:06:53
75,"SBO","M",2011-08-31 18:10:21,2011-08-31 18:10:21
75,"SBI","M",2011-08-31 18:18:42,2011-08-31 18:34:44
75,"SBO","M",2011-08-31 19:06:05,2011-08-31 19:06:05
75,"SBI","M",2011-08-31 19:13:48,2011-08-31 19:13:48
75,"SBO","M",2011-08-31 19:14:13,2011-08-31 19:14:13
75,"SBI","M",2011-08-31 19:14:14,2011-08-31 21:28:36
75,"SBO","M",2011-08-31 21:33:45,2011-08-31 21:33:45
75,"SBI","M",2011-08-31 21:44:02,2011-08-31 22:25:11
75,"SBO","M",2011-08-31 22:31:40,2011-08-31 22:31:40
75,"SBI","M",2011-08-31 22:36:57,2011-09-06 00:14:42
75,"SBO","M",2011-09-09 15:11:33,2011-09-09 15:41:07
75,"SBI","M",2011-09-09 16:51:34,2011-09-11 14:35:32
75,"SBO","M",2011-09-11 14:54:50,2011-09-11 14:54:50
75,"SBI","M",2011-09-11 15:01:47,2011-09-11 20:19:15
75,"SBO","M",2011-09-11 20:19:39,2011-09-11 20:19:39
75,"SBI","M",2011-09-11 20:20:49,2011-09-11 20:20:49
75,"SBO","M",2011-09-11 20:21:14,2011-09-11 20:21:14
75,"SBI","M",2011-09-11 20:25:55,2011-09-11 20:38:13
75,"SBO","M",2011-09-11 20:39:41,2011-09-11 20:41:31
75,"SBI","M",2011-09-11 20:48:43,2011-09-12 11:33:05
75,"SBO","M",2011-09-12 11:49:19,2011-09-12 12:00:13
75,"SBI","M",2011-09-12 12:17:25,2011-09-12 12:26:53
75,"SBO","M",2011-09-12 12:33:31,2011-09-12 12:33:31
75,"SBI","M",2011-09-12 12:35:51,2011-09-12 12:42:19
75,"SBO","M",2011-09-12 12:51:50,2011-09-12 12:56:57
75,"SBI","M",2011-09-12 13:12:16,2011-09-12 13:38:51
75,"SBO","M",2011-09-12 13:42:07,2011-09-12 13:42:07
75,"SBI","M",2011-09-12 13:44:19,2011-09-12 14:56:44
75,"SBO","M",2011-09-12 14:57:09,2011-09-12 14:57:09
75,"SBI","M",2011-09-12 14:59:04,2011-09-12 15:00:40
75,"SBO","M",2011-09-12 15:03:12,2011-09-12 15:03:12
75,"SBI","M",2011-09-12 15:05:08,2011-09-12 15:05:08
75,"SBO","M",2011-09-12 15:05:33,2011-09-12 15:05:33
75,"SBI","M",2011-09-12 15:06:27,2011-09-12 15:06:27
75,"SBO","M",2011-09-12 15:06:52,2011-09-12 15:06:52
75,"SBI","M",2011-09-12 15:07:58,2011-09-12 15:09:59
75,"SBO","M",2011-09-12 15:10:24,2011-09-12 15:10:24
75,"SBI","M",2011-09-12 15:12:53,2011-09-12 15:12:53
75,"SBO","M",2011-09-12 15:13:18,2011-09-12 15:13:18
75,"SBI","M",2011-09-12 15:15:38,2011-09-12 15:15:39
75,"SBO","M",2011-09-12 15:16:03,2011-09-12 15:16:03
75,"SBI","M",2011-09-12 15:18:02,2011-09-12 15:18:02
75,"SBO","M",2011-09-12 15:24:13,2011-09-12 15:26:25
75,"SBI","M",2011-09-12 15:28:58,2011-09-12 15:36:31
75,"SBO","M",2011-09-12 15:39:10,2011-09-12 15:39:10
75,"SBI","M",2011-09-12 15:40:07,2011-09-12 15:44:22
75,"SBO","M",2011-09-12 15:47:21,2011-09-12 15:49:28
75,"SBI","M",2011-09-12 15:50:13,2011-09-12 15:50:13
75,"SBO","M",2011-09-12 15:50:39,2011-09-12 15:50:39
75,"SBI","M",2011-09-12 15:51:28,2011-09-12 15:51:28
75,"SBO","M",2011-09-12 15:51:54,2011-09-12 15:51:54
75,"SBI","M",2011-09-12 15:52:53,2011-09-12 15:57:00
75,"SBO","M",2011-09-12 15:59:02,2011-09-12 15:59:02
75,"SBI","M",2011-09-12 16:00:48,2011-09-12 16:00:48
75,"SBO","M",2011-09-12 16:01:13,2011-09-12 16:01:13
75,"SBI","M",2011-09-12 16:02:04,2011-09-12 16:12:23
75,"SBO","M",2011-09-12 16:25:04,2011-09-12 16:45:52
75,"SBI","M",2011-09-12 17:04:13,2011-09-12 17:40:20
75,"SBO","M",2011-09-12 17:40:46,2011-09-12 17:40:46
75,"SBI","M",2011-09-12 17:46:01,2011-09-12 17:52:34
75,"SBO","M",2011-09-12 18:00:50,2011-09-12 18:00:50
75,"SBI","M",2011-09-12 18:27:01,2011-09-17 16:08:57
75,"SBO","M",2011-09-17 16:08:57,2011-09-17 16:08:57
75,"SBI","M",2011-09-17 16:14:39,2011-09-17 17:54:19
75,"SBO","M",2011-09-17 17:54:20,2011-09-17 17:54:20
75,"SBI","M",2011-09-17 17:56:01,2011-09-20 15:46:00
75,"SBO","M",2011-09-20 15:46:02,2011-09-20 15:46:02
75,"SBI","M",2011-09-20 15:47:40,2011-09-20 17:03:02
75,"SBO","M",2011-09-20 17:03:08,2011-09-20 17:03:08
75,"SBI","M",2011-09-20 17:05:34,2011-09-20 17:34:59
75,"SBO","M",2011-09-20 17:35:03,2011-09-20 17:35:03
75,"SBI","M",2011-09-20 17:36:11,2011-09-20 22:59:16
75,"SBO","M",2011-09-22 16:31:18,2011-09-22 16:48:46
75,"SBI","M",2011-09-22 16:49:36,2011-09-22 17:16:32
75,"SBO","M",2011-09-22 17:16:52,2011-09-22 17:16:52
75,"SBI","M",2011-09-22 17:18:31,2011-09-22 17:18:31
75,"SBO","M",2011-09-22 17:32:11,2011-09-22 19:04:45
75,"SBI","M",2011-09-23 01:01:44,2011-09-26 01:11:38
75,"SBO","M",2011-09-27 02:37:01,2011-09-27 02:37:02
75,"SBI","M",2011-09-27 03:41:44,2011-09-27 03:41:44
75,"SBO","M",2011-09-27 04:00:59,2011-09-27 04:00:59
75,"SBI","M",2011-09-27 05:11:12,2011-09-27 05:11:12
75,"SBO","M",2011-09-27 09:45:47,2011-09-27 12:00:14
75,"SBI","M",2011-09-27 12:52:52,2011-09-27 12:52:52
75,"SBO","M",2011-09-27 12:53:15,2011-09-27 12:53:15
75,"SBI","M",2011-09-27 12:55:49,2011-09-27 13:01:33
75,"SBO","M",2011-09-27 13:03:38,2011-09-27 13:03:38
75,"SBI","M",2011-09-27 13:06:13,2011-09-27 13:06:13
75,"SBO","M",2011-09-27 13:06:36,2011-09-27 13:06:36
75,"SBI","M",2011-09-27 13:11:46,2011-09-27 13:11:46
75,"SBO","M",2011-09-27 13:12:10,2011-09-27 13:12:10
75,"SBI","M",2011-09-27 13:14:02,2011-09-27 13:14:02
75,"SBO","M",2011-09-27 13:14:27,2011-09-27 13:15:55
75,"SBI","M",2011-09-27 13:19:57,2011-09-27 13:19:57
75,"SBO","M",2011-09-27 13:20:21,2011-09-27 13:22:24
75,"SBI","M",2011-09-27 13:23:11,2011-09-27 13:24:21
75,"SBO","M",2011-09-27 13:24:44,2011-09-27 13:24:44
75,"SBI","M",2011-09-27 13:25:35,2011-09-27 13:36:51
75,"SBO","M",2011-09-27 13:37:15,2011-09-27 13:37:15
75,"SBI","M",2011-09-27 13:42:28,2011-09-27 13:42:28
75,"SBO","M",2011-09-27 13:49:48,2011-09-27 13:49:48
75,"SBI","M",2011-09-27 13:54:14,2011-09-27 13:56:52
75,"SBO","M",2011-09-27 13:59:26,2011-09-27 13:59:26
75,"SBI","M",2011-09-27 14:01:48,2011-09-27 14:01:48
75,"SBO","M",2011-09-27 14:06:42,2011-09-27 14:13:38
75,"SBI","M",2011-09-27 14:28:06,2011-09-27 14:33:46
75,"SBO","M",2011-09-27 14:34:10,2011-09-27 14:34:10
75,"SBI","M",2011-09-27 14:36:17,2011-09-27 14:36:17
75,"SBO","M",2011-09-27 14:36:40,2011-09-27 14:36:40
75,"SBI","M",2011-09-27 14:38:12,2011-09-27 14:38:12
75,"SBO","M",2011-09-27 14:38:36,2011-09-27 14:38:36
75,"SBI","M",2011-09-27 14:40:57,2011-09-27 14:40:57
75,"SBO","M",2011-09-27 14:41:21,2011-09-27 14:41:21
75,"SBI","M",2011-09-27 14:43:21,2011-09-27 14:43:21
75,"SBO","M",2011-09-27 14:43:45,2011-09-27 14:43:45
75,"SBI","M",2011-09-27 14:47:30,2011-09-27 14:51:33
75,"SBO","M",2011-09-27 14:51:56,2011-09-27 14:51:56
75,"SBI","M",2011-09-27 14:56:19,2011-09-27 14:58:34
75,"SBO","M",2011-09-27 14:58:58,2011-09-27 14:58:58
75,"SBI","M",2011-09-27 14:59:46,2011-09-27 15:01:05
75,"SBO","M",2011-09-27 15:01:26,2011-09-27 15:01:26
75,"SBI","M",2011-09-27 15:02:37,2011-09-27 15:04:36
75,"SBO","M",2011-09-27 15:05:00,2011-09-27 15:05:00
75,"SBI","M",2011-09-27 15:07:29,2011-09-27 15:07:29
75,"SBO","M",2011-09-27 15:07:53,2011-09-27 15:07:53
75,"SBI","M",2011-09-27 15:10:09,2011-09-27 15:10:09
75,"SBO","M",2011-09-27 15:10:33,2011-09-27 15:10:33
75,"SBI","M",2011-09-27 15:12:26,2011-09-27 15:12:26
75,"SBO","M",2011-09-27 15:12:49,2011-09-27 15:12:49
75,"SBI","M",2011-09-27 15:13:53,2011-09-27 15:13:53
75,"SBO","M",2011-09-27 15:14:17,2011-09-27 15:14:17
75,"SBI","M",2011-09-27 15:15:42,2011-09-27 15:15:42
75,"SBO","M",2011-09-27 15:16:06,2011-09-27 15:16:06
75,"SBI","M",2011-09-27 15:18:15,2011-09-27 15:18:15
75,"SBO","M",2011-09-27 15:18:39,2011-09-27 15:54:17
75,"SBI","M",2011-09-27 16:00:48,2011-09-27 16:02:54
75,"SBO","M",2011-09-27 16:05:29,2011-09-27 16:05:29
75,"SBI","M",2011-09-27 16:06:14,2011-09-27 16:07:23
75,"SBO","M",2011-09-27 16:07:48,2011-09-27 16:07:48
75,"SBI","M",2011-09-27 16:08:36,2011-09-27 16:14:47
75,"SBO","M",2011-09-27 16:15:10,2011-09-27 16:15:10
75,"SBI","M",2011-09-27 16:15:58,2011-09-27 16:18:38
75,"SBO","M",2011-09-27 16:20:46,2011-09-27 16:23:12
75,"SBI","M",2011-09-27 16:24:36,2011-09-27 16:31:27
75,"SBO","M",2011-09-27 16:33:52,2011-09-27 16:36:53
75,"SBI","M",2011-09-27 16:44:42,2011-09-27 16:44:42
75,"SBO","M",2011-09-27 16:46:59,2011-09-27 16:57:12
75,"SBI","M",2011-09-27 16:58:19,2011-09-27 16:58:19
75,"SBO","M",2011-09-27 17:00:33,2011-09-27 17:08:13
75,"SBI","M",2011-09-27 17:09:47,2011-09-27 17:09:47
75,"SBO","M",2011-09-27 17:10:09,2011-09-27 18:11:02
75,"SBI","M",2011-09-27 18:13:29,2011-09-27 18:18:02
75,"SBO","M",2011-09-27 18:26:23,2011-09-27 19:32:32
75,"SBI","M",2011-09-27 19:34:37,2011-09-27 19:34:37
75,"SBO","M",2011-09-27 19:34:57,2011-09-27 21:54:24
75,"SBI","M",2011-09-27 21:56:28,2011-09-27 21:56:28
75,"SBO","M",2011-09-27 21:58:39,2011-09-27 22:06:02
75,"SBI","M",2011-09-28 01:36:35,2011-09-28 22:16:17
75,"SBO","M",2011-09-29 03:55:59,2011-10-01 02:19:51
75,"SBI","M",2011-10-01 20:44:07,2011-10-01 23:07:50
75,"SGR","M",2012-03-06 18:19:28,2012-03-07 17:42:23
75,"TTB","M",2012-04-05 00:52:51,2012-04-05 02:22:01
75,"SGR","M",2012-04-06 02:10:18,2012-04-06 05:57:29
75,"SBI","M",2012-04-18 08:10:39,2012-04-28 10:16:35
75,"SBO","M",2012-05-01 07:42:58,2012-05-01 15:11:00
75,"SBI","M",2012-05-01 19:39:07,2012-05-10 14:41:23
77,"TTB","F",2011-04-20 01:56:52,2011-04-20 02:46:33
77,"SGR","F",2011-04-20 22:27:03,2011-04-21 00:00:53
77,"SBI","F",2011-05-03 21:24:57,2011-05-05 00:33:49
77,"SBO","F",2011-05-05 08:25:33,2011-05-06 00:01:54
77,"SBO","F",2011-10-21 18:06:04,2011-10-21 20:57:02
77,"SBI","F",2011-10-22 05:38:30,2011-11-20 16:12:14
77,"SBO","F",2011-11-21 14:34:45,2011-12-26 16:33:43
77,"SBI","F",2011-12-27 17:41:40,2011-12-28 07:01:58
77,"SGR","F",2012-02-22 23:44:13,2012-02-23 06:15:21
77,"TTB","F",2012-03-24 10:29:04,2012-03-24 11:25:26
77,"SGR","F",2012-03-25 05:08:29,2012-03-25 13:01:57
77,"SBI","F",2012-04-11 05:42:16,2012-04-11 05:49:35
77,"SBO","F",2012-04-11 12:34:57,2012-04-11 14:27:22
81,"TTB","F",2011-04-19 06:36:55,2011-04-19 07:23:06
81,"SGR","F",2011-04-21 04:07:03,2011-04-21 05:51:46
81,"SBI","F",2011-05-30 23:14:31,2011-05-31 02:30:00
81,"SBO","F",2011-05-31 22:29:17,2011-06-01 00:16:24
81,"OSC","F",2011-06-01 23:16:15,2011-06-01 23:16:15
81,"OSC","F",2011-08-06 04:01:04,2011-08-06 04:39:30
81,"STG","F",2011-09-14 07:05:57,2011-09-14 10:43:22
81,"OSC","F",2011-09-17 18:46:27,2011-09-18 11:43:23
81,"STG","F",2011-09-21 09:55:06,2011-09-30 18:40:17
81,"OSC","F",2011-10-02 09:54:12,2011-10-02 11:54:12
81,"STG","F",2011-10-12 02:59:59,2011-11-29 05:08:08
81,"OSC","F",2011-12-01 05:00:07,2011-12-01 23:03:25
81,"SBO","F",2011-12-28 23:32:20,2011-12-29 12:43:28
81,"SBI","F",2011-12-30 05:40:31,2012-01-12 00:45:54
81,"SGR","F",2012-02-24 04:38:42,2012-02-25 23:50:01
81,"TTB","F",2012-03-30 09:05:33,2012-03-30 10:04:46
81,"SGR","F",2012-04-03 00:08:37,2012-04-03 04:27:35
81,"SBI","F",2012-04-14 21:51:43,2012-04-15 21:47:59
81,"SBO","F",2012-04-16 21:12:10,2012-04-16 23:07:40
81,"OSC","F",2012-04-17 18:32:47,2012-04-17 22:00:16
83,"TTB","F",2011-04-18 02:23:34,2011-04-18 03:07:53
83,"SGR","F",2011-04-19 00:04:49,2011-04-19 03:07:09
83,"SBI","F",2011-05-03 18:34:47,2011-05-03 18:57:52
83,"SBO","F",2011-05-04 03:53:53,2011-05-04 13:59:04
83,"WHT","F",2011-08-05 23:46:27,2011-10-26 01:14:11
83,"SBO","F",2011-10-29 01:12:15,2011-10-29 05:33:05
83,"SBI","F",2011-10-29 10:58:33,2011-10-29 15:50:31
83,"SGR","F",2012-02-24 13:16:31,2012-02-25 12:40:50
83,"TTB","F",2012-03-27 08:04:33,2012-03-27 08:45:31
83,"SGR","F",2012-03-27 23:45:40,2012-03-28 04:06:22
83,"SBI","F",2012-04-03 17:05:50,2012-04-03 23:04:45
83,"SBO","F",2012-04-04 02:28:56,2012-04-04 09:56:43
86,"TTB","F",2011-04-09 17:04:49,2011-04-09 17:32:50
86,"SGR","F",2011-04-10 15:21:21,2011-04-10 16:47:27
88,"TTB","F",2011-04-10 11:27:34,2011-04-10 11:59:46
88,"SGR","F",2011-04-19 11:16:31,2011-04-19 20:04:58
88,"SBI","F",2011-04-27 23:53:22,2011-04-28 16:19:56
88,"SBO","F",2011-04-29 15:14:30,2011-05-21 02:21:47
88,"WHT","F",2011-05-27 02:37:11,2011-06-21 11:54:48
88,"WHT","F",2011-11-15 08:22:11,2011-11-15 13:00:42
88,"SBO","F",2011-11-19 06:36:20,2011-11-19 07:42:30
88,"SBI","F",2011-11-20 22:11:38,2011-11-21 12:42:39
88,"SGR","F",2012-02-01 07:13:19,2012-03-06 05:56:51
88,"TTB","F",2012-03-21 10:58:11,2012-03-21 11:34:33
88,"SGR","F",2012-03-25 00:21:15,2012-03-25 04:20:44
88,"SBI","F",2012-04-01 19:35:22,2012-04-09 14:49:44
88,"SBO","F",2012-04-09 14:49:48,2012-04-09 14:49:48
88,"SBI","F",2012-04-09 14:51:42,2012-04-09 16:12:05
88,"SBO","F",2012-04-09 16:20:29,2012-04-09 16:20:29
88,"SBI","F",2012-04-09 16:29:10,2012-04-09 16:29:17
88,"SBO","F",2012-04-09 16:29:31,2012-04-13 11:30:34
88,"WHT","F",2012-05-03 17:12:14,2012-05-03 21:43:02
90,"TTB","F",2011-04-23 12:49:32,2011-04-23 13:23:22
90,"SGR","F",2011-04-24 06:28:30,2011-04-24 07:38:01
90,"SGR","F",2012-03-18 21:07:14,2012-03-19 11:17:17
90,"TTB","F",2012-03-23 02:30:53,2012-04-07 08:19:01
90,"SGR","F",2012-04-09 00:00:46,2012-04-09 08:02:41
92,"TTB","F",2011-04-07 04:00:06,2011-04-07 04:12:56
92,"SGR","F",2011-04-11 06:02:58,2011-04-11 07:37:23
92,"SBI","F",2011-05-03 15:16:36,2011-05-03 15:28:06
92,"SBO","F",2011-05-03 23:20:33,2011-05-04 02:57:36
92,"WHT","F",2011-05-11 01:35:59,2011-05-11 03:38:17
92,"WHT","F",2011-11-11 19:32:53,2011-11-11 21:34:10
92,"SBO","F",2011-11-14 21:15:51,2011-11-16 00:08:47
92,"SBI","F",2011-11-16 09:55:15,2011-11-16 14:23:41
92,"SGR","F",2012-02-27 23:49:24,2012-02-29 05:16:20
92,"TTB","F",2012-03-17 18:43:06,2012-03-17 19:00:48
92,"SGR","F",2012-03-18 14:23:22,2012-03-19 04:49:46
92,"SBI","F",2012-04-12 08:06:21,2012-04-12 15:42:43
92,"SBO","F",2012-04-12 15:42:51,2012-04-12 15:42:51
92,"SBI","F",2012-04-12 15:44:27,2012-04-12 16:52:11
92,"SBO","F",2012-04-12 16:54:07,2012-04-12 17:56:28
92,"SBI","F",2012-04-12 17:57:54,2012-04-12 17:57:54
92,"SBO","F",2012-04-12 17:57:59,2012-04-12 23:29:32
92,"WHT","F",2012-04-17 10:45:06,2012-04-17 13:44:44
95,"TTB","F",2011-04-10 11:53:26,2011-04-10 12:26:13
95,"SGR","F",2011-04-11 12:23:15,2011-04-11 13:09:44
95,"SBI","F",2011-04-28 15:18:41,2011-04-29 22:06:27
95,"SBO","F",2011-05-01 05:14:26,2011-05-01 11:06:28
95,"OSC","F",2011-05-02 13:57:09,2011-05-02 20:14:52
95,"STG","F",2011-05-04 00:10:31,2011-05-06 13:19:34
95,"THB","F",2011-05-08 13:19:25,2011-05-08 21:36:07
95,"PRS","F",2011-05-12 21:36:54,2011-05-14 13:31:44
95,"FMP","F",2011-05-16 06:44:37,2011-05-16 08:06:58
95,"BBI","F",2011-05-17 17:03:29,2011-05-18 03:30:17
95,"BBI","F",2011-11-11 04:19:15,2011-11-11 05:45:23
95,"FMP","F",2011-11-14 07:26:10,2011-11-14 09:41:34
95,"PRS","F",2011-11-15 22:38:48,2011-11-16 04:33:00
95,"THB","F",2011-11-19 19:32:16,2011-11-20 15:01:50
95,"STG","F",2011-11-21 07:40:20,2011-11-21 10:56:13
95,"OSC","F",2011-11-22 18:03:33,2011-11-22 21:08:18
95,"SBO","F",2011-11-23 18:38:05,2011-11-24 01:48:22
95,"SBI","F",2011-11-24 12:12:23,2011-11-24 18:30:25
95,"SGR","F",2012-03-14 19:23:47,2012-03-15 22:00:07
95,"TTB","F",2012-03-18 16:53:30,2012-03-21 04:55:39
95,"SGR","F",2012-03-22 09:54:54,2012-03-22 22:32:26
95,"SBI","F",2012-04-07 12:45:20,2012-04-08 12:13:57
95,"SBO","F",2012-04-08 15:52:03,2012-04-09 06:34:37
95,"STG","F",2012-04-12 10:40:46,2012-04-12 23:19:31
95,"THB","F",2012-04-16 03:32:48,2012-04-19 00:24:02
95,"PRS","F",2012-04-25 03:14:51,2012-04-25 04:29:25
95,"ORM","F",2012-04-27 13:36:20,2012-04-27 14:09:41
95,"BMR","F",2012-04-27 16:11:14,2012-04-27 18:36:16
95,"BBI","F",2012-04-29 01:12:05,2012-04-29 16:37:32
98,"TTB","F",2011-04-21 13:03:44,2011-04-21 13:37:37
98,"SGR","F",2011-04-23 06:33:27,2011-04-23 07:51:05
98,"SGR","F",2012-03-06 19:36:53,2012-03-07 18:03:59
98,"TTB","F",2012-03-18 20:22:18,2012-03-22 09:48:45
98,"SGR","F",2012-03-23 03:25:35,2012-03-23 13:51:57
100,"TTB","F",2011-04-05 16:24:42,2011-04-06 00:52:58
100,"SGR","F",2011-04-11 22:17:30,2011-04-12 01:07:55
100,"SBI","F",2011-05-11 07:58:49,2011-05-11 14:21:28
100,"SBO","F",2011-05-11 23:20:04,2011-05-12 01:20:51
100,"OSC","F",2011-05-12 18:41:22,2011-05-12 21:29:34
100,"STG","F",2011-05-13 21:31:31,2011-05-13 23:45:41
100,"THB","F",2011-05-15 13:28:47,2011-05-16 09:12:32
100,"PRS","F",2011-09-08 07:57:30,2011-11-06 05:04:07
100,"THB","F",2011-11-15 16:09:21,2011-11-16 09:45:39
100,"STG","F",2011-11-17 16:28:17,2011-11-17 19:17:03
100,"OSC","F",2011-11-19 20:24:52,2011-11-19 21:12:47
100,"SBO","F",2011-11-20 19:45:43,2011-11-21 00:21:23
100,"SBI","F",2011-11-21 07:37:55,2011-11-21 20:13:25
100,"SGR","F",2012-03-07 13:41:16,2012-03-08 11:39:20
100,"TTB","F",2012-03-20 09:16:22,2012-03-20 09:39:42
100,"SGR","F",2012-03-22 07:49:53,2012-03-22 12:55:06
100,"SBI","F",2012-04-20 11:29:05,2012-04-20 11:57:23
100,"SBO","F",2012-04-20 21:19:12,2012-04-20 23:00:44
100,"OSC","F",2012-04-21 19:46:49,2012-04-21 20:04:12
100,"STG","F",2012-04-22 23:32:59,2012-04-23 01:02:16
100,"THB","F",2012-04-24 21:12:20,2012-04-25 23:15:59
102,"TTB","F",2011-04-22 04:28:50,2011-04-22 04:51:37
102,"SGR","F",2011-04-22 19:45:44,2011-04-22 20:25:40
102,"SGR","F",2012-02-26 22:45:31,2012-02-27 08:13:59
102,"TTB","F",2012-03-25 09:39:27,2012-03-26 00:25:29
102,"SGR","F",2012-03-26 19:16:55,2012-03-26 22:20:47
104,"TTB","M",2011-04-24 17:45:17,2011-04-26 04:25:47
104,"SGR","M",2011-04-26 18:28:06,2011-04-26 19:47:54
106,"TTB","F",2011-04-29 19:48:36,2011-05-01 04:25:35
106,"SGR","F",2011-05-02 14:10:25,2011-05-02 15:16:04
106,"SBI","F",2011-05-07 09:06:10,2011-05-22 04:45:06
106,"SBO","F",2011-05-22 22:52:30,2011-07-09 04:29:15
106,"SBI","F",2011-07-10 07:03:39,2011-07-12 22:06:30
106,"SBO","F",2011-07-13 09:22:51,2011-07-16 05:59:20
106,"SBI","F",2011-07-17 12:49:12,2011-07-19 03:36:06
106,"SBO","F",2011-07-20 08:49:33,2011-11-10 22:52:31
106,"SBI","F",2011-11-11 10:19:53,2011-11-11 20:25:42
106,"SGR","F",2012-03-08 17:12:36,2012-03-08 23:27:42
106,"TTB","F",2012-03-17 04:30:52,2012-04-10 02:12:31
106,"SGR","F",2012-04-11 12:22:08,2012-04-11 16:45:44
106,"SBI","F",2012-04-18 01:40:34,2012-04-19 09:44:48
106,"SBO","F",2012-04-23 20:00:32,2012-04-25 19:51:05
108,"TTB","F",2011-04-11 19:42:56,2011-04-11 20:09:28
110,"TTB","F",2011-04-15 11:07:39,2011-04-18 06:35:33
110,"SGR","F",2011-04-20 17:58:03,2011-04-20 19:02:14
110,"SGR","F",2012-03-05 19:41:12,2012-03-07 14:31:25
110,"TTB","F",2012-03-21 09:23:51,2012-03-21 09:44:14
110,"SGR","F",2012-03-22 03:58:55,2012-03-22 08:52:11
112,"TTB","M",2011-04-20 13:57:40,2011-04-20 14:40:31
112,"SGR","M",2011-04-21 17:18:47,2011-04-21 22:56:48
114,"TTB","F",2011-04-10 14:37:32,2011-04-10 15:14:20
114,"SGR","F",2011-04-11 05:04:47,2011-04-11 06:23:17
116,"TTB","F",2011-04-16 10:54:21,2011-04-16 11:57:07
116,"SGR","F",2011-04-26 03:25:04,2011-04-26 04:32:47
116,"SBI","F",2011-05-11 19:57:10,2011-05-13 01:27:28
116,"SBO","F",2011-05-13 02:36:33,2011-05-13 03:03:29
116,"SBI","F",2011-05-13 04:22:58,2011-05-13 22:16:53
116,"SBO","F",2011-05-14 20:32:06,2011-05-25 01:29:13
116,"WHT","F",2011-06-03 11:34:36,2011-09-07 11:13:43
116,"OSC","F",2011-09-15 23:10:43,2011-09-18 04:43:36
116,"SBO","F",2011-09-20 08:38:28,2011-09-21 06:55:05
116,"SBI","F",2011-09-21 16:35:47,2011-09-25 01:10:10
116,"SBO","F",2011-09-25 07:20:28,2011-09-25 21:37:38
116,"SBO","F",2011-12-05 11:03:46,2012-01-05 22:45:03
116,"SBI","F",2012-01-06 11:07:06,2012-01-25 03:24:43
116,"SGR","F",2012-03-14 18:11:35,2012-03-15 00:53:54
116,"TTB","F",2012-03-16 19:41:53,2012-03-20 08:58:59
116,"SGR","F",2012-03-21 01:18:21,2012-03-21 07:16:42
116,"SBI","F",2012-03-26 16:56:45,2012-03-28 01:52:06
116,"SBO","F",2012-03-29 02:26:18,2012-05-08 05:53:28
116,"WHT","F",2012-05-16 08:35:56,2012-05-16 12:54:29
119,"TTB","F",2011-04-10 16:31:40,2011-04-10 17:01:12
119,"SGR","F",2011-04-11 15:57:21,2011-04-11 17:01:09
121,"TTB","F",2011-04-08 06:11:55,2011-04-08 06:23:20
121,"SGR","F",2011-04-08 22:00:25,2011-04-08 22:46:59
121,"SBI","F",2011-05-13 17:03:16,2011-05-13 17:41:54
121,"SBO","F",2011-05-14 12:37:35,2011-05-14 19:56:27
121,"STG","F",2011-05-19 11:11:29,2011-05-19 17:29:30
121,"THB","F",2011-05-21 04:15:24,2011-11-08 20:07:55
121,"STG","F",2011-11-09 12:34:23,2011-11-09 13:13:09
121,"OSC","F",2011-11-10 17:09:55,2011-11-10 17:30:24
121,"SBO","F",2011-11-11 14:05:56,2011-11-11 15:11:59
121,"SBI","F",2011-11-12 15:27:38,2011-11-12 21:55:31
121,"SGR","F",2011-11-20 04:36:08,2011-11-22 11:47:44
121,"SGR","F",2012-03-11 05:29:10,2012-03-11 18:18:58
121,"TTB","F",2012-03-15 13:30:17,2012-03-19 07:28:19
121,"SGR","F",2012-03-22 22:31:47,2012-03-23 00:51:19
123,"TTB","F",2011-04-11 11:45:12,2011-04-11 12:13:31
123,"SGR","F",2011-04-19 07:31:02,2011-04-19 13:43:43
123,"SBI","F",2011-05-04 13:44:24,2011-05-06 09:48:43
123,"SBO","F",2011-05-06 17:39:55,2011-05-06 19:53:14
123,"OSC","F",2011-05-07 17:37:12,2011-05-07 21:42:09
123,"STG","F",2011-05-10 18:15:45,2011-05-11 21:52:39
123,"THB","F",2011-05-16 05:25:00,2011-07-23 05:48:32
125,"TTB","F",2011-04-08 15:49:28,2011-04-08 16:12:02
125,"SGR","F",2011-04-14 05:47:36,2011-04-14 08:08:13
125,"SBI","F",2011-04-27 19:29:47,2011-04-28 00:09:46
125,"SBO","F",2011-04-28 16:14:30,2011-04-28 17:34:05
125,"OSC","F",2011-04-29 22:13:31,2011-04-30 04:35:51
125,"STG","F",2011-04-30 23:31:56,2011-05-01 00:40:41
125,"THB","F",2011-05-01 20:06:12,2011-05-01 21:19:28
125,"THB","F",2011-07-08 15:34:36,2011-09-13 23:02:51
125,"STG","F",2011-09-15 16:02:28,2011-09-16 01:11:58
125,"OSC","F",2011-09-17 09:10:03,2011-09-18 17:35:44
125,"STG","F",2011-09-20 02:14:24,2011-09-20 02:59:58
