ID	FirstFound	LastPresent	LastChecked	Fate	Freq	Year	HenAge	Date	Dlek	Sage	NonSage	RoadD500	All1000	NMG_Ht	AvgGrsHt100
160.275N109	11	11	13	1	1	2009	Adult	-1.353125872	0.012818441	-0.172912852	-0.62869043	0.850883801	0.786658747	-0.394087578	-0.911870818
160.448N209	14	21	25	1	1	2009	Adult	0.556876097	2.210685132	-0.669178498	0.288895635	1.129126991	-0.336443571	-0.560793639	-0.637657167
160.770N109	17	32	38	1	1	2009	Adult	0.307745405	0.937349837	-0.049636672	1.121724755	-0.157769081	0.467726717	0.141753332	1.122255032
159.286n309	8	11	14	1	1	2009	Adult	2.300790938	0.039908475	2.333702802	2.227250135	1.807325587	0.71426121	-0.144028487	-0.469083202
159.617N109	9	25	30	1	1	2009	Adult	0.556876097	-0.983078793	0.354962071	0.322061397	-0.853394109	0.602736719	-0.834667882	-0.709582059
159.804N109	12	17	20	1	1	2009	Adult	0.972093916	0.278401172	0.20639847	2.205139628	-0.853394109	-0.082078351	0.117938181	0.663733846
159.386N109	5	9	14	1	1	2009	Adult	-1.270082308	-0.357808393	0.168467338	-0.62869043	0.64217583	0.432508457	0.117938181	-0.518531565
159.316N109	11	38	38	0	1	2009	Juvenile	0.141658278	-1.008744586	-1.083260025	-0.031706725	0.346540309	-0.363837774	-0.465533033	-0.015619235
159.476N209	13	33	33	0	1	2009	Juvenile	0.722963224	-1.092313539	0.064156724	-0.62869043	-0.262123066	0.172280198	-0.965651215	-0.907375512
159.706n109	10	32	32	0	1	2009	Juvenile	0.639919661	-0.940495568	-0.027510178	0.10832649	-0.853394109	0.639909326	0.022677574	0.346814791
160.198N209	10	32	32	0	1	2009	Juvenile	2.716008757	1.350522716	-0.112855226	0.926415271	-0.853394109	0.152710051	-0.751314851	0.167002561
160.278N109	7	38	38	0	1	2009	Juvenile	0.722963224	-0.423739513	1.916460348	-0.518137892	-0.853394109	0.332723386	1.296788183	2.260129299
160.409N209	7	37	37	0	1	2009	Juvenile	1.05513748	0.932461411	-1.810273393	0.462094611	1.181269881	0.009882663	-0.477440608	0.144526032
160.418N109	13	32	36	1	1	2009	Juvenile	-0.190515978	-0.112746073	0.098926929	-0.407585354	-0.853394109	-0.606456903	-0.132120911	-0.42862545
UMHENN109	29	36	36	0	1	2009	Unknown	0	0.878515647	0.478238251	-0.62869043	-0.853394109	0.77883469	-0.882298185	-1.541213622
159.197n12010	1	16	20	1	1	2010	Adult	-0.771820925	-0.526492401	0.494042889	-0.62869043	-0.853394109	0.602736719	-0.739407275	-0.610685333
159.306N12010	15	25	30	1	1	2010	Adult	-0.854864489	-0.058175766	-0.021188323	-0.62869043	0.659568161	0.724046283	-0.667961821	0.00966686
159.347n12010	10	14	16	1	1	2010	Adult	-0.854864489	-0.856470137	0.879676067	-0.595524669	-0.853394109	0.673173239	0.927653333	-0.057762726
159.347n22010	7	20	23	1	1	2010	Adult	1.387311735	0	0	0	0	0	0	0
159.375n12010	11	15	19	1	1	2010	Adult	0.639919661	-0.177897477	-0.738718908	-0.62869043	0.90302669	-0.287524873	-0.19165879	-0.165650064
159.386n12010	11	19	22	1	1	2010	Adult	-0.937908052	-0.656483574	-0.09388966	-0.569729077	-0.853394109	-0.426450238	-0.429810305	-0.529769829
159.620n22010	12	16	22	1	1	2010	Adult	1.470355299	0.178498541	-0.182395635	-0.020651471	0.12047411	-2.457423278	1.070544243	-0.098220478
159.626n12010	13	14	16	1	1	2010	Adult	-1.187038744	-0.478969271	-1.266593831	1.184371193	-0.853394109	0.606652082	0.010769999	-0.246565567
159.626n22010	8	24	27	1	1	2010	Adult	0.639919661	-0.480824808	0.024645128	-0.62869043	-0.853394109	0.604691065	-0.072583032	0.451705258
159.666n12010	22	29	38	1	1	2010	Adult	-1.020951616	1.745700849	-1.879813802	-0.62869043	-0.853394109	-4.224252696	0.189383635	5.119331057
159.678n12010	15	15	18	1	1	2010	Adult	-1.602256563	-0.794450501	-1.070616314	-0.289662647	-0.853394109	0.682958313	0.26082909	-0.179135981
159.680n22010	15	36	38	1	1	2010	Adult	1.802529555	1.949587588	-0.53009768	0.904304764	0.88563436	-1.218881106	-1.26334061	-0.020301845
159.706n12010	14	14	17	1	1	2010	Adult	-0.688777361	0.100537628	0.405536914	-0.62869043	-0.853394109	0.786658747	-1.26334061	0.077096446
159.706n22010	8	16	21	1	1	2010	Adult	1.304268171	0	0	0	0	0	0	0
159.735n12010	10	20	24	1	1	2010	Adult	0.307745405	-0.589656386	-0.245614189	-0.370734508	-0.853394109	0.35424788	0.106030605	-0.104963436
160.767N12010	11	17	21	1	1	2010	Adult	-0.02442885	-0.457989351	1.142033065	-0.62869043	0.868242029	-1.171916755	-0.167843638	-0.570227581
159.816n12010	1	1	3	1	1	2010	Adult	0.806006788	-0.820552008	-0.337281092	-0.62869043	-0.853394109	-0.696463571	0.237013938	-0.654996204
159.826n12010	11	19	23	1	1	2010	Adult	-1.020951616	-0.993116916	0.102087857	-0.62869043	0.485678955	-0.217088353	-0.58460879	-1.01526285
159.996n12010	7	14	15	1	1	2010	Adult	0.307745405	-1.053329828	-0.305671815	-0.62869043	-0.001272206	0.097928314	-0.763222427	-0.342465423
160.007n12010	10	25	31	1	1	2010	Adult	0.722963224	0.840390677	-0.770328184	0.89324951	-0.227338404	0.500990631	0.737132121	0.313099998
160.176n12010	19	26	35	1	1	2010	Adult	-0.937908052	1.636932811	-0.568028813	-0.62869043	-0.853394109	0.514691068	-0.644146669	-0.597199416
160.187n12010	9	13	16	1	1	2010	Adult	-0.107472414	-0.701782318	-0.201361201	-0.62869043	0.6247835	0.367941646	-0.001137577	-0.276908881
160.236n12010	4	8	12	1	1	2010	Adult	0.556876097	0.486952101	-1.551077322	0.178343097	-0.853394109	-1.025174004	-1.013281518	-0.91748995
160.275n12010	1	8	11	1	1	2010	Adult	-1.270082308	-1.009480454	0.718468755	-0.473916877	1.61604405	0.786658747	-0.179751214	-0.442111367
160.275n22010	14	23	27	1	1	2010	Adult	-0.273559542	-0.943656454	-0.748201691	0.353384616	-0.853394109	0.786658747	-0.956125155	-0.509540953
160.278n12010	10	33	36	1	1	2010	Adult	-0.273559542	-0.448589669	-0.593316234	-0.274922309	-0.853394109	0.330769039	-0.739407275	0.05686757
160.327n12010	10	17	22	1	1	2010	Adult	-0.273559542	-0.940623431	-0.327798309	-0.326513493	1.894287241	-0.089909078	-0.50125576	0.967166984
160.327N22010	4	22	25	1	1	2010	Adult	2.799052321	-0.793981756	0.228524964	-0.551303654	0.155258772	-0.123172992	1.33251091	0.953681067
160.418n12010	13	13	17	1	1	2010	Adult	0.556876097	-0.039435576	-0.277223466	-0.62869043	0.989988345	-0.336443571	0.082215453	0.00966686
160.437n12010	10	19	23	1	1	2010	Adult	0.307745405	-0.376036992	-0.024349251	0.067790559	1.042165337	0.653609762	-0.310734547	-0.165650064
159.499n12010	12	20	22	1	1	2010	Adult	-0.439646669	-0.49837772	-0.849351376	-0.62869043	0.868242029	0.592951645	-0.525070911	-0.394910657
160.522n12010	24	25	29	1	1	2010	Adult	-0.937908052	2.174832566	-0.043314817	-0.289662647	-0.853394109	-0.455798789	-0.358364851	-0.354452905
160.546n12010	4	7	11	1	1	2010	Adult	-0.522690233	-0.628067678	-0.948920599	-0.3965301	-0.853394109	0.771003964	-0.477440608	-0.538198528
160.652n12010	10	12	13	1	1	2010	Adult	0.141658278	-0.587827729	-0.068602238	-0.62869043	-0.853394109	0.786658747	-0.382180002	-0.158907105
160.661n22010	6	23	28	1	1	2010	Adult	1.221224608	-0.109871123	0.012001418	-0.62869043	-0.853394109	0.718176573	-0.723530508	-0.639342907
160.761n12010	19	26	31	1	1	2010	Adult	-0.522690233	1.393017746	0.734273394	-0.62869043	-0.853394109	-0.269915743	-0.572701215	-0.207606251
159.206n12010	13	37	37	0	1	2010	Adult	-0.605733797	0.297553471	0.203237543	-0.62869043	-0.853394109	0.786658747	-0.58460879	-0.327481071
159.316N12010	1	42	42	0	1	2010	Adult	-0.937908052	-0.969635272	-1.396191866	-0.62869043	-0.853394109	-1.541721829	0.177476059	-0.095223607
159.427n12010	5	38	38	0	1	2010	Adult	0.806006788	0.925627079	-0.843029521	0.841658325	-0.209946073	0.387505123	0.808577576	0.601548783
159.476n12010	24	31	31	0	1	2010	Adult	-1.020951616	-0.5342542	-0.296189032	-0.62869043	-0.853394109	-0.792333278	-0.667961821	-0.759030422
159.916n12010	13	38	38	0	1	2010	Adult	-0.522690233	-0.848781141	0.019903737	-0.62869043	-0.853394109	0.786658747	-0.358364851	-0.200114075
159.935n12010	8	40	40	0	1	2010	Adult	-0.771820925	-0.811721495	-0.141303575	-0.496027385	-0.853394109	0.769049617	-0.787037579	0.271893029
159.941n12010	10	32	32	0	1	2010	Adult	-0.854864489	0	0	0	0	0	0	0
160.095n22010	7	38	38	0	1	2010	Adult	-0.190515978	-0.741595423	-1.996768126	1.361255254	-0.853394109	0.350332516	-0.822760306	-1.04672999
160.187n22010	7	33	33	0	1	2010	Adult	1.885573118	-0.737923786	-1.778664116	1.53445423	-0.853394109	-1.62389777	-0.560793639	-0.702089883
160.236n22010	3	38	38	0	1	2010	Adult	1.636442427	0	0	0	0	0	0	0
160.317n12010	7	30	30	0	1	2010	Adult	0.307745405	0.609025649	0.610997214	-0.120148755	-0.853394109	-0.768854438	-0.513163336	-0.3499576
160.418n22010	13	31	31	0	1	2010	Adult	2.051660246	-0.277426791	-1.766020405	-0.62869043	-0.853394109	0.663394836	-0.906113336	-1.059573721
160.622n32010	13	38	38	0	1	2010	Adult	1.304268171	0.441972591	-0.22980955	2.289896573	-0.853394109	0.459902661	-0.429810305	0.136097334
160.692n12010	14	38	38	0	1	2010	Adult	-0.02442885	0.65006629	-0.210843984	-0.348624001	-0.853394109	-2.019136031	1.773091214	0.151268991
160.701n12010	16	36	36	0	1	2010	Adult	-0.273559542	2.680999899	-0.068602238	-0.62869043	-0.853394109	-2.903527913	-0.394087578	0.40075846
160.711n12010	18	40	40	0	1	2010	Adult	-0.522690233	0.701190759	0.140018989	-0.62869043	-0.853394109	0.786658747	-1.26334061	-1.541213622
160.794n12010	12	31	31	0	1	2010	Adult	0.224701841	0.638481146	0.72479061	0.978006456	0.224828095	-0.203394586	-0.405995154	-0.177637546
159.247n12010	1	21	22	1	1	2010	Adult	-0.273559542	-1.050150326	-0.025929715	-0.409427897	-0.853394109	0.679042949	-0.536978487	-0.934347346
159.826n22010	12	12	16	1	1	2010	Adult	1.138181044	-0.957722071	-0.081245949	-0.591839584	-0.853394109	-0.095778788	-0.04876788	0.582818343
159.197n22010	13	19	24	1	1	2010	Juvenile	1.553398863	-0.231683339	-0.406821501	0.624238334	-0.853394109	0.745570777	-0.358364851	0.504150492
159.386an12010	11	22	26	1	1	2010	Juvenile	0.307745405	0.163410284	-1.566881961	0.311006143	-0.070841529	-1.015388931	-0.215473941	-0.251622786
159.586n12010	10	14	37	1	1	2010	Juvenile	0.473832533	1.287131078	-0.002222757	-0.62869043	-0.853394109	0.786658747	0.117938181	0.06023905
159.728n12010	10	34	37	1	1	2010	Juvenile	0.224701841	2.147908711	-0.387855935	0.06042039	1.059557668	0.422730054	0.022677574	-0.402402833
159.967n12010	10	10	13	1	1	2010	Juvenile	0.141658278	-0.486321168	-0.036992962	-0.009596217	-0.853394109	-1.003649511	-0.179751214	-0.096293918
160.047n12010	11	14	17	1	1	2010	Juvenile	-0.522690233	-0.232609796	0.174789193	-0.381789762	-0.853394109	0.786658747	-0.167843638	-0.589707239
160.571n12010	12	15	19	1	1	2010	Juvenile	-0.688777361	-0.635666605	-2.183262859	-0.282292478	-0.853394109	0.254456138	1.737368486	0.859279646
159.641n12010	5	8	12	1	1	2010	Juvenile	0.224701841	-0.697660113	-0.533258608	0.093586151	-0.853394109	0.636000632	-0.632239093	-0.13482511
159.641n22010	7	21	26	1	1	2010	Juvenile	2.466878065	-0.458857077	-0.119177081	-0.120148755	-0.853394109	0.176195561	-0.024952729	0.308283599
160.661n12010	10	13	15	1	1	2010	Juvenile	-0.937908052	-0.621961779	-0.138142647	-0.164369771	-0.853394109	0.735785703	-0.620331518	-0.779259298
159.526n12010	22	38	38	0	1	2010	Juvenile	-0.273559542	-0.96007403	0.149501772	-0.477601962	1.198662212	-0.222958063	0.237013938	-0.158907105
160.226n12010	17	38	38	0	1	2010	Juvenile	-0.522690233	-0.24035965	0.204818006	-0.62869043	-0.853394109	-0.207303279	0.927653333	-0.651143084
160.751n12010	14	37	37	0	1	2010	Juvenile	-0.190515978	-0.949495083	-0.084406877	-0.62869043	-0.853394109	0.510775704	-0.572701215	0.237241713
159.238N12011	19	36	38	1	1	2011	Adult	-0.190515978	1.885773479	-1.835560814	-0.621320261	-0.853394109	-4.668402983	-0.787037579	-0.86691776
159.306n12011	12	15	17	1	1	2011	Adult	-1.353125872	-0.020694325	0.549359124	-0.62869043	3.198575644	0.624261212	0.15286707	-0.174640675
159.358n22011	5	32	32	0	1	2011	Adult	2.965139448	-0.765784401	0.358122999	-0.62869043	0.294363316	0.137061937	0.784762424	0.805335977
159.396n12011	11	26	30	1	1	2011	Adult	1.05513748	0.991336125	0.838584007	0.299950889	1.09434233	0.747525123	0.165568484	1.155969825
159.426N12011	10	12	14	1	1	2011	Adult	-0.107472414	-0.924743505	0.187432904	-0.62869043	-0.036056867	0.555779038	-0.19165879	0.039635565
159.476n12011	18	24	26	1	1	2011	Adult	-1.934430819	-0.584134083	0.086283218	-0.62869043	-0.853394109	-0.336443571	-0.50125576	-0.748915984
159.476n22011	14	38	38	0	1	2011	Adult	1.05513748	-0.547653622	0.437146191	-0.62869043	-0.853394109	-0.729720814	-0.072583032	0.387272543
159.586N12011	5	31	31	0	1	2011	Adult	0.972093916	0.525031261	0.20639847	0.071475644	0.433501963	0.461857007	-0.329786669	-1.541213622
159.638N22011	15	21	22	1	1	2011	Adult	0.390788969	-0.789223716	-0.310413206	-0.536563315	1.650828712	0.127276864	-0.620331518	-0.864220577
159.646N12011	10	23	25	1	1	2011	Adult	-1.020951616	-0.708134349	-0.495327476	-0.62869043	-0.853394109	0.72600063	0.141753332	-0.925918648
159.646n22011	21	41	41	0	1	2011	Adult	1.304268171	-0.699825335	-0.327798309	-0.62869043	0.83349147	0.735785703	-0.81085273	-0.13867823
159.666N12011	10	18	19	1	1	2011	Adult	0.972093916	1.774668649	-1.516307118	-0.62869043	-0.853394109	-3.63726168	-0.763222427	-0.86691776
159.688N12011	20	26	28	1	1	2011	Adult	-1.602256563	-0.944266673	-0.991593122	-0.62869043	0.607391169	0.739701067	-0.286919396	-1.055720602
159.688N22011	17	40	41	1	1	2011	Adult	0.722963224	-0.881731604	0.089444146	-0.459176539	0.868242029	0.769049617	-0.572701215	-0.087731431
159.706N12011	11	30	31	1	1	2011	Adult	-1.187038744	-0.024925041	0.032547448	-0.62869043	-0.853394109	0.786658747	-1.26334061	-0.86691776
159.735n12011	1	9	12	1	1	2011	Adult	0.722963224	-0.76679235	-0.507971187	-0.481287046	0.103081779	0.70252179	-0.19165879	0.262527808
159.735n22011	16	36	37	1	1	2011	Adult	2.549921629	-0.511729056	-0.798776534	-0.256496886	0.90302669	-0.432319948	0.665686666	0.181986914
159.765N12011	10	18	20	1	1	2011	Adult	-0.439646669	-1.022234987	-1.598491238	0.720050534	2.34645374	0.07640382	-0.50125576	-0.850060364
159.826N12011	10	39	40	1	1	2011	Adult	-1.020951616	0.663220915	0.149501772	-0.62869043	0.989988345	0.41294498	-0.358364851	-0.502797995
159.886N12011	15	43	43	0	1	2011	Adult	-1.851387255	-0.112670794	0.038237117	-0.62869043	0.955203683	0.733831357	-0.894205761	-0.922547169
159.906N12011	12	14	15	1	1	2011	Adult	-1.436169436	-1.08740271	0.494042889	-0.62869043	-0.627327911	0.336638749	-0.251196669	-0.558090256
159.987n12011	26	40	40	0	1	2011	Adult	-0.522690233	0.24262085	-0.890443436	0.506315627	1.024773006	0.234892662	-0.056706264	0.063610529
160.095N12011	10	12	15	1	1	2011	Adult	-0.522690233	-0.731326424	-1.887716121	0.612446063	-0.853394109	-1.574985743	0.34418212	-0.549998705
160.166N12011	15	41	41	0	1	2011	Adult	-1.187038744	-0.340775857	-0.778230504	-0.62869043	0.676960492	-1.26388444	-0.365509396	-0.222290916
160.226N12011	10	14	16	1	1	2011	Adult	-0.522690233	-0.283836739	0.155823627	-0.62869043	0.224828095	0.526430488	0.951468485	-0.702089883
160.317N12011	4	29	29	0	1	2011	Adult	0.722963224	0.676636538	-0.451074488	0.825075445	-0.853394109	-1.001695164	-0.377416972	-0.134182924
160.499N12011	9	10	12	1	1	2011	Adult	-0.522690233	-0.696529699	-0.252252137	-0.62869043	-0.853394109	0.739701067	-0.339312729	0.522131715
160.571N12011	21	35	36	1	1	2011	Adult	-1.519212999	0.882003271	1.002952247	-0.12383384	-0.853394109	-1.663031394	-0.717179801	-0.833202967
160.622n12011	15	38	38	0	1	2011	Adult	-0.107472414	0.381783525	1.040883379	-0.529193146	-0.853394109	0.209452805	0.006800807	-0.467397462
159.661N12011	8	33	33	0	1	2011	Adult	0.058614714	0.036875382	-1.293461716	-0.62869043	-0.853394109	-0.514495889	-0.420284245	-1.001776933
160.711N12011	21	43	43	0	1	2011	Adult	-0.688777361	0.519772696	-1.167024609	0.384707835	-0.853394109	0.77296498	-1.26334061	-1.541213622
160.761N12011	13	38	38	0	1	2011	Adult	-0.605733797	1.329335201	-0.274062538	0.793752226	-0.853394109	-0.477316612	-0.929928488	-0.950530447
159.225N12011	13	39	39	0	1	2011	Juvenile	-0.356603106	-0.795530184	-0.78929375	-0.278607393	1.807325587	0.499036284	1.070544243	0.44795917
159.296N12011	10	41	41	0	1	2011	Juvenile	-1.353125872	-0.510208808	0.234846819	-0.138574178	2.34645374	-0.447968062	-0.296445456	-1.541213622
159.415n12011	10	17	20	1	1	2011	Juvenile	0.722963224	-0.185033612	1.202090691	-0.256496886	-0.853394109	-0.847121686	-0.691776972	-0.556741664
159.457n12011	20	36	36	0	1	2011	Juvenile	-0.439646669	3.080174357	-1.411996504	0.502630542	2.033425888	-1.169962409	-1.26334061	-1.541213622
159.508N12011	10	33	36	1	1	2011	Juvenile	-0.522690233	-0.745461603	-0.741879835	0.15623259	-0.853394109	0.769049617	-0.001137577	-0.162653193
159.568n12011	9	34	34	0	1	2011	Juvenile	-0.190515978	-0.594113915	-0.397338718	-0.319143324	0.868242029	-0.94495241	-0.834667882	-0.765773381
159.663n12011	10	38	39	1	1	2011	Juvenile	0.307745405	-0.644307024	0.079961363	0.240989535	2.08560288	-0.111433572	-0.096398183	-0.175764502
159.755N12011	10	15	20	1	1	2011	Juvenile	1.470355299	-0.880942936	-0.78929375	-0.429695862	0.416109632	0.551863675	-0.024952729	-0.111706395
160.016N12011	10	12	13	1	1	2011	Juvenile	0.058614714	2.082220206	0.048352086	-0.62869043	0.38132497	0.786658747	0.038554342	-0.211887494
160.028N12011	9	11	14	1	1	2011	Juvenile	-1.10399518	-1.025161585	-0.650212932	-0.127518925	0.816099139	0.669264546	-0.601279396	-0.404350799
160.028n22011	7	20	22	1	1	2011	Juvenile	0.722963224	-0.98286613	-0.85883416	-0.62869043	0.398717301	0.72013092	0.308459393	0.576075384
160.206n12011	22	38	38	0	1	2011	Juvenile	0.639919661	-0.208004248	-1.59533031	0.377337666	-0.853394109	-0.209264296	0.26082909	-0.327481071
160.216N12011	7	43	43	0	1	2011	Juvenile	-1.020951616	-0.066942236	-0.870845685	0.10832649	2.13774577	0.587081935	-0.371066265	-0.723067976
160.364N12011	10	12	13	1	1	2011	Juvenile	-1.020951616	0.306904431	-0.675500354	0.539481388	-0.853394109	-0.698417918	-0.04876788	0.110811239
159.646N12012	11	26	33	1	1	2012	Adult	-0.02442885	-0.677552089	-0.438430777	-0.62869043	0.224828095	0.75535585	-0.91405172	-0.979300404
160.428N12012	12	23	25	1	1	2012	Adult	0	-0.787576451	-0.449494024	-0.62869043	0.64217583	0.673173239	1.594477577	-0.473578508
160.317N12012	17	37	37	0	1	2012	Adult	-0.439646669	0.691655573	0.592031648	-0.110936044	-0.853394109	-1.089740815	-0.27501182	-0.500871435
159.366N22012	12	35	35	0	1	2012	Adult	1.05513748	-0.654626314	-1.437283926	-0.62869043	-0.853394109	-0.062514875	-0.096398183	-0.664629002
159.663N12012	10	36	36	0	1	2012	Adult	-0.771820925	-0.597311365	0.737434321	-0.62869043	1.198662212	-0.156430235	-0.517132528	-0.821964703
160.056N12012	12	19	22	1	1	2012	Juvenile	-0.771820925	-0.385434039	0.430824336	-0.562358907	0.83349147	-2.175663855	-0.608423942	-0.385277859
160.206N12012	11	26	30	1	1	2012	Adult	-0.854864489	0.000280702	-1.468893203	1.519713892	-0.853394109	-1.764777481	-0.775130003	-0.988291015
160.047N12012	11	14	18	1	1	2012	Juvenile	-0.688777361	-0.250635962	-0.495327476	-0.595524669	-0.853394109	0.786658747	-0.977558791	-0.745544505
159.876N12012	10	13	16	1	1	2012	Adult	0	-0.75267906	-0.251936044	-0.62869043	0.242186323	0.131192227	-0.882298185	-0.484816772
159.329N12012	14	17	23	1	1	2012	Adult	-1.10399518	1.354172607	0.459272685	-0.367049424	-0.853394109	0.434469474	-0.715592124	-0.074620123
159.406N12012	17	29	34	1	1	2012	Juvenile	-1.353125872	-0.375329692	-0.425787067	-0.62869043	0.88563436	0.681003966	-0.477440608	-0.320738112
159.276N12012	10	13	16	1	1	2012	Adult	-0.854864489	-0.602965727	-0.941018279	-0.12383384	-0.853394109	0.704482806	-0.858483033	-1.204065691
160.226N12012	19	22	28	1	1	2012	Adult	-1.519212999	-0.254713111	-0.368890368	0.498945457	-0.836001779	-0.416665165	-0.072583032	0.313099998
159.465N12012	10	9	15	1	1	2012	Juvenile	0	-1.010126453	-0.942598743	-0.62869043	-0.853394109	0.002051936	1.95170485	-0.158907105
159.765N12012	12	22	26	1	1	2012	Adult	-0.854864489	-0.562040187	-0.544321855	0.338644277	-0.853394109	-0.356007047	-0.596516366	-0.605628114
159.238N12012	14	37	37	0	1	2012	Adult	-0.937908052	1.594801843	0.275938879	-0.149629432	-0.853394109	-4.975595593	-0.310734547	-0.154090706
160.216N12012	11	33	33	0	1	2012	Adult	-0.771820925	0.003895505	-0.561706957	-0.547618569	2.294276748	0.610560775	-0.358364851	-0.86691776
159.366N12012	15	17	22	1	1	2012	Adult	-0.937908052	-0.630627386	0.867032356	-0.62869043	0.242186323	0.336638749	0.189383635	0.576075384
159.745N12012	14	32	32	0	1	2012	Juvenile	-0.937908052	-0.853149009	1.783701385	-0.62869043	2.068210549	-0.029250961	-0.715592124	-0.327481071
159.906N12012	12	34	36	1	1	2012	Adult	-0.771820925	-0.196930487	-0.628086439	-0.326513493	-0.853394109	0.420769037	-0.548886063	-0.529769829
159.525N12012	13	35	37	1	1	2012	Juvenile	-0.854864489	0.661131083	0.016742809	-0.112778586	-0.853394109	-0.399056035	-0.50125576	-0.057762726
159.805N12012	11	32	35	1	1	2012	Adult	-0.854864489	-0.06532453	1.165740022	-0.62869043	0.972596014	0.769049617	-0.58460879	-0.883775157
160.531N12012	9	27	32	1	1	2012	Adult	-0.522690233	0.26953341	-0.983690803	-0.201220617	-0.853394109	-0.293394584	-0.548886063	-0.759030422
159.225N12012	10	14	18	1	1	2012	Adult	0	-0.567807278	-0.536419536	0.115696659	-0.853394109	0.786658747	-1.025189094	-0.826460009
159.688N12012	9	19	24	1	1	2012	Adult	-0.522690233	0.301450068	0.484560106	-0.496027385	-0.853394109	0.763179907	-0.572701215	-0.452707445
160.751N12012	10	31	31	0	1	2012	Adult	-0.854864489	-0.695008333	-1.067455387	0.19676852	-0.853394109	0.771003964	-0.024952729	-0.86691776
159.296N12012	4	11	15	1	1	2012	Adult	-0.522690233	-0.531526984	-0.827224883	0.961423575	2.34645374	-0.383401251	-1.26334061	-0.327481071
160.176N12012	9	11	16	1	1	2012	Adult	0	1.909069739	-0.406821501	-0.62869043	1.111734661	0.569472805	-0.81085273	-0.774202079
UnbandedN12012	11	36	36	0	1	2012	Unknown	-0.937908052	-1.03370774	0.24749053	-0.109093502	-0.192553742	0.604691065	-0.679869397	-0.853431843
159.316N12012	12	33	35	1	1	2012	Juvenile	-0.688777361	-0.954998324	0.181111049	-0.62869043	0.816099139	0.604691065	-0.533009295	-0.583713498
159.676N12012	12	38	38	0	1	2012	Adult	-0.937908052	1.974272575	-0.501649331	1.538139315	1.007380676	-1.363669511	-0.787037579	-0.462340243
159.914N12012	12	37	37	0	1	2012	Juvenile	-0.771820925	-0.599008647	-0.046475745	-0.62869043	0.88563436	0.434469474	-0.120213335	-0.597199416
160.016N12012	7	11	16	1	1	2012	Adult	-0.273559542	1.794092451	-0.462137735	-0.62869043	-0.853394109	0.786658747	1.02291394	-0.445482847
160.467N12012	13	39	39	0	1	2012	Adult	-0.688777361	-0.614538608	0.5066866	-0.62869043	-0.853394109	-0.559499223	-1.26334061	-0.86691776
160.136N12012	11	36	36	0	1	2012	Adult	0.141658278	1.457601397	-0.759264937	1.199111532	-0.853394109	-2.165885452	0.332274545	0.522131715
160.086N12012	15	18	22	1	1	2012	Adult	0	1.859365355	-1.867170091	0.57264715	-0.853394109	-5.03624704	-0.477440608	-0.23307965
159.484N12012	10	36	36	0	1	2012	Juvenile	-0.605733797	-0.939314989	0.62996278	-0.62869043	0.746529815	-0.348182991	-0.846575457	-0.634660297
160.009N12012	16	33	36	1	1	2012	Juvenile	-0.439646669	1.795809875	0.079961363	-0.414955523	-0.853394109	-0.26600705	0.046492726	-0.098220478
159.776N12012	11	26	30	1	1	2012	Adult	0.141658278	-0.695919017	-1.465732275	0.344171904	2.155138101	0.724046283	1.046729091	0.751392308
159.396N12012	12	35	35	0	1	2012	Adult	-0.02442885	0.358528632	0.819618441	0.742161041	-0.853394109	0.410990633	-0.453625457	0.616533136
159.426N22012	10	38	38	0	1	2012	Adult	-0.107472414	-0.855416439	-0.359407585	0.47683495	-0.853394109	-0.044905744	-1.26334061	-0.529769829
160.297N12012	16	39	39	0	1	2012	Juvenile	-0.356603106	0.837615973	1.303240377	0.034624798	-0.853394109	-0.324704151	0.03458515	0.780290702
160.386N12012	7	34	34	0	1	2012	Juvenile	0.307745405	-0.265400415	-0.422626139	-0.319143324	-0.853394109	0.446208894	1.094359394	2.010077917
160.086N22012	6	6	13	1	1	2012	Adult	1.636442427	2.099902635	-1.219179916	-0.422325693	-0.853394109	-4.046200377	0.046492726	-0.664629002
160.437N12012	7	35	35	0	1	2012	Juvenile	0.307745405	2.258045612	0.626801852	-0.297032816	-0.853394109	0.600782372	0.451350302	-0.252559308
159.876N22012	14	39	39	0	1	2012	Adult	0.556876097	-0.740337227	0.854388646	-0.481287046	0.398717301	0.215322515	-0.239289093	0.468188046
159.638N22012	15	15	19	1	1	2012	Adult	0.806006788	-0.140952025	1.211573474	-0.319143324	-0.853394109	-1.130828785	-0.50125576	0.926709232
