Site,Trap No,Time,Mo,Day,Year,Julian,Sex,Age,Total,Bag,Mass,Frequency,Band ID,Wing,Tail,Tars,Culmen,Molt,Color,Recap,Feather,Blood,Par
SM,SM15-37,1819,5,2,2015,122,M,J,525,40,485,150.031,116,16.7,15.4,5.29,1.68,N/A,Gray,N,Y,N,N
SM,SM15-28,1929,5,2,2015,122,M,A,640,40,600,150.432,117,19,16.9,5.22,1.41,N/A,Gray,N,Y,N,N
SM,SM15-21,1910,4,27,2015,117,M,A,655,40,615,150.222,118,18.1,16.5,5.21,1.56,N/A,Gray,N,Y,N,N
SM,SM15-02,845,4,27,2015,117,M,J,545,40,505,150.242,119,19.6,16.2,4.14,1.12,N/A,Intermediate,N,Y,N,N
SM,SM15-28,1922,4,26,2015,116,M,A,620,40,580,150.262,120,18.7,17.7,4.99,1.6,N/A,Gray,N,Y,N,N
SM,SM15-03,1730,4,26,2015,116,M,J,626,40,586,150.182,121,18.1,15.7,5.26,1.39,N/A,Gray,N,Y,N,N
SM,SM15-01,840,4,27,2015,117,M,J,,,,150.182,121,,-,,,-,-,Y,-,-,-
SM,SM15-18F,1909,9,12,2015,255,M,J,590,40,550,150.212,123,17.3,9.6,5.03,1.97,8,Gray,N,Y,N,N
SM,SM15-4F,1836,8,31,2015,243,M,J,490,40,450,150.422,125,17.6,N/A,5.31,1.97,"7,8,9",,N,Y,N,N
SM,SM15-42F,1803,8,26,2015,238,M,A,590,40,550,,126,18.6,8.9,5.1,1.7,"8,9",Gray,N,Y,N,N
SM,SM15-18F,1834,9,7,2015,250,M,J,490,40,450,150.332,126,17.4,8.9,5.36,2.1,8,Intermediate,N,Y,N,N
SM,SM15-47F,1728,9,20,2015,263,M,A,595,40,555,150.291,127,18,9.4,5.46,2.05,8,Gray,N,Y,N,N
SM,SM15-45F,1718,9,23,2015,266,M,J,505,40,465,150.291,127,,,,,8,Gray,Y,N,N,N
SM,SM15-42F,1030,9,28,2015,271,M,A,600,40,560,-,128,18.2,16.4,5.15,1.95,10,,Y,,,
FM,FM15-12F,1840,8,17,2015,229,F,J,452,40,412,149.912,130,17.7,9.3,5.22,2.38,7,,N,Y,N,N
FM,FM15-50F,1052,8,22,2015,234,F,J,430,40,390,149.801,131,16.7,9,5.27,2.12,7,,N,Y,N,N
FM,FM15-15F,2035,8,20,2015,232,F,J,455,40,415,149.023,132,18.3,9.5,5.16,1.88,"6,7",,N,Y,N,N
FM,FM15-53F,1115,8,22,2015,234,F,J,387,40,347,N/A,133,17.2,9.4,4.97,2.07,7,,N,Y,N,N
FM,FM15-49F,1822,9,24,2015,267,F,J,537,40,497,149.245,133,18.7,13.1,5.12,1.21,8,Intermediate,Y,Y,N,N
FM,FM15-53F,1115,8,22,2015,234,F,A,547,40,507,149.653,134,18,12.7,5.2,2.34,7,Brown,N,Y,N,N
FM,FM15-12F,1840,8,17,2015,229,M,J,452,40,412,149.771,135,18.1,10.7,5.13,2.27,7,,N,Y,N,N
FM,FM15-15F,1836,8,10,2015,222,F,A,515,40,475,149.143,136,18.9,13.6,5.04,2.11,"5,10",Brown,N,Y,N,N
FM,FM15-41F,1100,8,9,2015,221,M,A,530,40,490,149.222,137,17.4,16,4.77,2.21,"7,8",Brown,N,Y,N,N
FM,FM15-23F,930,8,9,2015,221,M,A,580,40,540,N/A,138,18.9,16.3,5.19,2.29,8,Brown,N,Y,N,N
FM,FM15-23F,930,8,9,2015,221,M,A,649,40,609,N/A,139,18.2,17.6,5.4,2.42,7,Intermediate,N,Y,N,N
FM,FM15-24F,1915,8,10,2015,222,M,A,,,,,139,,,,,,,Y,,N,
FM,FM15-47F,1831,8,7,2015,219,F,A,555,40,515,149.721,140,17.9,13.9,4.73,1.59,"7,8",Split,N,Y,N,N
FM,FM15-12F,1712,8,7,2015,219,M,A,710,40,670,149.432,141,17.9,17,5.31,2.24,"7,10",Split,N,Y,N,N
FM,FM15-08F,1722,8,4,2015,216,M,A,527,40,487,N/A,142,18,15.2,5.19,2.11,7,Brown,N,Y,N,N
FM,FM15-6F,950,9,28,2015,270,M,J,550,40,510,149.202,146,17.4,9.4,5.12,1.88,8,,N,Y,N,N
FM,FM15-16F,1650,9,27,2015,269,M,J,540,40,500,149.284,147,18.1,15,4.76,1.9,8,Brown,N,Y,N,N
FM,FM15-05F,1735,9,26,2015,268,M,A,567,40,527,149.782,148,19,15.9,4.95,1.64,8,Intermediate,N,Y,N,N
FM,FM15-57F,1739,9,25,2015,268,F,J,537,40,497,150.912,149,18.5,11.9,5.09,1.84,8,Split,N,Y,N,N
FM,FM15-49F,1822,9,24,2015,267,F,A,550,40,510,150.571,150,18.8,13.5,5.18,1.26,8-L 9-R,Split,N,Y,N,N
FM,FM15-2F,1033,9,25,2015,268,F,J,570,40,530,150.552,151,18.3,13.8,5.06,1.89,8,Split,N,Y,N,N
FM,FM15-53F,915,9,24,2015,267,F,J,570,40,530,150.892,152,19,14.1,5.3,1.31,8,Red,N,Y,N,N
FM,FM15-10F,1135,9,23,2015,266,F,J,550,40,510,150.713,153,18.9,14.1,4.97,1.38,8,Red,N,Y,N,Y
FM,FM15-49F,938,9,22,2015,265,M,A,605,40,565,149.033,154,18.8,17.4,5.2,2.03,9,Intermediate,N,Y,N,N
FM,FM15-39F,915,9,21,2015,264,M,J,595,40,555,149.092,155,18.9,14.4,5.27,2.03,8,Brown,N,Y,N,N
FM,FM15-53F,1820,9,20,2015,263,M,J,625,40,585,149.123,156,17.6,10.8,5.05,1.26,8,Red,N,Y,N,N
FM,FM15-53F,1820,9,20,2015,263,F,A,595,40,555,150.692,157,17.7,12.2,5.06,2.03,8,Intermediate,N,Y,N,N
FM,FM15-18F,1810,9,18,2015,261,M,A,580,40,540,149.811,158,19.8,12.2,5.42,2,8,Gray,N,Y,N,N
FM,FM15-47F,1050,9,18,2015,261,F,A,555,40,515,150.674,159,18.9,12.3,5.24,2.14,8,Red,N,Y,N,N
FM,FM15-25F,1000,9,17,2015,260,F,A,555,40,515,150.871,160,18.7,10.3,5.05,1.86,8,,N,Y,N,N
FM,FM15-27F,951,9,17,2015,260,F,J,530,40,490,150.832,161,17.4,7.2,4.82,2.07,8,,N,Y,N,N
FM,FM15-36F,900,9,17,2015,260,M,A,580,40,540,149.693,162,19.2,17,4.84,1.5,10,Intermediate,N,Y,N,N
FM,FM15-30F,900,9,17,2015,260,M,A,700,40,660,149.852,163,19.2,17.6,5.7,1.46,10,Intermediate,N,Y,N,N
FM,FM15-13F,1714,9,14,2015,257,F,A,585,40,545,150.792,164,19,14,5.06,2.15,"9,10",,,Y,N,N
FM,FM15-33F,952,9,13,2015,256,F,A,480,40,440,150.652,165,17,10.5,5.01,1.24,9-L 8-R,Red,N,Y,N,N
FM,FM15-15F,635,9,6,2015,249,F,J,515,40,475,150.591,166,17.5,6,4.92,1.24,8,,N,Y,N,N
FM,FM15-43F,1831,9,8,2015,251,M,A,605,40,565,149.713,167,19.1,14.4,5.36,2.09,10,Intermediate,N,Y,N,N
FM,FM15-42F,856,9,6,2015,249,F,J,455,40,415,150.632,168,17.5,7.2,5.17,1.32,8,,N,N,N,N
FM,FM15-42F,856,9,6,2015,249,F,J,465,40,425,150.611,169,17.2,5,5.31,1.29,8,,N,N,N,N
SM,SM15-48F,1727,9,13,2015,256,M,J,600,40,560,150.502,235,19,13,5.45,2.05,"7,8",Gray,N,Y,N,N
SM,SM15-39F,1701,9,21,2015,264,M,J,580,40,540,149.392,236,18.3,15,5.15,2.05,8,Intermediate,N,Y,N,N
SM,SM15-44F,1829,8,15,2015,227,M,A,625,40,585,,238,17.1,5.5,5.4,1.2,8,Gray,N,Y,N,N
SM,SM15-45F,1743,9,11,2015,254,M,A,625,40,585,,238,,,,,,Intermediate,Y,N,N,N
SM,SM15-1F,1056,9,1,2015,244,F,J,507,40,467,149.372,239,17.9,N/A,5.41,2,8,,N,Y,N,N
SM,SM15-65F,850,9,22,2015,265,M,J,600,40,560,149.423,240,19.6,12.4,5.2,1.51,8,Intermediate,N,Y,N,N
SM,SM15-3F,944,9,8,2015,251,U,J,415,40,375,,241,16,9.5,4.26,1.94,8,,N,N,N,N
SM,SM15-43F,1710,9,20,2015,263,M,J,507,40,467,149.963,243,19.1,N/A,5.37,2.03,8,,N,Y,N,N
SM,SM15-1F,1037,9,14,2015,257,M,J,580,40,540,150.08,244,17.2,13.4,4.94,1.88,8,Gray,N,Y,N,N
SM,SM15-31F,858,9,23,2015,266,M,J,545,40,505,149.464,246,17,7.5,5.11,1.7,8,Intermediate,N,Y,N,N
SM,SM15-46F,1733,9,27,2015,270,F,A,542,40,502,149.362,247,19,13.8,5.57,1.95,UN,Brown,N,Y,N,Y
SM,SM15-64F,1654,9,22,2015,265,M,J,540,40,500,149.351,250,18.5,12.5,5.27,1.73,8,Intermediate,N,Y,N,N
SM,SM15-8F,1909,8,30,2015,242,F,J,475,40,435,150.132,252,16.8,N/A,5.1,1.79,"7,8,9",,N,Y,N,N
SM,SM15-8F,1010,9,8,2015,251,F,J,492,40,452,150.132,252,17,4.3,4.92,1.55,8,,Y,N,N,N
SM,SM15-59F,1821,8,30,2015,242,F,J,445,40,405,150.202,256,16.1,4.5,5,1.86,8,,N,Y,N,N
SM,SM15-46F,1705,9,19,2015,262,M,A,670,40,630,150.522,257,18,16.3,5.32,2.26,"9,10",Red,N,Y,N,N
SM,SM15-64F,1654,9,22,2015,265,M,J,530,40,490,149.412,259,19.8,13.7,5.37,2.08,8,Gray,N,Y,N,N
SM,SM15-21F,1920,8,29,2015,241,M,A,627,40,587,150.152,260,18.8,6,5.1,1.88,10,Intermediate,N,Y,N,Y
SM,SM15-23F,1842,9,6,2015,249,M,A,665,40,625,150.152,260,,,,,,Intermediate,Y,N,N,N
SM,SM15-5F,1809,9,16,2015,259,F,A,570,40,530,149.453,264,17.9,11.9,5.27,2.24,,Red,N,Y,N,N
SM,SM15-3F,1100,9,24,2015,267,M,J,560,40,520,149.433,266,18.7,10.1,5.38,2.32,8,Gray,N,Y,N,Y
SM,SM15-6F,903,8,23,2015,235,M,J,435,40,395,150.392,271,17.3,N/A,5.4,1.8,"7,8,9",,N,Y,N,N
SM,SM15-70F,1740,9,26,2015,269,M,J,535,40,495,149.392,271,17.8,14,5.05,1.92,N,Gray,Y,N,N,N
SM,SM15-67F,1757,9,26,2015,269,M,J,565,40,525,149.313,274,18.5,15.7,5.31,2.08,8,Gray,N,Y,N,N
SM,SM15-15F,1920,8,14,2015,226,F,A,510,40,470,150.192,275,18.6,12,4.9,1.8,7,Intermediate,N,Y,N,N
SM,SM15-15F,2008,8,15,2015,227,F,A,,,,150.192,275,,,,,,Intermediate,Y,N,N,N
SM,SM15-67F,1020,9,26,2015,269,F,A,555,40,515,149.545,276,18.6,13.7,5.16,1.98,"9,10",Split,N,Y,N,N
SM,SM15-7F,1805,9,19,2015,262,M,A,580,40,540,N/A,277,17.7,9.2,5.45,2.19,8,Gray,N,Y,N,N
SM,SM15-83F,1710,10,4,2015,277,M,A,717,40,677,149.484,278,19.4,13.4,5.43,2.18,"9,10",Intermediate,N,Y,N,N
SM,SM15-82F,915,10,5,2015,278,M,A,,,,149.484,278,,,,,,,Y,,,
SM,SM15-64F,1654,9,22,2015,265,M,J,445,40,405,149.343,279,19,9,4.91,2.07,"7,8",Intermediate,N,Y,N,N
SM,SM15-5F,1034,9,11,2015,254,M,A,670,40,630,,280,,15.4,5.1,2.1,10,Gray,N,Y,N,N
SM,SM15-59F,1000,9,18,2015,261,M,A,630,40,590,150.173,281,18.4,13.4,5.1,2.1,"9,10",Gray,N,Y,N,N
SM,SM15-39F,1650,9,28,2015,271,F,J,495,40,455,149.503,283,17.5,12.9,4.71,1.93,N,Split,N,Y,N,N
SM,SM15-52F,1020,9,21,2015,264,M,J,560,40,520,150.071,286,17,14.8,5.1,1.94,8,Gray,N,Y,N,N
FM,FM15-51F,1908,8,22,2015,234,M,J,420,40,380,149.233,291,18.6,9.6,5.35,2.22,7,,N,Y,N,N
FM,FM15-15F,1223,8,22,2015,234,M,A,590,40,550,N/A,292,18.6,10,5.4,2.4,9,Intermediate,N,Y,N,N
FM,FM15-15F,1835,9,26,2015,268,M,A,620,40,580,N/A,292,17.9,15.4,5.3,2.36,"L-8,9,10 R-9 MISSING 10",Intermediate,Y,N,N,N
FM,FM15-36F,1815,8,6,2015,218,M,A,650,40,610,149.423,297,,16.5,5.29,2.26,6,Intermediate,Y,Y,N,N
FM,FM15-15F,906,9,5,2015,248,M,A,535,40,495,N/A,387,18.9,5.9,5.16,2.3,8,,N,Y,N,N
FM,FM15-15F,906,9,5,2015,248,F,A,580,40,540,150.992,388,19.2,13.8,5.01,2,8,,N,Y,N,N
FM,FM15-36F,901,9,3,2015,246,F,A,485,40,445,150.532,389,19.4,15.4,5.15,1.76,"6,7",Red,N,Y,N,N
FM,FM15-53F,1850,9,2,2015,245,M,A,545,40,505,149.752,390,17.9,7.5,5.3,2.17,8,,N,Y,N,N
FM,FM15-15F,2005,8,31,2015,243,F,A,480,40,440,149.304,391,17.2,N/A,4.91,2.11,8,,N,Y,N,N
FM,FM15-15F,635,9,6,2015,249,F,J,485,40,445,140.304,391,17.6,3.9,4.88,1.28,8,,Y,N,N,N
FM,FM15-37F,1930,8,31,2015,243,F,A,475,40,435,150.732,392,17.5,5,5.15,2.14,8,,N,Y,N,N
FM,FM15-33F,1732,8,29,2015,241,F,A,465,40,425,150.932,393,16.9,6.7,4.94,1.14,8,,N,Y,N,N
FM,FM15-33F,1732,8,29,2015,241,F,A,487,40,447,140.702,394,17.5,N/A,5.09,1.22,8,,N,Y,N,N
FM,FM15-36F,1024,8,28,2015,240,F,J,425,40,385,149.245,395,17.8,N/A,4.98,2.09,"7/7,8",,N,Y,N,N
FM,FM15-34F,1000,8,27,2015,239,M,A,480,40,440,149.262,396,18.1,N/A,5.09,2.36,7,,N,Y,N,N
FM,FM15-53F,1915,8,26,2015,238,F,J,410,40,370,149.072,397,16.8,9,5.13,2.16,8,,N,Y,N,N
FM,FM15-51F,940,8,26,2015,238,M,J,470,40,430,149.762,398,17.2,N/A,5.26,2.36,8,,N,Y,N,N
FM,FM15-08F,1850,8,24,2015,236,M,A,515,40,475,N/A,399,17.8,N/A,5.21,2.2,"6,7",,N,Y,N,N
FM,FM15-08F,1850,8,24,2015,236,M,J,470,40,430,149.194,400,17.9,11.1,5.2,1.98,7,,N,Y,N,N
SM,SM15-93F,930,10,5,2015,278,M,J,590,40,550,149.492,479,19.4,19.3,5.17,2.5,N,Brown,N,Y,N,Y
SM,SM15-26F,1630,9,25,2015,268,F,J,520,40,480,149.513,480,18.9,11.2,5.04,2.35,8,Split,N,Y,N,Y
SM,SM15-45F,1705,9,26,2015,269,M,J,610,40,570,149.555,483,18.7,13.6,5.16,1.96,8,Gray,N,Y,N,N
SM,SM15-5F,1811,9,12,2015,255,M,J,550,40,510,150.252,484,16.5,9.76,5.3,2.27,"7,8",Gray,N,Y,N,N
SM,SM15-45F,1150,9,30,2015,273,M,J,590,40,550,149.384,485,18.7,15.9,5.36,1.66,8,Red,N,Y,N,N
SM,SM15-27F,1640,9,27,2015,270,M,J,565,40,525,149.334,486,19,14.1,5.7,1.92,8,Intermediate,N,Y,N,N
SM,SM15-6F,903,8,23,2015,235,M,J,470,40,430,150.441,489,16.9,9.4,4.9,1.8,"7,8,9",,N,Y,N,N
SM,1,1807,8,30,2016,243,M,J,570,40,530,150.282,122,18.3,10,5.21,2.21,8,Intermediate,N,No,Yes,No
FM,35,1755,9,27,2016,271,F,A,510,40,470,149.123,143,17.2,11,4.44,2.13,8,Intermediate,N,No,No,No
FM,7,1720,9,26,2016,270,M,J,575,40,535,149.912,144,18.7,14,4.74,2.32,8,Gray,N,No,Yes,No
FM,19,1730,9,25,2016,269,F,J,525,40,485,150.372,145,17.8,11.2,4.82,2.24,8,Split,N,No,No,No
FM,42,1857,9,29,2016,273,M,A,625,40,585,149.941,176,19.4,15.8,4.84,,9+10,Intermediate,N,No,No,No
FM,34,1822,9,29,2016,273,M,J,585,40,545,149.544,177,17.7,13.7,5.08,2.28,8,Red,N,No,Yes,No
FM,6,1725,9,29,2016,273,M,J,600,40,560,149.134,178,18.6,14.2,4.7,2.24,8,Intermediate,N,No,No,No
FM,45,1815,9,28,2016,272,M,J,525,40,485,149.852,179,18.5,6,5.32,2.27,8+7,Intermediate,N,No,No,No
FM,2,825,9,28,2016,272,F,J,545,40,505,150.011,180,17.8,12.5,4.49,2.31,N/A,Intermediate,N,No,No,No
FM,4,755,9,4,2016,248,M,A,645,40,605,149.833,181,19.2,10.2,5.49,2.5,10+9,Intermediate,N,No,No,No
FM,7,840,9,20,2016,264,M,A,655,40,615,149.833,181,,14,,,Unknown,Intermediate,Y,No,No,Yes
FM,8,1720,9,5,2016,249,M,J,540,40,500,N/A,182,18.3,5.3,5.47,2.27,8,N/A,N,No,No,No
FM,8,1720,9,5,2016,249,M,J,465,40,425,149.072,183,18.2,N/A,5.22,2.32,8,N/A,N,No,No,No
FM,8,1720,9,5,2016,249,M,J,450,40,410,150.054,184,18.4,6.7,5.38,2.3,8,N/A,N,No,No,No
FM,8,1720,9,5,2016,249,M,J,490,40,450,149.202,185,18.7,8.8,5.4,2.47,8,N/A,N,No,Yes,No
FM,7,1745,9,29,2016,273,M,J,545,40,505,149.202,185,,14,,,N/A,N/A,Y,No,No,Yes
FM,30,1845,9,5,2016,249,F,J,510,40,470,150.191,186,18.7,9.5,5.47,2.32,8,Intermediate,N,No,No,No
FM,7,1740,9,6,2016,250,F,J,475,40,435,150.111,187,17.3,9.3,4.83,2.16,8,Gray,N,No,Yes,No
FM,7,1740,9,6,2016,250,F,J,490,40,450,149.452,188,18.5,4.4,4.93,2.27,Unknown,N/A,N,No,Yes,No
FM,36,854,9,7,2016,251,M,J,535,40,495,150.713,189,17.2,7.1,5.41,,8+7,Gray,N,No,Yes,No
FM,29,1745,9,11,2016,255,F,A,525,40,485,150.092,190,17.8,9.9,5.04,2.04,9+8,Intermediate,N,No,Yes,No
FM,54,1803,9,15,2016,259,F,A,570,40,530,150.352,191,17.2,10.5,5.06,2,8+10,Intermediate,N,No,No,No
FM,55,1844,9,15,2016,259,F,A,485,40,445,N/A,192,17.8,10.1,4.99,2.12,8,Intermediate,N,No,No,No
FM,15,1735,9,16,2016,260,M,J,570,40,530,149.273,193,18.1,12.2,5.1,2.23,8,Brown,N,No,Yes,No
FM,5,1720,9,19,2016,263,M,A,645,40,605,149.702,194,18.5,12.8,5.35,2.22,8+9,Intermediate,N,No,No,No
FM,13,920,9,20,2016,264,M,J,610,45,565,149.052,195,19.5,13.6,5.43,2.36,8,Red,N,No,No,No
FM,5,1723,9,21,2016,265,F,J,550,40,510,149.512,196,17.5,10.7,4.97,2.36,8,Split,N,No,No,No
FM,57,855,9,23,2016,267,M,J,475,40,435,149.163,197,18.6,10.2,5.26,2.34,7+8,Intermediate,N,No,Yes,No
FM,41,1815,9,23,2016,267,F,J,525,40,485,150.212,198,18.3,11.4,4.93,2.22,8,Intermediate,N,No,No,No
FM,41,1815,9,23,2016,267,F,J,515,40,475,150.851,199,18.9,11,5.05,2.36,8,Intermediate,N,No,No,No
FM,26,1738,9,25,2016,269,M,J,550,40,510,150.692,200,18.8,13.7,5.19,2.28,8,Gray,N,No,No,No
SM,Mirror Trap,900,5,23,2016,144,M,A,590,40,550,150.441,208,18.7,14.4,5.28,1.86,N/A,Intermediate,N,No,No,No
SM,29,1835,9,12,2016,256,F,J,490,40,450,149.362,209,17.9,11.4,5.03,2.47,8,Red,N,No,No,No
SM,1,920,9,3,2016,247,M,J,405,40,365,N/A,210,17.5,0,5.06,1.92,8,N/A,N,No,No,No
SM,27,1010,8,28,2016,241,F,J,325,40,285,N/A,211,17.1,0,5.16,1.91,8,N/A,N,No,No,No
SM,29,1835,9,12,2016,256,F,J,458,40,418,149.384,212,17.2,6.2,5.08,2.23,Done,Intermediate,N,No,No,No
SM,2,942,8,24,2016,237,M,J,455,40,415,149.433,213,17.1,9.3,5.37,2.17,7,N/A,N,No,Yes,No
SM,1,920,9,3,2016,247,M,J,,,,149.433,213,,N/A,,,N/A,N/A,Y,No,No,Yes
SM,18,843,4,23,2016,114,F,A,620,40,580,149.503,214,18.4,13.6,5.22,1.45,N/A,Gray,N,No,No,No
SM,18,901,8,2,2016,215,F,A,650,40,610,149.412,215,20.8,3,5.41,2.46,8,Gray,N,No,No,No
SM,1,920,9,3,2016,247,M,J,435,40,395,N/A,231,17.4,0,5.13,2.21,8,N/A,N,No,No,No
SM,62,1630,9,27,2016,271,F,J,525,40,485,149.474,234,18.3,12.8,4.96,1.91,Done,Intermediate,N,No,No,No
SM,18,1805,9,27,2016,271,M,A,650,40,610,149.334,245,19.4,18.6,5.44,2.09,Done,Brown,N,No,No,No
SM,45,925,9,17,2016,261,F,A,525,40,485,149.153,253,17.9,13.3,5.12,2,9+10,Split,N,No,Yes,No
SM,12,1600,9,14,2016,258,F,J,555,40,515,149.545,258,19.1,10.6,5.19,2.54,8,Gray,N,No,No,No
SM,45,909,9,23,2016,267,M,J,570,40,530,149.523,263,19.1,13.7,5.19,2.2,Done,Red,N,No,No,No
SM,12,947,9,14,2016,258,M,A,640,40,600,149.492,270,18.9,19,5.08,2.06,10,Intermediate,N,No,No,No
SM,18,1850,9,22,2016,266,M,A,650,40,610,150.08,273,17.6,16.5,5.61,2.16,Done,Brown,N,No,Yes,No
SM,59,1645,9,22,2016,266,F,J,530,40,490,150.562,282,15.6,9.9,5.14,2.34,9,Red,N,No,No,No
SM,59,1645,9,22,2016,266,M,A,575,40,535,150.392,284,16.9,14.9,4.71,1.4,9+10,Gray,N,No,Yes,No
FM,51,700,8,8,2016,221,M,A,570,40,530,N/A,292,18.2,15.5,5.45,2.17,7+8,Intermediate,N,No,No,Yes
FM,20,1815,8,2,2016,215,F,A,583,40,543,150.952,463,19.1,15,5.37,2.23,6+7,Red,N,No,No,No
FM,2,827,8,3,2016,216,F,A,492,40,452,150.772,464,17.8,12.1,5.12,2.1,6+7,Intermediate,N,No,No,No
FM,36,936,8,3,2016,216,F,A,510,40,470,150.753,465,18.2,12.6,5.21,2.35,6+7,Gray,N,No,Yes,No
FM,39,900,8,18,2016,231,F,A,545,40,505,150.753,465,,N/A,,,N/A,N/A,Y,No,No,Yes
FM,21,844,8,4,2016,217,F,A,495,40,455,149.971,466,17.8,12.7,4.9,2.38,5+6,Intermediate,N,No,No,No
FM,43,951,8,12,2016,225,U,J,412,40,372,150.912,467,17.5,11.3,5.42,2.13,7+8,N/A,N,No,No,No
FM,34,842,8,13,2016,226,U,J,320,40,280,N/A,468,14.7,9.3,4.7,1.81,7,N/A,N,No,No,No
FM,2,1750,8,13,2016,226,M,J,460,40,420,149.163,469,18.2,10.1,4.86,2.13,6+7,N/A,N,No,No,No
FM,36,852,8,15,2016,228,F,A,485,40,445,150.511,470,18,12.1,5.06,2.07,7,Intermediate,N,No,No,No
FM,36,847,9,11,2016,255,F,A,515,80,435,150.51,470,,N/A,,,Unknown,N/A,Y,No,No,Yes
FM,35,907,9,21,2016,265,F,A,485,40,445,150.51,470,,N/A,,,N/A,N/A,Y,No,No,Yes
FM,41,840,8,17,2016,230,M,A,661,40,621,149.002,471,19.2,8.2,5.23,2.19,8+9,Gray,N,No,No,No
FM,9,804,8,18,2016,231,M,A,650,40,610,N/A,472,19.4,5,5.27,2.29,9,Brown,N,No,Yes,No
FM,9,1740,9,4,2016,248,M,A,648,40,608,149.284,472,,11.9,,,N/A,N/A,Y,No,No,Yes
FM,31,920,8,25,2016,238,F,A,522,40,482,150.492,473,18.3,12.1,5.16,2.25,8,Intermediate,N,No,No,No
FM,33,830,8,27,2016,240,F,J,402,40,362,N/A,474,16.9,9.5,4.65,2.11,8,N/A,N,No,Yes,No
FM,34,1810,8,29,2016,242,F,A,520,40,480,150.432,476,19.2,12.3,5.1,2.18,7,Intermediate,N,No,No,No
FM,2,1725,8,30,2016,243,M,J,510,40,470,149.852,477,18.1,4.3,5.15,2.37,8,N/A,N,No,No,No
FM,17,810,9,3,2016,247,M,J,475,40,435,150.972,478,17.6,5,5.38,2.34,7+8,N/A,N,No,Yes,No
SM,52,1709,9,23,2016,267,F,A,520,40,480,149.453,487,17.8,13.6,4.97,1.86,9,Intermediate,N,No,No,No
