
metadata
ID,name,desc,time,keywords,minlat,minlon,maxlat,maxlon,
1,,,2022-06-13T17:36:08Z,,64.039610819891095,-160.93306032009423,64.046189356595278,-160.90388568118215,

author
ID,name,email,

copyright
year,license,author,

link
metadataID,authorID,wptID,rteptID,trkptID,rteID,trkID,text,type,href,
1,,,,,,,"Garmin International",,http://www.garmin.com,

rte
ID,name,cmt,desc,src,number,type,IsAutoNamed,DisplayColor,TransportationMode,TripName,Date,DayNumber,

rtept
ID,rteID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,DepartureTime,StopDuration,ArrivalTime,CalculationMode,ElevationMode,NamedRoad_Name,NamedRoad_Id,NamedRoad_ProductId,TransportationMode,

wpt
ID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Proximity,Temperature,Depth,DisplayMode,Samples,Expiration,CreationTime,

Address
wptID,StreetAddress1,StreetAddress2,City,State,Country,PostalCode,

PhoneNumber
wptID,Category,value,

Categories
wptID,Category,

trk
ID,name,cmt,desc,src,number,type,DisplayColor,
1,"E_fish",,,,,,"DarkGray",

trkseg
ID,trkID,
1,1,

trkpt
ID,trksegID,lat,lon,ele,time,magvar,geoidheight,name,cmt,desc,src,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,Temperature,Depth,wtemp,hr,cad,
1,1,64.044263111427426,-160.93306032009423,0,,,,,,,,,,,,,,,,,,,,,,
2,1,64.044259591028094,-160.93278229236603,0,,,,,,,,,,,,,,,,,,,,,,
3,1,64.044255986809731,-160.93250426463783,0,,,,,,,,,,,,,,,,,,,,,,
4,1,64.044302757829428,-160.93222808092833,0,,,,,,,,,,,,,,,,,,,,,,
5,1,64.044400490820408,-160.93200931325555,0,,,,,,,,,,,,,,,,,,,,,,
6,1,64.044473161920905,-160.93178945593536,0,,,,,,,,,,,,,,,,,,,,,,
7,1,64.044521357864141,-160.93162424862385,0,,,,,,,,,,,,,,,,,,,,,,
8,1,64.044619342312217,-160.93140497803688,0,,,,,,,,,,,,,,,,,,,,,,
9,1,64.044744065031409,-160.93129794113338,0,,,,,,,,,,,,,,,,,,,,,,
10,1,64.044844396412373,-160.93124555423856,0,,,,,,,,,,,,,,,,,,,,,,
11,1,64.044943219050765,-160.93118973076344,0,,,,,,,,,,,,,,,,,,,,,,
12,1,64.045014381408691,-160.9310738928616,0,,,,,,,,,,,,,,,,,,,,,,
13,1,64.045135080814362,-160.9309034049511,0,,,,,,,,,,,,,,,,,,,,,,
14,1,64.045234741643071,-160.9307945240289,0,,,,,,,,,,,,,,,,,,,,,,
15,1,64.045308502390981,-160.93062889762223,0,,,,,,,,,,,,,,,,,,,,,,
16,1,64.045334989205003,-160.93041339889169,0,,,,,,,,,,,,,,,,,,,,,,
